GeographyCode,WP601EW0001,WP601EW0002,WP601EW0003,WP601EW0004,WP601EW0005,WP601EW0006,WP601EW0007,WP601EW0008
E02000173,10765,1674,7712,47,212,316,528,276
E02000174,3056,467,1599,19,140,254,500,77
E02000175,3949,606,2082,49,202,287,499,224
E02000176,2045,339,902,23,66,264,349,102
E02000177,2355,419,1185,18,113,188,326,106
E02000178,2190,416,938,37,140,200,380,79
E02000179,1483,261,575,26,65,201,284,71
E02000180,2218,444,975,28,91,212,353,115
E02000181,1281,194,477,16,52,199,294,49
E02000182,3585,613,2121,17,100,208,297,229
E02000183,7108,837,4395,62,308,438,812,256
E02000184,9940,1233,7248,43,211,280,562,363
E02000185,2541,562,1140,22,116,203,327,171
E02000186,24140,2348,18524,113,581,430,1560,584
E02000187,7794,1066,5771,26,100,131,363,337
E02000188,7915,896,6174,13,151,136,266,279
E02000189,5189,902,3451,35,123,155,259,264
E02000190,10143,1400,7314,32,187,214,433,563
E02000191,40890,3907,32344,101,802,446,1440,1850
E02000192,30890,3110,23452,104,1138,503,1846,737
E02000193,68776,7009,52248,216,2544,802,3856,2101
E02000194,2849,624,1302,34,105,246,408,130
E02000195,1668,357,665,25,79,183,312,47
E02000196,1815,357,848,22,75,145,272,96
E02000197,1821,421,664,39,92,196,333,76
E02000198,1685,420,700,18,88,148,250,61
E02000199,1228,250,471,13,57,156,232,49
E02000200,2227,416,1147,13,86,161,327,77
E02000201,1952,419,916,24,92,163,263,75
E02000202,1368,351,547,20,56,131,204,59
E02000203,2770,717,1414,23,97,131,233,155
E02000204,1843,409,855,24,87,144,233,91
E02000206,3798,805,2284,32,109,151,299,118
E02000207,1915,453,864,19,81,151,264,83
E02000208,4799,1084,3108,24,62,144,233,144
E02000209,2203,512,1131,13,80,115,205,147
E02000210,1366,273,633,9,47,136,231,37
E02000211,1348,307,495,11,52,139,312,32
E02000212,3705,1010,1961,37,111,106,214,266
E02000213,7010,1651,4097,41,143,195,336,547
E02000214,1451,286,604,20,85,126,286,44
E02000215,3623,628,2132,12,135,180,430,106
E02000216,1241,274,618,10,35,122,155,27
E02000217,7813,1834,4292,40,165,228,431,823
E02000218,1025,257,381,21,46,95,160,65
E02000219,2001,552,767,20,98,163,294,107
E02000220,16751,2936,11971,62,330,277,619,556
E02000221,5359,910,3493,37,157,162,351,249
E02000222,2780,482,1660,19,90,162,284,83
E02000223,756,214,313,5,28,49,116,31
E02000224,2862,594,1561,21,126,143,338,79
E02000225,1529,395,716,11,47,93,234,33
E02000226,2126,565,891,27,68,162,290,123
E02000227,2109,471,977,18,72,176,356,39
E02000228,1584,402,643,25,60,172,233,49
E02000229,1626,483,781,13,49,65,149,86
E02000230,4058,982,2111,32,145,242,390,156
E02000231,2065,514,906,12,70,208,286,69
E02000232,1325,317,498,15,41,117,234,103
E02000233,1455,314,704,16,58,118,208,37
E02000234,3422,617,1975,34,156,165,353,122
E02000235,1688,309,852,17,58,147,267,38
E02000236,1554,277,661,14,62,152,337,51
E02000237,1712,411,776,23,68,148,253,33
E02000238,3474,495,1986,18,87,225,536,127
E02000239,1738,313,552,19,97,230,445,82
E02000240,1669,352,684,17,68,187,311,50
E02000241,2092,405,1071,17,81,183,274,61
E02000242,2830,450,1515,30,156,181,381,117
E02000243,6078,948,3976,30,141,250,520,213
E02000244,4066,689,2270,28,187,257,496,139
E02000245,1215,260,566,13,48,101,178,49
E02000246,1180,290,477,20,46,107,190,50
E02000247,1933,394,875,28,77,176,290,93
E02000248,6059,739,4209,37,152,207,521,194
E02000249,3086,646,1643,23,83,193,363,135
E02000250,1306,290,441,17,67,171,252,68
E02000251,1130,215,342,24,74,139,300,36
E02000252,17880,2182,13198,93,489,360,956,602
E02000253,1465,247,480,18,62,219,371,68
E02000254,1281,295,546,23,78,117,163,59
E02000255,1954,363,838,18,57,244,371,63
E02000256,6327,1020,4150,32,126,312,472,215
E02000257,7657,1710,3983,68,228,421,643,604
E02000258,1106,155,337,22,52,209,299,32
E02000259,1584,306,606,21,62,205,336,48
E02000260,3412,791,1752,62,201,132,240,234
E02000261,2402,354,1085,34,98,273,418,140
E02000262,3686,694,1797,42,172,326,480,175
E02000263,2398,606,1211,34,71,125,206,145
E02000264,2527,431,1184,27,108,249,429,99
E02000265,3733,766,1723,30,149,315,511,239
E02000266,9321,1554,6680,42,154,199,365,327
E02000267,2928,661,1412,31,123,210,386,105
E02000268,3347,503,1742,37,135,271,507,152
E02000269,3471,487,1984,33,133,256,463,115
E02000270,4009,608,2561,36,113,196,359,136
E02000271,3414,465,1978,31,141,241,457,101
E02000272,2075,315,1021,12,89,212,345,81
E02000274,3798,792,2044,50,183,226,308,195
E02000275,1715,341,863,16,104,116,173,102
E02000276,1696,278,696,20,89,199,322,92
E02000277,1148,182,592,16,32,89,202,35
E02000278,1305,393,433,17,67,114,184,97
E02000279,3655,627,2324,29,93,163,334,85
E02000280,3308,751,1727,19,103,204,358,146
E02000281,2220,580,1022,14,64,163,292,85
E02000282,1841,479,868,17,75,110,210,82
E02000283,1627,311,835,12,57,111,223,78
E02000284,3451,1003,1552,35,103,191,379,188
E02000285,3617,773,2248,20,63,152,278,83
E02000286,6148,1333,3962,26,93,200,353,181
E02000287,3046,774,1515,32,118,216,252,139
E02000288,6738,1705,3933,45,149,171,326,409
E02000289,1156,316,390,17,60,138,209,26
E02000290,6847,878,4997,33,239,109,418,173
E02000291,4711,1345,2157,37,157,224,378,413
E02000292,3546,713,1997,25,74,201,354,182
E02000293,1121,200,377,15,69,176,226,58
E02000294,1671,345,848,18,67,145,176,72
E02000295,1857,468,705,18,65,203,310,88
E02000296,6305,1390,3449,46,206,340,466,408
E02000297,2047,427,795,38,89,227,395,76
E02000298,2148,484,843,27,137,230,358,69
E02000299,1970,557,818,31,86,168,228,82
E02000300,1341,287,612,13,52,121,186,70
E02000301,2111,475,1164,30,56,128,175,83
E02000302,1751,454,672,20,54,163,292,96
E02000303,2026,548,1013,27,57,137,170,74
E02000304,1528,332,436,35,100,232,314,79
E02000305,2843,679,1052,43,146,276,467,180
E02000306,5044,1121,3070,36,153,157,264,243
E02000307,1471,258,598,23,59,184,305,44
E02000308,2581,439,1292,35,115,222,380,98
E02000309,3933,1096,1887,32,148,198,293,279
E02000311,2216,465,1061,34,70,202,331,53
E02000312,2795,575,1042,39,160,312,556,111
E02000313,784,159,325,13,30,89,126,42
E02000314,6011,1132,3818,30,122,250,381,278
E02000315,1545,396,715,17,45,88,213,71
E02000316,11386,2207,7344,73,328,276,613,545
E02000317,1386,345,627,12,55,123,154,70
E02000318,2703,607,1294,38,132,164,289,179
E02000319,2717,549,1449,29,92,161,279,158
E02000320,1208,294,538,18,38,89,190,41
E02000321,1476,379,702,9,39,99,167,81
E02000323,2744,574,1392,37,131,166,287,157
E02000324,1735,461,770,16,49,131,199,109
E02000326,1158,240,410,17,35,159,248,49
E02000327,6047,1207,4272,19,51,125,164,209
E02000328,1303,273,534,15,68,151,213,49
E02000329,1012,257,422,10,52,63,176,32
E02000331,1334,226,621,16,60,107,236,68
E02000332,1814,441,869,11,51,155,246,41
E02000333,1990,382,1018,14,71,184,246,75
E02000334,1095,219,457,8,58,106,217,30
E02000335,939,169,317,15,44,113,252,29
E02000337,1277,290,511,10,63,113,265,25
E02000339,2678,739,1158,27,107,149,369,129
E02000340,3539,983,1785,32,105,136,286,212
E02000341,1389,324,666,13,44,98,205,39
E02000342,1733,421,815,11,61,72,192,161
E02000343,1075,248,404,7,63,101,228,24
E02000344,2049,345,1133,10,86,126,294,55
E02000345,3248,1286,1180,54,78,258,294,98
E02000346,1297,380,588,26,46,81,118,58
E02000347,1908,820,552,29,53,183,211,60
E02000348,1414,521,428,34,35,167,159,70
E02000350,2157,691,510,30,67,310,479,70
E02000351,1494,251,483,22,76,214,367,81
E02000352,1349,279,525,14,51,174,263,43
E02000353,2699,633,900,46,148,281,556,135
E02000354,2187,435,943,34,86,216,355,118
E02000355,1974,358,722,26,63,265,444,96
E02000356,1792,384,619,18,74,234,402,61
E02000357,937,153,542,9,32,76,92,33
E02000358,3313,676,1445,41,113,309,615,114
E02000359,1205,222,416,30,47,168,259,63
E02000360,2156,403,910,35,79,235,410,84
E02000361,6239,1098,4000,39,151,213,508,230
E02000362,2618,459,1633,26,52,130,232,86
E02000363,4856,893,3244,24,74,154,255,212
E02000364,2882,590,1193,29,96,294,553,127
E02000365,4999,977,2155,76,261,422,862,246
E02000366,1529,294,546,25,78,178,345,63
E02000367,4723,694,2427,61,219,323,810,189
E02000368,1522,251,657,13,68,150,318,65
E02000369,4167,794,2208,34,151,215,584,181
E02000370,3999,401,2784,22,133,157,368,134
E02000371,34404,3354,25128,173,1483,653,2475,1138
E02000372,17198,1744,13570,58,229,285,885,427
E02000373,1201,272,606,24,26,107,128,38
E02000374,931,126,337,13,62,138,218,37
E02000375,14464,2209,9135,44,174,306,742,1854
E02000376,3354,552,1755,63,171,210,422,181
E02000377,1967,295,936,16,76,200,347,97
E02000378,3130,361,1864,20,116,205,400,164
E02000379,1512,243,594,20,64,226,320,45
E02000380,1974,296,980,24,97,201,322,54
E02000381,4431,668,2841,23,129,254,396,120
E02000382,3876,551,2405,32,149,218,339,182
E02000383,7398,777,5441,40,164,258,517,201
E02000384,20591,2326,15873,61,335,329,785,882
E02000385,1705,256,837,22,54,167,277,92
E02000386,4440,488,3189,29,89,161,350,134
E02000387,5081,668,3763,13,65,128,246,198
E02000388,3616,540,2168,35,117,201,365,190
E02000389,3756,365,2545,20,109,232,379,106
E02000390,1986,277,1044,17,98,158,294,98
E02000391,4522,701,2482,37,184,243,416,459
E02000392,4578,654,2653,42,240,275,480,234
E02000393,1185,168,535,22,52,142,230,36
E02000394,4654,573,2973,31,196,237,464,180
E02000395,3945,584,2238,41,180,280,395,227
E02000396,3035,453,1803,27,150,182,320,100
E02000397,1757,308,578,21,83,267,434,66
E02000398,3079,671,1734,22,142,159,236,115
E02000400,2331,358,1125,26,116,243,374,89
E02000401,1083,242,413,18,62,103,190,55
E02000402,1099,294,450,17,40,101,150,47
E02000403,5783,927,3805,32,117,271,476,155
E02000404,1552,314,619,32,60,180,289,58
E02000405,1654,292,576,18,69,275,367,57
E02000406,1048,202,330,18,70,152,241,35
E02000407,2071,489,840,33,90,183,301,135
E02000408,2148,452,1050,23,65,166,254,138
E02000409,1602,438,737,16,42,101,189,79
E02000410,2023,360,765,20,78,275,451,74
E02000411,3606,632,2176,27,134,151,323,163
E02000412,5848,1629,2774,69,184,213,395,584
E02000413,1664,319,600,24,69,283,311,58
E02000414,1309,178,510,18,58,164,321,60
E02000415,1782,378,726,30,74,210,297,67
E02000416,2018,453,875,23,64,201,320,82
E02000417,2756,617,1096,40,120,298,437,148
E02000418,1474,279,543,17,55,235,310,35
E02000419,2445,535,1004,48,130,270,363,95
E02000420,1684,334,558,43,103,238,347,61
E02000421,3822,975,1943,36,134,187,352,195
E02000422,1658,434,577,24,91,187,274,71
E02000423,2812,594,1523,28,76,155,339,97
E02000424,1890,326,766,26,48,248,387,89
E02000425,1455,388,481,18,70,193,248,57
E02000426,2700,524,1324,32,127,276,356,61
E02000427,1624,347,527,22,68,202,318,140
E02000428,2211,557,900,33,92,193,352,84
E02000429,1686,283,568,19,54,327,389,46
E02000430,3167,552,1281,40,188,337,579,190
E02000431,1802,272,681,20,79,253,412,85
E02000432,1235,215,381,21,52,172,361,33
E02000433,4418,950,2475,47,144,266,360,176
E02000434,2824,551,1279,47,186,256,425,80
E02000435,1481,322,591,18,55,169,287,39
E02000436,1327,311,526,16,39,164,223,48
E02000437,1970,445,824,23,85,170,315,108
E02000438,2501,643,1176,15,102,173,274,118
E02000439,2597,451,1171,33,128,250,448,116
E02000440,1745,438,588,34,99,225,316,45
E02000441,1260,277,464,14,59,157,228,61
E02000442,1930,354,718,26,150,162,434,86
E02000443,2630,536,1351,20,121,153,348,101
E02000444,1479,285,542,23,78,182,324,45
E02000445,3456,738,1747,27,153,212,428,151
E02000447,1261,295,488,23,49,142,227,37
E02000448,2970,804,1307,39,153,212,296,159
E02000449,1440,300,472,16,92,151,360,49
E02000451,1313,328,487,19,81,142,217,39
E02000452,6005,1351,3418,48,224,196,409,359
E02000453,1963,344,942,26,113,198,281,59
E02000454,1197,258,462,13,49,139,232,44
E02000455,8448,1940,4849,41,299,220,470,629
E02000456,1074,208,381,15,50,134,254,32
E02000457,2963,629,1652,29,105,144,249,155
E02000459,3114,554,1829,24,90,179,282,156
E02000460,1037,269,442,10,52,89,133,42
E02000461,3339,802,1754,30,129,200,299,125
E02000462,1418,398,521,24,73,124,191,87
E02000463,1122,257,412,27,51,120,223,32
E02000464,1073,248,467,11,38,104,181,24
E02000465,1433,410,597,18,48,94,222,44
E02000466,1730,412,697,19,78,177,308,39
E02000467,2377,411,1445,19,77,98,273,54
E02000468,1691,516,568,11,93,154,296,53
E02000469,1407,414,632,15,40,84,160,62
E02000470,6153,1264,3919,22,170,161,425,192
E02000471,1253,245,433,13,61,152,321,28
E02000472,1921,408,840,15,95,136,401,26
E02000473,2634,720,1219,29,80,163,357,66
E02000474,1890,378,874,21,68,116,357,76
E02000475,2240,514,986,22,105,163,382,68
E02000476,14394,4343,7864,90,293,250,506,1048
E02000477,1557,386,528,19,88,168,340,28
E02000478,1099,254,428,21,61,107,198,30
E02000479,4844,1276,2641,33,171,173,390,160
E02000480,8683,1799,5814,41,160,183,436,250
E02000481,1538,411,634,19,69,113,243,49
E02000482,1637,338,819,17,70,122,222,49
E02000483,3976,1395,1718,32,144,140,358,189
E02000484,1693,392,678,12,62,129,366,54
E02000485,3142,992,1414,24,126,134,312,140
E02000486,1668,413,676,23,60,109,313,74
E02000487,1744,406,731,17,80,165,307,38
E02000488,1906,474,948,9,53,102,270,50
E02000489,1256,329,456,13,63,105,261,29
E02000490,1296,345,475,10,70,86,286,24
E02000491,3583,546,2273,29,153,133,375,74
E02000492,3410,475,2274,25,103,133,353,47
E02000493,1498,539,521,13,61,92,204,68
E02000494,2919,853,1395,22,69,235,264,81
E02000495,5144,1036,2940,41,201,288,440,198
E02000496,4326,773,2777,28,133,173,332,110
E02000497,1962,419,904,10,56,173,316,84
E02000498,1562,262,831,17,49,138,238,27
E02000499,2003,489,809,27,115,178,306,79
E02000500,3543,967,1605,34,157,206,343,231
E02000501,1827,496,702,13,94,183,298,41
E02000502,1896,344,979,10,56,149,276,82
E02000503,1402,179,653,10,65,141,324,30
E02000504,1794,429,779,31,72,147,283,53
E02000506,2407,519,1183,20,101,167,309,108
E02000507,2232,487,1241,13,54,102,270,65
E02000508,13602,2675,9025,29,114,154,325,1280
E02000509,13056,1745,9710,26,239,165,476,695
E02000510,5219,1145,3368,24,91,126,281,184
E02000511,2927,517,1846,20,74,98,302,70
E02000512,1264,213,594,14,62,82,224,75
E02000513,1659,428,764,16,36,101,206,108
E02000514,1661,399,724,30,95,108,212,93
E02000515,3974,866,2296,34,131,129,344,174
E02000516,1046,175,472,12,39,109,178,61
E02000517,1492,318,764,18,53,99,169,71
E02000518,5562,681,4263,12,89,104,311,102
E02000519,3368,903,1737,20,71,128,186,323
E02000520,12505,1508,9504,62,303,169,537,422
E02000521,2019,305,1245,17,44,116,237,55
E02000522,1853,393,871,23,80,108,309,69
E02000523,3759,471,2591,34,132,149,282,100
E02000524,46243,7347,36024,54,284,240,966,1328
E02000525,4705,715,3372,20,87,119,211,181
E02000526,5175,643,3207,33,178,350,566,198
E02000528,6364,696,4413,27,167,250,657,154
E02000529,1435,354,605,24,61,119,207,65
E02000530,6452,1046,4675,16,129,120,246,220
E02000531,8922,944,6353,48,191,309,762,315
E02000532,3100,440,1588,28,112,356,476,100
E02000533,1829,283,734,24,64,263,400,61
E02000534,10186,977,7777,33,126,311,705,257
E02000535,1212,279,505,16,45,121,174,72
E02000536,3591,708,2244,26,83,156,270,104
E02000537,1626,289,693,24,66,171,284,99
E02000538,5483,678,4076,22,119,124,288,176
E02000539,5771,1119,3613,36,104,231,475,193
E02000540,3939,777,2155,55,168,215,386,183
E02000541,2135,435,1084,35,74,125,243,139
E02000542,3700,715,2261,29,87,159,282,167
E02000543,6885,1627,3739,39,202,230,439,609
E02000544,1370,216,580,14,63,154,303,40
E02000545,2874,477,1517,16,72,194,277,321
E02000546,2995,535,1883,18,60,153,231,115
E02000547,7542,954,5744,30,137,142,372,163
E02000548,6416,601,5101,16,96,133,316,153
E02000549,3179,636,1794,19,72,158,311,189
E02000550,2326,573,1115,20,66,151,246,155
E02000551,4237,722,2863,29,80,136,290,117
E02000552,4954,637,3548,21,123,177,361,87
E02000553,974,213,380,17,35,89,208,32
E02000554,1768,306,749,23,95,208,331,56
E02000555,2278,357,1099,35,89,221,389,88
E02000556,2883,616,1267,22,141,255,454,128
E02000557,6174,1139,3967,53,112,243,438,222
E02000558,2408,590,1246,23,66,139,231,113
E02000559,10488,2617,5968,94,256,364,679,510
E02000560,3741,971,1795,47,103,173,361,291
E02000561,1827,257,733,13,62,297,411,54
E02000562,1926,307,904,13,86,196,357,63
E02000563,2393,546,1284,24,54,141,262,82
E02000564,4122,818,2324,24,84,193,375,304
E02000565,1758,324,786,27,68,162,307,84
E02000566,4842,913,2798,31,149,264,463,224
E02000567,1975,292,816,20,89,213,469,76
E02000568,6422,840,4674,44,190,151,344,179
E02000569,3996,666,2506,22,120,199,356,127
E02000570,2503,390,1095,23,140,259,465,131
E02000571,2441,451,1306,15,132,134,325,78
E02000572,3092,511,2006,22,58,146,215,134
E02000573,11341,1593,7458,64,380,354,867,625
E02000574,14582,1502,11274,48,264,324,754,416
E02000575,37979,3561,29552,130,1321,608,1813,994
E02000576,36220,3104,29684,44,785,352,1385,866
E02000577,4541,899,2577,27,239,193,474,132
E02000578,2861,451,1803,15,107,130,270,85
E02000579,2989,473,1472,29,153,324,438,100
E02000580,3923,601,2009,59,201,342,550,161
E02000581,3743,478,2614,13,73,152,286,127
E02000582,4174,737,2215,39,188,329,450,216
E02000583,3033,468,1479,45,176,308,419,138
E02000584,8092,1096,5487,59,236,338,552,324
E02000585,3180,397,1819,30,107,327,390,110
E02000586,9960,1070,7357,55,207,318,581,372
E02000587,4510,717,2731,51,176,240,376,219
E02000588,18774,2512,13400,98,456,456,742,1110
E02000589,4504,647,2776,42,164,276,398,201
E02000590,6259,770,4209,54,232,276,439,279
E02000591,2242,341,1233,30,82,171,285,100
E02000592,8075,1202,5540,51,194,305,391,392
E02000593,2212,350,1052,29,97,227,361,96
E02000594,5499,851,3377,43,183,292,411,342
E02000595,8384,1084,5949,53,167,300,482,349
E02000596,6363,928,4360,35,151,271,424,194
E02000597,3228,438,1868,31,192,210,358,131
E02000598,1690,357,677,24,66,225,284,57
E02000599,2830,608,1517,26,77,199,235,168
E02000600,4799,1151,2813,24,81,218,312,200
E02000601,3158,605,1548,23,108,293,406,175
E02000602,5281,1040,3122,42,113,214,347,403
E02000603,1696,293,795,29,61,167,230,121
E02000604,5250,1047,3093,38,129,234,408,301
E02000605,2152,450,957,35,98,218,311,83
E02000606,18275,3879,10962,53,265,325,569,2222
E02000607,1376,172,668,12,50,135,238,101
E02000608,3460,674,1720,33,151,170,369,343
E02000609,1431,317,556,19,78,152,264,45
E02000610,2775,659,1445,26,83,206,286,70
E02000611,1231,251,418,12,57,195,265,33
E02000612,1612,364,632,23,66,181,295,51
E02000613,1844,408,795,15,80,176,310,60
E02000614,5378,958,3438,26,159,183,386,228
E02000615,2563,549,1330,24,71,128,340,121
E02000616,1814,213,1142,11,53,105,255,35
E02000617,3835,579,2245,20,82,144,328,437
E02000619,3029,420,1883,23,115,163,326,99
E02000620,8479,1057,6118,28,166,286,535,289
E02000621,7785,976,5570,40,163,271,503,262
E02000622,3329,455,2095,18,110,185,341,125
