GeographyCode,WP210EW0001,WP210EW0002,WP210EW0003,WP210EW0004,WP210EW0005,WP210EW0006,WP210EW0007,WP210EW0008,WP210EW0009,WP210EW0010
E02000112,5163,2273,64,1026,71,570,87,70,657,345
E02000113,3579,1722,50,728,28,380,37,44,373,217
E02000114,2261,1088,32,195,48,310,18,24,374,172
E02000115,1414,558,25,60,111,138,6,8,352,156
E02000116,3123,1714,36,288,31,358,17,25,426,228
E02000117,2801,1508,33,259,25,336,23,26,396,195
E02000118,3321,1358,34,955,38,296,82,55,290,213
E02000119,11908,5798,153,2077,89,1038,235,78,1762,678
E02000120,2756,1145,50,139,71,361,20,32,704,234
E02000121,5186,1962,77,1533,23,569,106,92,556,268
E02000122,1987,885,16,125,65,194,5,26,484,187
E02000123,4155,2255,41,302,29,571,28,47,605,277
E02000124,4590,1986,55,186,123,429,24,34,1331,422
E02000125,1928,918,19,101,30,181,3,15,492,169
E02000126,1669,836,14,49,30,325,3,14,265,133
E02000127,1415,846,11,33,3,41,3,6,367,105
E02000128,1913,1123,7,36,7,58,5,12,531,134
E02000130,3516,1921,16,68,8,191,10,14,1012,276
E02000131,2056,1057,10,56,6,84,5,12,644,182
E02000132,4125,2411,32,74,21,133,13,18,1093,330
E02000133,2512,1527,12,36,15,59,7,14,651,191
E02000134,6331,3653,38,114,26,201,30,22,1788,459
E02000135,2342,1331,14,86,4,156,10,15,544,182
E02000136,1795,1086,6,39,5,49,5,8,448,149
E02000137,1372,808,11,22,10,30,6,8,373,104
E02000138,2203,1277,15,39,11,49,3,10,623,176
E02000139,1983,1120,14,47,6,63,7,7,554,165
E02000140,3070,1765,18,24,5,63,14,15,953,213
E02000141,1472,809,10,46,4,57,5,14,407,120
E02000142,4012,2273,22,93,14,111,20,14,1141,324
E02000144,14700,8444,83,309,46,409,79,58,4193,1079
E02000145,3359,1982,18,57,4,68,29,15,936,250
E02000146,3044,1744,34,71,1,92,9,14,821,258
E02000147,1250,761,8,20,2,32,5,5,318,99
E02000148,2010,1206,12,34,10,72,11,10,515,140
E02000149,3243,1846,9,36,11,47,28,12,1004,250
E02000150,3044,1822,18,71,11,109,4,14,759,236
E02000151,1177,739,6,15,3,15,2,5,300,92
E02000152,1831,1116,12,18,3,33,4,19,488,138
E02000153,1181,742,5,17,1,13,1,4,307,91
E02000154,5507,3232,43,108,15,136,32,19,1484,438
E02000155,1112,662,7,23,1,16,3,6,311,83
E02000156,3703,2224,16,89,6,124,13,20,959,252
E02000157,1459,906,2,32,6,26,8,7,359,113
E02000158,1093,646,2,16,2,17,1,3,324,82
E02000159,3078,1894,16,69,2,74,15,8,784,216
E02000160,2798,1673,9,51,10,83,2,15,737,218
E02000161,1477,942,9,20,3,17,6,8,365,107
E02000162,4595,2959,33,98,13,144,19,20,1032,277
E02000163,2866,1716,20,35,8,68,12,10,782,215
E02000165,1541,903,8,19,2,7,15,9,474,104
E02000166,3101,1308,48,74,133,155,14,27,952,390
E02000167,3845,1504,53,129,368,161,10,39,1001,580
E02000168,5494,2298,48,105,202,290,18,36,1885,612
E02000169,2121,870,24,68,215,80,2,22,500,340
E02000170,2264,925,23,67,157,168,10,19,548,347
E02000171,2314,863,32,59,80,165,9,11,792,303
E02000172,4975,2240,57,103,109,450,18,34,1351,613
E02000173,10765,5130,159,547,479,642,69,82,2449,1208
E02000174,3056,1091,40,116,102,181,14,32,1050,430
E02000175,3949,1568,59,178,230,413,22,34,951,494
E02000176,2045,713,33,64,160,94,5,17,607,352
E02000177,2355,922,23,43,99,192,8,23,733,312
E02000178,2190,858,21,85,88,272,11,27,516,312
E02000179,1483,540,28,54,104,115,8,13,407,214
E02000180,2218,793,39,51,37,191,12,19,736,340
E02000181,1281,516,20,39,110,59,5,7,333,192
E02000182,3585,1549,51,192,184,292,35,25,861,396
E02000183,7108,2751,118,149,281,279,21,58,2598,853
E02000184,9940,4448,92,324,248,628,67,72,2993,1068
E02000185,2541,1104,31,126,121,357,16,20,452,314
E02000186,24140,10955,255,937,505,1516,196,177,7381,2218
E02000187,7794,3674,113,244,76,702,43,50,2136,756
E02000188,7915,3762,89,296,108,715,63,53,2154,675
E02000189,5189,2263,59,150,108,433,32,28,1582,534
E02000190,10143,4535,105,305,168,675,91,70,3263,931
E02000191,40890,17872,400,1387,761,1932,277,238,14210,3813
E02000192,30890,14209,226,974,943,1329,228,184,10047,2750
E02000193,68776,31256,675,1881,1395,2849,509,423,23425,6363
E02000194,2849,1512,28,94,11,136,10,24,816,218
E02000195,1668,991,7,84,3,127,8,13,295,140
E02000196,1815,934,9,117,2,248,29,13,337,126
E02000197,1821,993,14,129,8,222,13,30,295,117
E02000198,1685,1006,20,82,2,165,12,13,263,122
E02000199,1228,738,5,37,4,107,11,3,213,110
E02000200,2227,1326,16,88,7,108,10,17,490,165
E02000201,1952,1164,11,55,11,109,6,15,440,141
E02000202,1368,755,7,149,3,166,15,21,153,99
E02000203,2770,1487,19,207,10,269,11,32,520,215
E02000204,1843,885,18,257,1,250,21,33,270,108
E02000206,3798,2205,28,160,8,175,12,23,905,282
E02000207,1915,1133,14,78,6,108,2,16,410,148
E02000208,4799,2822,47,439,9,361,20,32,755,314
E02000209,2203,1067,16,302,1,197,10,26,438,146
E02000210,1366,802,8,40,5,59,4,3,349,96
E02000211,1348,822,2,63,5,34,5,3,333,81
E02000212,3705,1899,32,447,6,347,22,40,693,219
E02000213,7010,3769,51,444,19,627,47,42,1485,526
E02000214,1451,864,9,59,1,63,5,10,343,97
E02000215,3623,1845,26,231,11,234,15,24,955,282
E02000216,1241,638,12,141,7,73,3,10,252,105
E02000217,7813,4344,55,406,18,525,45,58,1807,555
E02000218,1025,608,5,44,3,64,4,5,224,68
E02000219,2001,1197,20,88,9,90,3,15,431,148
E02000220,16751,9167,156,824,47,777,86,112,4383,1199
E02000221,5359,3155,57,207,11,193,19,28,1343,346
E02000222,2780,1565,12,119,3,122,19,14,716,210
E02000223,756,429,4,11,2,29,2,2,226,51
E02000224,2862,1601,15,119,5,119,16,18,758,211
E02000225,1529,888,10,19,2,23,1,9,482,95
E02000226,2126,1330,14,89,2,56,5,15,452,163
E02000227,2109,1252,4,50,7,53,3,6,592,142
E02000228,1584,973,11,66,7,48,14,6,332,127
E02000229,1626,888,7,33,3,67,5,9,496,118
E02000230,4058,2364,34,202,12,230,16,16,921,263
E02000231,2065,1211,25,131,2,91,18,11,428,148
E02000232,1325,791,11,49,10,44,1,5,304,110
E02000233,1455,833,17,39,2,57,7,5,376,119
E02000234,3422,1962,29,127,8,113,11,15,912,245
E02000235,1688,958,6,51,3,41,10,5,495,119
E02000236,1554,932,10,40,4,24,1,8,420,115
E02000237,1712,1068,6,35,2,43,1,11,415,131
E02000238,3474,1862,43,500,18,230,110,19,472,220
E02000239,1738,978,20,226,7,168,42,9,189,99
E02000240,1669,957,18,107,3,147,34,4,275,124
E02000241,2092,1068,18,250,12,166,102,10,318,148
E02000242,2830,1417,34,550,7,212,95,20,329,166
E02000243,6078,3081,63,830,27,453,309,46,906,363
E02000244,4066,1976,30,584,27,382,141,50,610,266
E02000245,1215,648,5,106,6,143,42,7,171,87
E02000246,1180,633,12,88,4,124,51,6,170,92
E02000247,1933,1029,22,196,5,215,119,8,236,103
E02000248,6059,2764,59,808,77,600,164,41,1159,387
E02000249,3086,1554,37,347,6,374,245,24,318,181
E02000250,1306,717,27,60,14,79,23,8,269,109
E02000251,1130,512,7,162,1,125,178,6,79,60
E02000252,17880,8473,203,2166,125,1625,397,160,3565,1166
E02000253,1465,897,10,65,11,103,36,10,234,99
E02000254,1281,361,6,251,3,162,359,15,81,43
E02000255,1954,1097,20,67,17,165,38,9,392,149
E02000256,6327,3199,63,411,33,447,297,43,1365,469
E02000257,7657,3703,143,655,53,669,348,44,1530,512
E02000258,1106,591,22,44,5,102,23,7,250,62
E02000259,1584,943,10,75,7,100,30,8,312,99
E02000260,3412,772,25,622,6,525,994,35,268,165
E02000261,2402,1185,25,101,14,307,32,12,540,186
E02000262,3686,1829,46,233,21,400,100,23,772,262
E02000263,2398,570,13,396,5,478,616,17,177,126
E02000264,2527,1311,74,124,18,199,51,12,560,178
E02000265,3733,1733,42,310,21,438,180,34,722,253
E02000266,9321,3733,94,1503,33,1041,1463,86,882,486
E02000267,2928,1685,24,126,4,192,99,31,595,172
E02000268,3347,1686,37,160,26,186,103,14,871,264
E02000269,3471,1692,41,189,23,195,115,26,937,253
E02000270,4009,2167,26,192,12,388,75,23,841,285
E02000271,3414,1530,41,169,33,278,102,20,970,271
E02000272,2075,1085,19,85,10,112,80,17,495,172
E02000274,3798,932,30,546,6,589,1183,27,296,189
E02000275,1715,471,10,234,2,196,562,20,108,112
E02000276,1696,903,26,75,12,118,37,16,392,117
E02000277,1148,681,3,25,8,109,1,3,230,88
E02000278,1305,694,9,51,6,227,1,5,208,104
E02000279,3655,2088,17,83,17,411,16,29,739,255
E02000280,3308,1996,11,42,31,110,20,17,869,212
E02000281,2220,1347,11,68,22,145,5,10,440,172
E02000282,1841,1036,21,60,7,246,3,8,332,128
E02000283,1627,988,8,55,5,156,5,6,295,109
E02000284,3451,2083,21,98,49,201,9,22,682,286
E02000285,3617,2165,23,87,37,159,19,13,816,298
E02000286,6148,3591,54,301,151,366,23,38,1203,421
E02000287,3046,1596,18,121,201,200,11,31,608,260
E02000288,6738,3849,37,222,54,726,27,36,1340,447
E02000289,1156,664,9,34,56,98,5,7,200,83
E02000290,6847,3984,26,166,54,505,48,22,1540,502
E02000291,4711,2740,26,159,54,440,8,28,901,355
E02000292,3546,1997,32,121,28,360,19,21,706,262
E02000293,1121,661,6,35,38,64,4,5,220,88
E02000294,1671,942,10,51,12,251,1,3,297,104
E02000295,1857,988,17,83,117,133,5,15,334,165
E02000296,6305,3377,82,318,153,529,42,68,1232,504
E02000297,2047,1199,18,82,27,179,6,19,374,143
E02000298,2148,1252,21,59,39,164,10,13,426,164
E02000299,1970,1121,13,93,14,326,11,8,275,109
E02000300,1341,755,12,56,8,181,4,8,209,108
E02000301,2111,1188,11,67,8,278,8,5,396,150
E02000302,1751,1029,11,81,15,189,9,13,276,128
E02000303,2026,1085,19,86,12,323,9,15,335,142
E02000304,1528,822,12,77,67,95,5,22,301,127
E02000305,2843,1478,35,125,47,362,16,36,524,220
E02000306,5044,2666,27,189,28,764,25,35,969,341
E02000307,1471,839,9,61,11,212,3,12,210,114
E02000308,2581,1367,19,138,49,222,18,34,534,200
E02000309,3933,1867,30,244,30,829,28,23,599,283
E02000311,2216,1241,16,104,18,281,15,19,354,168
E02000312,2795,1436,29,147,37,326,14,46,535,225
E02000313,784,537,11,4,2,46,1,3,131,49
E02000314,6011,3571,68,133,11,270,69,23,1470,396
E02000315,1545,924,16,45,0,90,38,5,307,120
E02000316,11386,6238,135,381,42,564,227,59,2943,797
E02000317,1386,786,15,26,2,119,13,3,320,102
E02000318,2703,1245,81,322,2,243,135,13,493,169
E02000319,2717,1436,62,178,2,206,68,11,571,183
E02000320,1208,739,12,46,2,52,28,10,224,95
E02000321,1476,797,25,51,1,82,37,10,373,100
E02000323,2744,1437,36,157,7,253,105,4,564,181
E02000324,1735,944,24,56,5,97,21,6,452,130
E02000326,1158,569,21,35,0,69,15,9,339,101
E02000327,6047,3678,68,188,11,258,59,35,1316,434
E02000328,1303,647,13,26,4,32,16,11,450,104
E02000329,1012,580,13,30,4,39,33,6,241,66
E02000331,1334,716,19,66,2,64,21,6,347,93
E02000332,1814,983,20,32,8,74,30,14,516,137
E02000333,1990,1051,16,48,11,55,10,12,619,168
E02000334,1095,600,12,30,1,47,16,7,292,90
E02000335,939,511,11,17,2,30,3,2,271,92
E02000337,1277,773,9,28,3,29,3,9,324,99
E02000339,2678,1495,18,86,5,159,22,11,692,190
E02000340,3539,2017,24,73,4,125,25,16,1020,235
E02000341,1389,784,9,21,3,36,14,3,405,114
E02000342,1733,918,10,48,5,63,21,11,534,123
E02000343,1075,636,8,37,2,40,5,7,273,67
E02000344,2049,1161,9,69,10,99,15,11,529,146
E02000345,3248,1044,17,44,1159,307,26,11,311,329
E02000346,1297,583,9,21,119,164,12,13,269,107
E02000347,1908,599,10,18,630,109,9,6,309,218
E02000348,1414,507,8,17,346,182,18,9,199,128
E02000350,2157,575,19,18,379,270,17,15,615,249
E02000351,1494,578,15,22,30,159,6,10,547,127
E02000352,1349,480,19,15,111,81,2,11,520,110
E02000353,2699,850,39,59,72,394,29,25,992,239
E02000354,2187,940,32,48,21,268,19,21,615,223
E02000355,1974,758,21,41,21,228,32,16,688,169
E02000356,1792,621,20,19,25,165,12,18,741,171
E02000357,937,509,4,11,8,115,11,3,197,79
E02000358,3313,1234,22,46,56,487,22,24,1134,288
E02000359,1205,468,12,27,8,134,1,8,430,117
E02000360,2156,887,29,20,40,250,12,19,677,222
E02000361,6239,2973,98,157,66,788,64,50,1519,524
E02000362,2618,1390,31,57,16,211,19,12,693,189
E02000363,4856,2633,77,180,46,523,30,16,1021,330
E02000364,2882,1182,24,53,28,330,30,15,966,254
E02000365,4999,1905,72,93,72,638,55,36,1684,444
E02000366,1529,621,15,34,11,143,5,7,565,128
E02000367,4723,1847,99,71,58,468,26,42,1684,428
E02000368,1522,603,23,22,20,152,4,13,540,145
E02000369,4167,1779,55,94,42,373,23,38,1395,368
E02000370,3999,1647,33,88,73,226,21,12,1509,390
E02000371,34404,14734,346,962,510,1755,297,204,12574,3022
E02000372,17198,8335,179,676,172,1042,165,93,5129,1407
E02000373,1201,672,14,23,4,141,12,5,222,108
E02000374,931,478,10,27,3,91,7,9,235,71
E02000375,14464,6639,160,479,164,1148,198,77,4432,1167
E02000376,3354,1412,56,176,23,456,139,27,787,278
E02000377,1967,946,18,66,12,164,26,19,554,162
E02000378,3130,1316,53,105,46,252,36,30,1025,267
E02000379,1512,743,21,55,6,105,4,7,424,147
E02000380,1974,1020,25,38,24,89,17,23,575,163
E02000381,4431,2270,35,138,36,240,26,31,1331,324
E02000382,3876,1991,74,117,47,207,39,18,1070,313
E02000383,7398,3436,107,224,83,457,76,46,2354,615
E02000384,20591,10272,225,854,201,1402,296,115,5676,1550
E02000385,1705,825,40,63,11,97,20,10,502,137
E02000386,4440,2474,31,138,34,314,53,32,990,374
E02000387,5081,2925,58,193,47,313,51,35,1102,357
E02000388,3616,1947,55,123,21,253,12,21,916,268
E02000389,3756,1710,37,162,43,140,37,23,1288,316
E02000390,1986,1049,16,36,16,129,21,9,539,171
E02000391,4522,2513,40,98,51,287,25,21,1129,358
E02000392,4578,2442,83,155,35,268,26,33,1203,333
E02000393,1185,617,12,31,10,46,3,8,326,132
E02000394,4654,2534,67,123,33,243,17,23,1232,382
E02000395,3945,2239,26,100,34,201,14,23,1025,283
E02000396,3035,1697,26,62,28,138,19,24,789,252
E02000397,1757,938,22,79,14,190,9,21,363,121
E02000398,3079,1598,19,85,47,502,19,17,552,240
E02000400,2331,1167,31,88,37,209,9,13,596,181
E02000401,1083,563,18,30,2,189,1,6,181,93
E02000402,1099,583,11,59,4,170,12,5,167,88
E02000403,5783,3270,46,214,47,610,30,39,1112,415
E02000404,1552,844,21,48,17,220,5,12,264,121
E02000405,1654,697,18,44,66,93,6,17,576,137
E02000406,1048,560,18,35,5,129,4,11,220,66
E02000407,2071,1114,26,72,16,315,10,11,333,174
E02000408,2148,1235,26,77,12,239,9,12,377,161
E02000409,1602,868,11,50,5,210,9,7,304,138
E02000410,2023,826,27,45,101,114,7,13,699,191
E02000411,3606,1965,36,99,78,443,14,18,691,262
E02000412,5848,2712,72,334,68,948,40,55,1166,453
E02000413,1664,714,21,42,96,73,6,20,543,149
E02000414,1309,717,19,26,5,190,7,5,243,97
E02000415,1782,857,32,59,14,229,10,17,403,161
E02000416,2018,984,21,55,34,137,6,17,572,192
E02000417,2756,1154,22,78,105,148,16,37,943,253
E02000418,1474,663,16,25,53,51,8,15,523,120
E02000419,2445,1006,33,96,19,506,7,16,555,207
E02000420,1684,861,23,52,25,237,5,8,321,152
E02000421,3822,2038,37,125,70,462,30,26,739,295
E02000422,1658,918,25,45,16,225,2,10,284,133
E02000423,2812,1462,29,116,44,302,10,15,603,231
E02000424,1890,778,23,46,44,175,12,18,616,178
E02000425,1455,717,6,28,216,108,19,10,250,101
E02000426,2700,1298,25,57,164,150,8,15,715,268
E02000427,1624,676,30,28,21,245,2,14,470,138
E02000428,2211,1106,35,56,104,308,5,9,408,180
E02000429,1686,658,23,17,67,58,5,14,661,183
E02000430,3167,1300,39,102,76,241,6,30,1095,278
E02000431,1802,717,27,35,88,73,2,17,619,224
E02000432,1235,459,21,20,21,94,4,12,497,107
E02000433,4418,1903,29,531,712,256,43,76,552,316
E02000434,2824,1103,29,438,373,261,18,81,362,159
E02000435,1481,624,11,198,198,102,8,40,199,101
E02000436,1327,573,20,217,119,65,17,41,184,91
E02000437,1970,934,32,296,72,192,24,48,244,128
E02000438,2501,1222,28,367,127,177,19,35,362,164
E02000439,2597,1206,26,423,166,243,24,50,312,147
E02000440,1745,751,15,394,163,116,10,44,131,121
E02000441,1260,559,7,209,73,90,15,28,179,100
E02000442,1930,721,19,706,39,180,9,36,146,74
E02000443,2630,1225,41,488,60,264,47,34,300,171
E02000444,1479,564,5,459,42,120,8,57,123,101
E02000445,3456,1648,34,675,56,317,43,59,444,180
E02000447,1261,599,11,213,21,73,13,30,212,89
E02000448,2970,1336,23,433,236,177,39,35,460,231
E02000449,1440,563,8,602,12,72,17,30,67,69
E02000451,1313,583,18,290,30,107,27,34,158,66
E02000452,6005,2683,74,1148,86,471,76,110,952,405
E02000453,1963,872,22,435,31,164,28,33,272,106
E02000454,1197,557,6,217,84,51,13,9,187,73
E02000455,8448,3628,80,1674,185,715,180,143,1298,545
E02000456,1074,514,16,177,8,90,12,21,162,74
E02000457,2963,1266,43,525,50,248,59,30,548,194
E02000459,3114,1510,39,488,35,255,35,41,513,198
E02000460,1037,464,5,214,13,103,22,10,135,71
E02000461,3339,1856,52,418,75,159,52,39,494,194
E02000462,1418,589,27,345,15,173,37,16,136,80
E02000463,1122,536,15,216,10,104,15,7,151,68
E02000464,1073,683,2,8,5,25,10,3,261,76
E02000465,1433,867,7,27,6,33,8,2,375,108
E02000466,1730,1083,12,27,11,41,9,4,432,111
E02000467,2377,1373,9,51,14,83,16,12,652,167
E02000468,1691,1033,8,26,19,73,18,4,418,92
E02000469,1407,895,6,23,8,39,12,5,330,89
E02000470,6153,3716,12,97,29,144,40,15,1686,414
E02000471,1253,824,3,14,18,18,7,2,281,86
E02000472,1921,1174,9,31,29,45,25,7,471,130
E02000473,2634,1662,12,44,16,76,21,6,613,184
E02000474,1890,1158,10,38,12,41,23,8,501,99
E02000475,2240,1414,12,39,16,46,25,10,526,152
E02000476,14394,8369,72,321,133,650,206,61,3677,905
E02000477,1557,996,4,17,5,28,15,4,386,102
E02000478,1099,704,5,41,14,36,41,2,198,58
E02000479,4844,2892,20,87,40,170,57,20,1242,316
E02000480,8683,5358,87,371,51,497,158,44,1601,516
E02000481,1538,1013,4,12,6,30,3,1,381,88
E02000482,1637,1039,7,21,5,29,8,13,395,120
E02000483,3976,2459,28,71,27,102,29,14,982,264
E02000484,1693,1065,2,22,10,42,19,5,410,118
E02000485,3142,1971,13,41,15,133,15,17,726,211
E02000486,1668,1043,5,38,14,67,14,6,383,98
E02000487,1744,1185,5,21,6,18,5,5,391,108
E02000488,1906,1270,12,40,2,21,10,5,412,134
E02000489,1256,774,9,26,6,41,13,2,296,89
E02000490,1296,841,3,20,1,39,8,5,309,70
E02000491,3583,2113,17,50,10,126,35,17,1002,213
E02000492,3410,2071,6,60,6,102,35,7,879,244
E02000493,1498,933,3,29,4,74,30,7,333,85
E02000494,2919,1544,30,290,147,141,34,36,485,212
E02000495,5144,2665,53,380,113,260,93,53,1228,299
E02000496,4326,2577,30,190,43,170,69,24,938,285
E02000497,1962,1072,21,156,31,68,16,16,455,127
E02000498,1562,970,4,76,12,46,19,4,323,108
E02000499,2003,1088,16,217,35,91,53,23,351,129
E02000500,3543,2032,48,251,53,199,53,12,689,206
E02000501,1827,1062,20,124,16,75,30,14,370,116
E02000502,1896,1120,12,104,12,60,29,11,415,133
E02000503,1402,850,9,102,8,31,12,17,294,79
E02000504,1794,1052,10,89,10,62,43,15,371,142
E02000506,2407,1321,12,146,13,115,141,14,489,156
E02000507,2232,1254,12,114,4,227,81,13,392,135
E02000508,13602,6990,108,876,86,854,574,84,3121,909
E02000509,13056,6938,85,785,73,651,523,104,3072,825
E02000510,5219,2974,63,384,18,306,243,34,888,309
E02000511,2927,1604,19,166,8,158,189,15,628,140
E02000512,1264,611,14,100,0,133,62,6,255,83
E02000513,1659,758,24,166,3,174,154,10,274,96
E02000514,1661,539,17,284,2,208,346,14,171,80
E02000515,3974,2134,18,197,21,207,152,31,969,245
E02000516,1046,412,7,148,0,117,179,6,117,60
E02000517,1492,764,20,119,2,156,120,9,241,61
E02000518,5562,2942,40,318,34,273,322,36,1263,334
E02000519,3368,1433,26,393,3,393,451,20,448,201
E02000520,12505,5791,118,1160,61,935,1011,66,2619,744
E02000521,2019,934,18,142,3,184,198,13,388,139
E02000522,1853,973,26,112,7,150,87,8,374,116
E02000523,3759,1588,48,336,12,382,454,22,710,207
E02000524,46243,23177,520,3702,140,3379,4122,303,8172,2728
