GeographyCode,WP207WA0001,WP207WA0002,WP207WA0003,WP207WA0004,WP207WA0005,WP207WA0006,WP207WA0007,WP207WA0008,WP207WA0009,WP207WA0010,WP207WA0011,WP207WA0012
W35001439,486,183,61,229,16,20,191,2,7,0,3,3
W35001440,488,137,34,308,14,12,280,2,7,0,2,0
W35001441,270,70,33,165,18,9,138,0,0,1,1,0
W35001442,237,79,23,130,5,16,108,1,3,0,0,2
W35001443,310,105,23,175,13,6,156,0,1,2,1,3
W35001444,228,80,18,129,7,11,111,0,1,0,0,0
W35001445,505,88,40,367,30,27,307,3,5,3,0,2
W35001446,458,167,26,254,26,23,204,1,6,1,3,1
W35001447,431,133,37,254,22,21,210,1,4,2,1,0
W35001448,336,115,40,174,15,16,142,1,3,2,0,2
W35001449,350,145,36,141,15,12,113,1,10,3,0,15
W35001450,383,126,30,218,27,13,176,2,8,0,0,1
W35001451,508,203,52,238,25,28,184,1,11,3,0,1
W35001452,281,124,26,125,23,9,92,1,2,1,1,2
W35001453,336,138,28,162,20,18,124,0,6,0,1,1
W35001454,482,246,50,166,35,14,117,0,9,3,1,7
W35001455,577,272,86,193,36,20,136,1,17,6,1,2
W35001456,398,213,51,119,21,21,76,1,6,0,0,9
W35001457,371,185,53,106,21,12,73,0,16,4,1,6
W35001458,478,249,74,134,14,13,107,0,15,4,1,1
W35001459,482,225,75,160,17,17,126,0,16,3,2,1
W35001460,235,143,44,43,8,2,32,1,4,1,0,0
W35001461,484,259,58,149,26,19,104,0,8,1,1,8
W35001462,325,165,49,102,18,12,72,0,6,2,0,1
W35001463,321,152,31,127,26,18,83,0,6,3,0,2
W35001464,263,145,28,75,14,12,49,0,7,2,0,6
W35001465,1042,673,65,117,19,18,79,1,15,2,1,169
W35001466,269,139,45,72,15,8,49,0,10,2,0,1
W35001467,384,154,41,184,20,21,142,1,1,4,0,0
W35001468,362,268,32,54,8,8,38,0,6,2,0,0
W35001469,275,191,31,48,9,4,34,1,4,0,0,1
W35001470,349,196,48,97,12,12,73,0,5,1,1,1
W35001471,333,158,30,140,21,8,110,1,4,0,0,1
W35001472,316,226,19,62,10,4,48,0,4,3,0,2
W35001473,209,162,9,33,7,4,22,0,3,1,0,1
W35001474,497,368,29,89,22,8,58,1,10,0,1,0
W35001475,325,276,13,27,5,2,19,1,7,1,1,0
W35001476,305,248,24,29,6,4,19,0,1,2,0,1
W35001477,327,269,20,31,5,6,19,1,4,1,1,1
W35001478,295,245,15,30,6,6,18,0,5,0,0,0
W35001479,491,374,38,69,12,10,47,0,7,0,0,3
W35001480,527,433,28,57,13,6,37,1,4,2,1,2
W35001481,648,468,32,130,21,15,90,4,12,5,0,1
W35001482,283,193,33,48,11,6,31,0,6,2,0,1
W35001483,588,387,35,135,10,20,105,0,12,4,2,13
W35001484,446,319,28,86,12,10,63,1,8,1,1,3
W35001485,388,305,28,48,5,6,36,1,5,0,0,2
W35001486,724,546,46,113,16,12,84,1,8,3,0,8
W35001487,384,261,37,81,12,14,55,0,3,0,1,1
W35001488,467,324,41,88,17,16,54,1,12,1,1,0
W35001489,478,395,27,46,13,9,24,0,8,2,0,0
W35001490,290,249,17,18,2,4,12,0,1,2,0,3
W35001491,276,216,15,36,7,4,25,0,4,0,1,4
W35001492,469,362,31,61,6,6,48,1,9,3,0,3
W35001493,379,310,30,29,6,1,22,0,3,1,0,6
W35001494,280,217,17,41,5,5,31,0,4,1,0,0
W35001495,262,217,13,28,9,1,18,0,3,1,0,0
W35001496,365,307,18,34,5,5,24,0,3,0,1,2
W35001497,332,281,16,22,5,5,11,1,7,2,0,4
W35001498,425,362,17,24,7,1,15,1,3,6,0,13
W35001499,309,249,28,20,4,1,15,0,5,3,1,3
W35001500,318,261,21,33,8,3,22,0,1,0,1,1
W35001501,309,262,13,28,3,3,22,0,3,0,0,3
W35001502,439,369,26,37,2,5,30,0,5,1,0,1
W35001503,616,544,24,41,10,6,25,0,5,0,0,2
W35001504,562,486,21,49,9,5,35,0,4,0,1,1
W35001505,260,212,21,23,6,2,15,0,3,1,0,0
W35001506,463,379,26,48,8,7,33,0,4,2,1,3
W35001507,349,302,12,26,5,3,18,0,4,1,0,4
W35001508,313,271,13,23,6,2,15,0,3,0,0,3
W35001509,326,248,35,38,5,4,29,0,3,1,0,1
W35001510,260,205,16,33,6,1,26,0,6,0,0,0
W35001511,320,247,11,29,5,4,20,0,2,2,0,29
W35001512,313,243,14,43,6,4,33,0,6,4,2,1
W35001513,348,310,14,17,5,4,8,0,3,0,0,4
W35001514,365,302,16,38,5,4,28,1,3,2,0,4
W35001515,239,214,8,16,3,2,11,0,0,0,0,1
W35001516,341,304,12,22,9,2,11,0,3,0,0,0
W35001517,362,301,10,30,5,1,24,0,3,4,0,14
W35001518,291,245,14,26,7,3,16,0,3,1,0,2
W35001519,245,206,14,16,5,1,10,0,1,2,0,6
W35001520,465,399,21,36,7,4,25,0,6,1,0,2
W35001521,618,525,25,54,15,7,32,0,8,3,0,3
W35001522,337,285,21,25,1,4,20,0,6,0,0,0
W35001523,254,200,17,28,5,3,20,0,6,3,0,0
W35001524,397,333,15,40,10,3,26,1,3,0,0,6
W35001525,315,265,12,27,5,2,18,2,6,0,1,4
W35001526,482,401,23,44,6,9,27,2,5,2,1,6
W35001527,242,204,9,22,3,3,16,0,5,0,0,2
W35001528,403,346,18,35,1,3,29,2,1,1,0,2
W35001529,341,296,25,8,0,3,5,0,6,0,0,6
W35001530,430,384,11,21,2,3,16,0,6,2,0,6
W35001531,343,269,18,30,3,3,24,0,3,1,1,21
W35001532,493,421,18,42,3,10,29,0,9,1,0,2
W35001533,410,350,24,32,8,0,24,0,3,0,0,1
W35001534,360,304,13,39,7,4,28,0,2,0,0,2
W35001535,289,248,11,22,3,5,14,0,3,0,0,5
W35001536,313,254,23,33,6,5,22,0,2,1,0,0
W35001537,315,259,19,28,8,1,19,0,8,1,0,0
W35001538,370,299,19,45,8,3,34,0,3,0,0,4
W35001539,570,481,29,47,7,3,37,0,6,1,2,4
W35001540,788,422,52,311,39,26,246,0,3,0,0,0
W35001541,268,72,34,156,10,12,133,1,4,2,0,0
W35001542,526,163,55,300,38,18,244,0,4,2,0,2
W35001543,534,154,35,333,21,21,290,1,4,4,0,4
W35001544,362,143,22,188,7,9,172,0,4,1,1,3
W35001545,269,107,24,134,7,10,117,0,4,0,0,0
W35001546,349,143,54,131,19,10,102,0,11,4,1,5
W35001547,249,98,33,95,12,10,73,0,7,1,1,14
W35001548,285,130,26,121,6,14,101,0,7,0,0,1
W35001549,318,146,32,129,21,13,95,0,7,1,1,2
W35001550,452,160,40,247,22,15,210,0,4,1,0,0
W35001551,291,109,32,144,13,13,117,1,4,2,0,0
W35001552,379,140,37,198,22,8,167,1,2,1,1,0
W35001553,308,81,24,201,20,12,169,0,0,2,0,0
W35001554,323,136,35,150,18,12,119,1,2,0,0,0
W35001555,478,153,49,259,30,19,209,1,4,5,3,5
W35001556,348,156,37,153,23,21,108,1,2,0,0,0
W35001557,661,198,94,345,38,40,265,2,13,4,3,4
W35001558,478,173,52,241,31,30,180,0,7,1,0,4
W35001559,242,87,17,131,9,10,111,1,0,1,0,6
W35001560,383,139,58,175,21,26,127,1,9,2,0,0
W35001561,295,108,26,154,17,10,126,1,3,3,1,0
W35001562,265,87,21,152,17,17,118,0,3,0,1,1
W35001563,356,123,25,206,12,16,178,0,2,0,0,0
W35001564,316,117,49,142,13,12,115,2,6,2,0,0
W35001565,307,111,25,167,22,17,128,0,4,0,0,0
W35001566,286,110,26,135,25,12,98,0,9,5,0,1
W35001567,314,125,27,156,15,11,128,2,2,3,1,0
W35001568,438,137,56,240,24,11,204,1,4,1,0,0
W35001569,501,184,64,233,20,21,192,0,11,6,1,2
W35001570,332,143,58,117,22,11,82,2,10,2,2,0
W35001571,303,115,25,158,13,11,133,1,2,0,2,1
W35001572,642,268,87,243,31,27,184,1,14,3,0,27
W35001573,281,100,28,149,14,8,127,0,3,0,0,1
W35001574,390,140,60,179,21,14,143,1,8,2,1,0
W35001575,597,285,78,224,34,16,172,2,8,0,0,2
W35001576,319,112,56,142,19,14,109,0,7,2,0,0
W35001577,272,116,38,109,26,10,72,1,5,2,0,2
W35001578,297,116,39,133,16,13,104,0,8,1,0,0
W35001579,588,248,99,228,38,24,165,1,8,5,0,0
W35001580,321,133,43,135,10,11,113,1,8,2,0,0
W35001581,524,195,73,248,30,32,186,0,7,0,1,0
W35001582,307,118,51,125,21,16,88,0,6,2,0,5
W35001583,386,112,33,231,37,21,173,0,8,1,0,1
W35001584,286,77,31,169,25,17,127,0,7,2,0,0
W35001585,261,76,37,143,18,19,104,2,3,2,0,0
W35001586,374,138,43,186,29,23,134,0,5,2,0,0
W35001587,665,224,97,333,67,29,235,2,8,1,1,1
W35001588,374,126,59,181,30,18,133,0,7,1,0,0
W35001589,380,161,48,158,33,15,110,0,7,1,1,4
W35001590,989,471,126,371,73,49,247,2,17,2,0,2
W35001591,352,88,40,214,40,17,157,0,6,2,0,2
W35001592,303,125,43,120,16,20,83,1,7,3,0,5
W35001593,550,206,61,264,25,22,215,2,8,2,0,9
W35001594,291,105,35,142,23,16,102,1,7,2,0,0
W35001595,279,73,33,168,16,12,140,0,4,1,0,0
W35001596,336,118,50,159,28,23,108,0,5,2,0,2
W35001597,356,132,37,166,26,16,123,1,10,3,1,7
W35001598,352,89,66,184,41,18,122,3,4,6,3,0
W35001599,270,89,44,127,32,16,79,0,7,2,1,0
W35001600,351,128,56,158,17,18,122,1,6,2,0,1
W35001601,355,100,43,196,23,10,163,0,6,8,2,0
W35001602,534,185,51,281,42,28,210,1,8,1,2,6
W35001603,252,75,19,153,28,20,105,0,3,2,0,0
W35001604,821,318,98,363,43,30,289,1,19,3,1,19
W35001605,382,112,37,226,22,21,182,1,5,0,0,2
W35001606,271,71,29,164,13,18,132,1,5,2,0,0
W35001607,1945,1105,196,605,81,55,468,1,19,2,2,16
W35001608,258,69,22,164,16,18,130,0,3,0,0,0
W35001609,535,136,40,353,46,18,288,1,2,1,0,3
W35001610,335,145,27,151,20,14,115,2,5,3,0,4
W35001611,470,187,51,223,26,26,171,0,8,0,0,1
W35001612,259,56,22,174,11,11,150,2,5,1,0,1
W35001613,247,114,34,92,19,9,62,2,5,0,0,2
W35001614,301,97,41,160,28,15,117,0,3,0,0,0
W35001615,483,275,57,131,23,9,98,1,12,3,3,2
W35001616,368,151,60,145,23,7,115,0,9,1,1,1
W35001617,276,110,38,123,17,14,91,1,3,1,0,1
W35001618,243,103,34,99,17,12,70,0,4,1,0,2
W35001619,309,124,48,126,20,16,89,1,8,2,1,0
W35001620,332,170,49,103,9,8,86,0,10,0,0,0
W35001621,286,143,47,90,15,6,69,0,3,2,1,0
W35001622,276,136,35,97,14,8,75,0,6,0,0,2
W35001623,265,154,30,70,9,7,52,2,6,4,0,1
W35001624,266,144,42,70,7,9,54,0,6,1,0,3
W35001625,325,182,66,65,14,5,46,0,8,4,0,0
W35001626,1860,1030,267,488,85,53,346,4,37,14,1,23
W35001627,272,151,42,63,15,9,39,0,4,3,0,9
W35001628,296,128,57,107,13,9,83,2,3,1,0,0
W35001629,299,168,35,83,13,10,60,0,7,2,0,4
W35001630,246,125,41,65,13,4,48,0,10,2,1,2
W35001631,452,232,76,122,20,9,93,0,14,5,1,2
W35001632,604,319,55,216,13,14,188,1,8,3,2,1
W35001633,324,131,51,133,13,5,114,1,7,1,1,0
W35001634,289,156,46,82,16,4,61,1,4,1,0,0
W35001635,305,185,40,74,17,10,47,0,6,0,0,0
W35001636,945,446,122,347,35,29,283,0,23,4,2,1
W35001637,346,197,48,89,12,9,68,0,7,5,0,0
W35001638,410,218,69,106,16,18,72,0,12,4,1,0
W35001639,295,129,43,110,16,9,84,1,1,4,0,8
W35001640,507,253,81,155,28,17,110,0,15,2,1,0
W35001641,499,301,52,128,20,12,96,0,15,3,0,0
W35001642,625,367,87,162,28,16,118,0,7,1,0,1
W35001643,231,113,38,68,17,11,40,0,9,2,1,0
W35001644,264,129,47,77,15,4,58,0,8,2,1,0
W35001645,334,180,55,87,18,9,60,0,9,2,1,0
W35001646,1168,685,154,301,42,19,238,2,19,5,3,1
W35001647,470,282,68,97,12,14,71,0,12,6,2,3
W35001648,265,152,43,61,11,10,40,0,8,1,0,0
W35001649,299,194,36,52,13,5,34,0,7,1,0,9
W35001650,376,250,51,65,14,12,39,0,4,4,0,2
W35001651,233,152,23,52,11,7,32,2,2,2,1,1
W35001652,649,401,94,137,23,12,102,0,9,4,4,0
W35001653,298,202,36,52,8,6,38,0,4,0,0,4
W35001654,286,154,36,89,10,11,67,1,6,1,0,0
W35001655,361,216,48,84,14,7,63,0,7,2,1,3
W35001656,527,337,67,110,21,7,82,0,7,3,1,2
W35001657,286,177,35,67,8,9,50,0,6,0,1,0
W35001658,659,479,65,95,15,6,72,2,14,4,0,2
W35001659,411,295,38,63,15,4,44,0,9,2,0,4
W35001660,289,141,39,104,13,14,77,0,4,1,0,0
W35001661,707,516,51,121,18,15,88,0,15,3,0,1
W35001662,4454,3348,356,617,88,64,461,4,91,21,2,19
W35001663,334,264,23,35,6,2,27,0,10,1,0,1
W35001664,300,227,24,41,7,2,32,0,6,1,1,0
W35001665,742,576,56,93,15,13,64,1,8,4,0,5
W35001666,347,249,28,59,8,8,43,0,6,4,1,0
W35001667,430,322,42,58,7,2,49,0,7,1,0,0
W35001668,438,348,33,50,10,9,31,0,5,1,0,1
W35001669,265,205,24,26,6,5,15,0,9,1,0,0
W35001670,265,215,18,29,6,5,18,0,1,2,0,0
W35001671,335,256,25,47,2,4,41,0,6,1,0,0
W35001672,294,220,31,35,9,2,24,0,3,3,0,2
W35001673,302,242,25,32,5,5,22,0,3,0,0,0
W35001674,399,310,36,40,11,4,25,0,11,2,0,0
W35001675,704,556,49,76,7,5,64,0,16,4,3,0
W35001676,310,250,17,38,7,5,26,0,5,0,0,0
W35001677,413,326,29,46,8,4,34,0,9,2,0,1
W35001678,472,389,29,40,9,1,30,0,10,2,1,1
W35001679,310,230,32,36,5,1,29,1,7,3,2,0
W35001680,283,211,22,40,6,4,30,0,8,2,0,0
W35001681,572,407,51,92,10,13,69,0,15,6,1,0
W35001682,331,279,15,31,7,2,22,0,5,1,0,0
W35001683,466,353,26,73,10,7,56,0,11,3,0,0
W35001684,272,211,20,35,6,3,26,0,6,0,0,0
W35001685,837,694,51,77,12,7,58,0,11,1,0,3
W35001686,521,424,36,44,6,6,32,0,10,2,0,5
W35001687,325,258,14,46,11,3,29,3,4,3,0,0
W35001688,304,259,13,28,6,3,18,1,3,0,0,1
W35001689,260,227,12,17,3,2,12,0,4,0,0,0
W35001690,264,230,16,12,1,1,10,0,5,1,0,0
W35001691,356,286,25,36,5,1,30,0,7,2,0,0
W35001692,305,263,15,24,7,0,17,0,1,1,0,1
W35001693,614,517,28,57,9,6,41,1,8,4,0,0
W35001694,489,389,36,45,7,4,33,1,7,3,1,8
W35001695,241,202,11,24,5,3,16,0,1,2,1,0
W35001696,301,244,11,41,9,7,25,0,3,2,0,0
W35001697,402,347,19,30,8,1,21,0,4,2,0,0
W35001698,688,558,36,77,9,8,60,0,13,3,0,1
W35001699,381,246,14,112,7,7,98,0,6,1,0,2
W35001700,405,257,26,106,6,8,92,0,11,4,1,0
W35001701,467,362,37,59,9,5,44,1,9,0,0,0
W35001702,367,295,33,32,1,3,28,0,7,0,0,0
W35001703,338,272,25,36,6,4,26,0,4,1,0,0
W35001704,321,268,16,30,5,2,23,0,5,2,0,0
W35001705,768,649,47,61,7,5,49,0,7,3,0,1
W35001706,576,484,23,50,10,7,33,0,9,3,0,7
W35001707,448,388,20,28,4,3,21,0,7,1,0,4
W35001708,272,237,11,22,5,3,14,0,1,0,0,1
W35001709,260,225,16,17,2,1,14,0,2,0,0,0
W35001710,370,311,23,28,11,3,14,0,5,1,0,2
W35001711,326,293,14,13,1,0,12,0,3,2,0,1
W35001712,463,367,25,60,11,9,40,0,7,3,0,1
W35001713,964,801,52,82,19,5,57,1,21,3,0,5
W35001714,339,296,16,19,4,4,10,1,5,1,0,2
W35001715,268,230,10,19,2,3,14,0,5,0,0,4
W35001716,326,268,30,24,6,3,15,0,1,2,0,1
W35001717,317,272,15,22,3,4,15,0,5,1,0,2
W35001718,624,552,26,41,4,7,30,0,4,1,0,0
W35001719,266,238,10,12,2,1,9,0,4,1,1,0
W35001720,386,313,29,35,4,7,24,0,3,3,0,3
W35001721,489,392,36,50,5,7,38,0,10,0,0,1
W35001722,498,388,38,57,13,7,37,0,13,1,0,1
W35001723,266,210,24,24,7,2,15,0,6,0,1,1
W35001724,217,189,9,17,2,1,14,0,1,1,0,0
W35001725,603,500,43,38,3,5,30,0,9,2,0,11
W35001726,320,135,12,33,2,4,27,0,1,2,0,137
W35001727,299,257,14,22,4,6,12,0,6,0,0,0
W35001728,382,297,37,39,10,7,22,0,7,0,1,1
W35001729,604,514,30,42,12,2,28,0,13,4,1,0
W35001730,605,518,32,44,5,3,36,0,8,2,0,1
W35001731,319,281,17,11,4,0,7,0,8,2,0,0
W35001732,240,206,16,14,0,2,12,0,2,0,0,2
W35001733,513,440,26,41,6,8,27,0,6,0,0,0
W35001734,160,135,11,6,0,0,6,0,5,0,0,3
W35001735,290,247,19,19,2,3,14,0,1,1,1,2
W35001736,562,446,19,38,5,6,27,0,12,1,0,46
W35001737,894,702,38,126,7,8,110,1,12,5,2,9
W35001738,1311,1032,84,161,9,14,136,2,21,7,2,4
W35001739,253,202,14,28,2,2,23,1,6,3,0,0
W35001740,280,242,20,12,1,1,10,0,4,0,1,1
W35001741,284,237,14,25,6,2,17,0,5,1,1,1
W35001742,355,292,19,37,6,5,25,1,4,0,1,2
W35001743,916,742,66,95,19,10,66,0,12,1,0,0
W35001744,292,242,14,28,8,1,19,0,5,0,2,1
W35001745,618,519,37,43,2,7,33,1,14,1,1,3
W35001746,285,216,23,37,10,3,24,0,5,2,1,1
W35001747,765,614,48,76,11,5,58,2,17,2,2,6
W35001748,357,306,21,25,2,3,20,0,4,1,0,0
W35001749,412,327,25,49,9,2,38,0,7,2,0,2
W35001750,594,482,26,60,8,9,43,0,16,6,0,4
W35001751,552,419,42,71,13,10,47,1,14,2,0,4
W35001752,604,490,30,74,13,4,56,1,8,1,0,1
W35001753,387,323,13,17,1,0,15,1,12,2,0,20
W35001754,431,348,20,34,5,3,26,0,9,0,2,18
W35001755,478,398,25,44,7,3,34,0,5,5,1,0
W35001756,362,298,22,30,2,2,26,0,9,1,0,2
W35001757,594,506,23,41,3,7,30,1,10,2,1,11
W35001758,453,375,22,46,7,6,33,0,8,1,0,1
W35001759,506,228,24,61,6,4,51,0,3,0,1,189
W35001760,237,194,13,21,8,1,12,0,3,0,0,6
W35001761,263,193,13,44,6,3,34,1,4,0,0,9
W35001762,289,234,10,27,3,13,11,0,16,1,0,1
W35001763,537,436,28,53,12,4,37,0,8,0,0,12
W35001764,527,430,33,46,8,3,35,0,14,1,0,3
W35001765,424,355,20,33,4,3,26,0,10,2,0,4
W35001766,355,299,24,30,2,1,27,0,2,0,0,0
W35001767,280,231,19,21,0,3,18,0,4,1,1,3
W35001768,476,399,26,39,9,2,28,0,7,5,0,0
W35001769,308,243,25,29,9,4,16,0,4,2,0,5
W35001770,381,309,16,39,4,9,25,1,12,0,0,5
W35001771,282,229,11,33,3,1,29,0,4,3,0,2
W35001772,405,350,15,28,6,5,17,0,6,1,0,5
W35001773,315,268,17,25,6,2,17,0,5,0,0,0
W35001774,420,334,24,30,5,3,22,0,9,1,0,22
W35001775,316,274,23,14,2,1,10,1,4,0,0,1
W35001776,312,255,12,36,8,2,26,0,4,2,0,3
W35001777,206,178,14,11,1,1,9,0,2,0,1,0
W35001778,233,194,11,23,5,1,17,0,3,0,0,2
W35001779,282,237,17,23,5,3,15,0,0,1,0,4
W35001780,292,260,10,12,1,1,10,0,5,2,1,2
W35001781,245,207,10,14,5,0,9,0,3,0,0,11
W35001782,259,216,16,17,6,4,7,0,6,1,1,2
W35001783,229,188,14,18,2,2,14,0,4,2,1,2
W35001784,419,360,24,28,5,4,19,0,4,0,0,3
W35001785,352,227,47,66,19,13,34,0,8,1,0,3
W35001786,324,245,19,52,7,7,37,1,5,1,0,2
W35001787,389,273,37,65,7,6,52,0,12,1,1,0
W35001788,270,197,18,48,13,8,27,0,6,1,0,0
W35001789,276,196,15,53,13,5,35,0,7,2,0,3
W35001790,291,208,28,40,2,1,36,1,11,3,1,0
W35001791,449,306,39,90,5,7,78,0,11,2,0,1
W35001792,306,202,35,62,13,5,44,0,3,2,0,2
W35001793,302,166,32,92,12,11,69,0,8,3,1,0
W35001794,446,283,48,102,20,9,72,1,7,2,0,4
W35001795,330,207,36,77,8,11,57,1,6,4,0,0
W35001796,549,331,66,139,21,16,101,1,10,2,0,1
W35001797,281,167,37,70,11,7,51,1,4,0,2,1
W35001798,253,156,31,54,13,5,36,0,7,4,1,0
W35001799,244,187,12,35,4,2,28,1,5,4,0,1
W35001800,516,433,24,46,10,2,34,0,10,2,0,1
W35001801,407,338,20,40,5,3,32,0,7,1,0,1
W35001802,282,222,20,26,2,1,23,0,5,1,1,7
W35001803,252,198,19,25,8,2,15,0,5,0,0,5
W35001804,329,265,19,32,2,6,24,0,9,4,0,0
W35001805,366,279,31,47,4,7,36,0,6,3,0,0
W35001806,285,223,22,34,6,3,25,0,5,0,0,1
W35001807,287,226,14,32,1,3,28,0,11,3,0,1
W35001808,245,206,13,18,6,1,11,0,8,0,0,0
W35001809,277,222,18,29,5,7,17,0,6,1,0,1
W35001810,283,234,10,24,2,7,15,0,11,0,1,3
W35001811,251,201,12,35,5,3,26,1,2,1,0,0
W35001812,478,379,27,56,8,7,41,0,15,1,0,0
W35001813,309,251,19,34,10,4,20,0,3,2,0,0
W35001814,321,268,15,29,6,2,21,0,5,1,1,2
W35001815,358,289,20,36,8,2,26,0,10,2,0,1
W35001816,314,271,16,17,4,2,10,1,7,2,0,1
W35001817,280,226,21,24,2,4,18,0,8,0,0,1
W35001818,253,218,6,21,3,4,13,1,3,2,1,2
W35001819,397,337,21,31,8,1,22,0,6,1,0,1
W35001820,399,322,28,39,6,5,28,0,9,1,0,0
W35001821,336,275,18,31,1,4,25,1,7,1,2,2
W35001822,574,471,32,54,9,4,41,0,17,0,0,0
W35001823,264,208,11,30,4,0,26,0,13,2,0,0
W35001824,511,415,47,38,8,2,28,0,7,2,1,1
W35001825,321,273,16,24,5,5,14,0,7,1,0,0
W35001826,212,166,11,26,4,1,21,0,5,3,0,1
W35001827,380,327,14,32,3,1,28,0,3,4,0,0
W35001828,416,346,14,42,4,2,36,0,12,1,1,0
W35001829,1287,1042,67,142,22,11,109,0,24,9,1,2
W35001830,624,534,33,43,12,5,25,1,12,2,0,0
W35001831,474,377,39,50,11,4,35,0,5,2,1,0
W35001832,265,206,20,34,4,4,26,0,3,2,0,0
W35001833,340,299,15,13,4,0,9,0,8,1,1,3
W35001834,441,356,24,39,5,2,32,0,16,4,2,0
W35001835,311,275,9,23,1,1,21,0,4,0,0,0
W35001836,605,498,32,68,11,4,53,0,6,0,0,1
W35001837,270,220,23,22,2,3,17,0,4,0,0,1
W35001838,317,276,13,16,1,2,13,0,9,1,0,2
W35001839,283,249,12,18,1,3,13,1,3,0,0,1
W35001840,385,323,18,32,6,3,23,0,6,2,0,4
W35001841,310,261,12,31,2,4,23,2,3,1,1,1
W35001842,302,256,16,20,2,4,14,0,4,3,2,1
W35001843,367,299,14,41,7,2,32,0,7,5,0,1
W35001844,476,416,19,30,5,6,18,1,7,3,1,0
W35001845,261,205,28,22,1,2,19,0,5,0,1,0
W35001846,273,236,14,19,3,0,16,0,3,1,0,0
W35001847,265,226,13,19,0,1,18,0,7,0,0,0
W35001848,608,498,29,66,7,11,48,0,13,0,1,1
W35001849,339,285,22,17,4,1,11,1,11,3,0,1
W35001850,511,441,26,34,5,1,28,0,6,1,1,2
W35001851,267,219,13,21,2,2,17,0,13,1,0,0
W35001852,394,330,16,35,1,1,33,0,11,1,0,1
W35001853,324,280,9,26,4,3,17,2,6,2,1,0
W35001854,249,220,12,11,0,1,10,0,4,2,0,0
W35001855,247,208,11,19,3,2,14,0,6,3,0,0
W35001856,544,428,31,58,6,2,50,0,20,4,0,3
W35001857,550,452,22,51,5,5,40,1,19,5,1,0
W35001858,563,478,26,45,5,4,35,1,11,2,0,1
W35001859,534,459,15,41,8,7,26,0,15,3,0,1
W35001860,448,393,13,28,4,4,20,0,9,3,0,2
W35001861,355,321,9,16,4,2,10,0,4,1,2,2
W35001862,432,350,19,45,3,5,37,0,8,2,1,7
W35001863,371,308,17,32,4,2,26,0,11,2,1,0
W35001864,463,396,18,27,1,5,21,0,12,0,0,10
W35001865,272,235,12,15,4,0,11,0,10,0,0,0
W35001866,402,316,21,42,3,5,34,0,17,6,0,0
W35001867,247,189,8,44,4,1,38,1,6,0,0,0
W35001868,367,283,15,54,6,4,44,0,11,3,1,0
W35001869,260,230,9,14,3,2,9,0,4,3,0,0
W35001870,596,494,16,60,5,6,49,0,18,4,0,4
W35001871,339,290,6,29,8,3,18,0,13,1,0,0
W35001872,288,243,12,25,3,2,20,0,8,0,0,0
W35001873,260,220,13,21,7,1,13,0,2,4,0,0
W35001874,247,214,5,17,0,1,16,0,6,4,1,0
W35001875,295,255,12,20,2,4,14,0,6,2,0,0
W35001876,541,463,20,39,3,3,33,0,10,5,0,4
W35001877,1185,977,52,124,10,6,108,0,18,8,0,6
W35001878,274,240,9,18,1,2,15,0,6,0,0,1
W35001879,301,258,10,23,4,1,18,0,9,1,0,0
W35001880,893,751,42,73,9,7,57,0,18,3,0,6
W35001881,337,290,9,24,2,4,18,0,8,3,0,3
W35001882,375,319,19,24,3,1,20,0,8,1,1,3
W35001883,428,350,23,43,4,2,37,0,7,4,1,0
W35001884,618,497,34,66,8,7,48,3,14,5,0,2
W35001885,761,649,33,60,7,10,43,0,11,2,0,6
W35001886,312,277,10,15,2,2,11,0,8,1,0,1
W35001887,365,272,20,64,6,6,50,2,5,3,1,0
W35001888,406,369,11,18,1,0,17,0,5,0,1,2
W35001889,2848,2391,124,227,24,21,182,0,71,12,1,22
W35001890,952,815,47,65,12,10,43,0,22,3,0,0
W35001891,470,413,8,33,5,4,24,0,4,3,2,7
W35001892,307,263,11,29,5,5,19,0,3,1,0,0
W35001893,744,630,37,55,5,5,45,0,20,1,0,1
W35001894,1045,852,45,111,13,11,87,0,29,5,2,1
W35001895,373,325,19,22,3,1,18,0,6,0,1,0
W35001896,1051,886,40,97,11,12,73,1,21,3,2,2
W35001897,393,342,13,30,3,4,23,0,7,1,0,0
W35001898,412,347,13,32,4,3,25,0,8,2,0,10
W35001899,790,676,33,56,5,6,45,0,21,3,0,1
W35001900,315,273,18,16,3,1,12,0,8,0,0,0
W35001901,774,656,32,59,5,6,47,1,14,10,0,3
W35001902,306,267,16,20,1,2,17,0,3,0,0,0
W35001903,268,212,11,36,7,4,25,0,8,0,0,1
W35001904,254,225,11,12,2,0,10,0,3,3,0,0
W35001905,309,272,11,15,3,2,10,0,10,0,1,0
W35001906,437,377,20,28,3,4,21,0,7,4,1,0
W35001907,322,249,25,36,2,5,29,0,10,1,1,0
W35001908,318,270,12,29,2,6,20,1,6,0,1,0
W35001909,318,267,12,21,3,2,16,0,10,6,0,2
W35001910,232,188,12,21,3,0,18,0,6,3,0,2
W35001911,339,279,20,28,2,1,25,0,9,0,0,3
W35001912,341,298,11,21,0,0,21,0,8,0,0,3
W35001913,317,261,16,29,4,5,20,0,8,2,1,0
W35001914,344,292,16,27,3,1,22,1,7,0,0,2
W35001915,344,302,10,22,4,3,15,0,6,3,0,1
W35001916,365,310,10,29,6,3,19,1,11,2,1,2
