GeographyCode,WP6604EW0001,WP6604EW0002,WP6604EW0003,WP6604EW0004,WP6604EW0005,WP6604EW0006,WP6604EW0007,WP6604EW0008,WP6604EW0009,WP6604EW0010,WP6604EW0011,WP6604EW0012,WP6604EW0013,WP6604EW0014,WP6604EW0015,WP6604EW0016,WP6604EW0017,WP6604EW0018,WP6604EW0019,WP6604EW0020,WP6604EW0021,WP6604EW0022,WP6604EW0023,WP6604EW0024,WP6604EW0025,WP6604EW0026,WP6604EW0027,WP6604EW0028,WP6604EW0029,WP6604EW0030,WP6604EW0031,WP6604EW0032,WP6604EW0033,WP6604EW0034,WP6604EW0035,WP6604EW0036,WP6604EW0037,WP6604EW0038,WP6604EW0039,WP6604EW0040,WP6604EW0041,WP6604EW0042,WP6604EW0043,WP6604EW0044,WP6604EW0045,WP6604EW0046,WP6604EW0047,WP6604EW0048,WP6604EW0049,WP6604EW0050,WP6604EW0051,WP6604EW0052,WP6604EW0053,WP6604EW0054,WP6604EW0055,WP6604EW0056,WP6604EW0057,WP6604EW0058,WP6604EW0059,WP6604EW0060,WP6604EW0061,WP6604EW0062,WP6604EW0063,WP6604EW0064,WP6604EW0065,WP6604EW0066,WP6604EW0067,WP6604EW0068,WP6604EW0069,WP6604EW0070,WP6604EW0071,WP6604EW0072,WP6604EW0073,WP6604EW0074,WP6604EW0075,WP6604EW0076,WP6604EW0077,WP6604EW0078,WP6604EW0079,WP6604EW0080,WP6604EW0081,WP6604EW0082,WP6604EW0083,WP6604EW0084,WP6604EW0085,WP6604EW0086,WP6604EW0087,WP6604EW0088,WP6604EW0089,WP6604EW0090
E06000040,76112,2076,4668,4668,15893,11304,14201,17897,5405,11058,380,940,605,3262,1645,2585,1011,630,15754,524,689,632,804,3647,2949,6004,505,12583,359,923,282,1508,2312,3333,2845,1021,8426,181,520,381,1358,944,2232,2130,680,7009,233,707,2131,1963,390,724,491,370,6691,34,24,30,303,502,569,3964,1265,5227,50,127,38,3792,314,433,230,243,2893,156,514,307,413,977,207,224,95,6471,159,224,262,2490,573,1169,998,596
E06000041,69107,2122,4420,5287,11978,12186,13098,16284,3732,8832,345,739,649,2189,1574,2016,890,430,17179,753,816,632,548,5169,3581,5300,380,10653,312,777,255,1111,2270,2695,2520,713,7090,164,490,449,932,826,2005,1757,467,6908,201,776,2541,1472,533,785,337,263,5979,20,16,22,133,195,366,4223,1004,4389,36,126,47,3291,298,312,184,95,2722,155,503,405,376,792,223,221,47,5355,136,177,287,1926,529,1115,852,333
E06000042,143998,1221,12142,7430,38129,18051,27218,33472,6335,16545,151,1524,870,5889,1847,3856,1673,735,26175,108,1318,639,1950,4697,5161,11582,720,20236,106,1788,372,3560,2348,6012,4736,1314,18834,107,1502,616,3523,1742,5672,4869,803,11900,223,1993,3512,3265,878,1003,502,524,10157,13,76,44,423,225,606,7493,1277,14062,47,367,122,10532,657,1597,520,220,9308,194,2504,718,1889,2768,590,438,207,16781,272,1070,537,7098,2889,2721,1659,535
E06000043,134345,1980,3984,8111,28684,12166,28005,42272,9143,15274,183,569,704,5488,1151,3869,2346,964,27189,194,349,488,670,3175,5072,16458,783,21642,338,705,301,1554,2166,7396,6261,2921,14376,134,286,441,1467,729,4782,5536,1001,12006,137,1046,4982,3268,583,883,654,453,12922,22,27,43,449,611,1279,8446,2045,13801,574,168,66,9453,405,2383,502,250,5243,152,591,565,771,2311,289,451,113,11892,246,243,521,5564,1035,2052,1618,613
E06000044,109456,1685,10164,7787,21724,8484,13487,41474,4651,10783,155,1056,590,3266,591,1484,3097,544,19190,145,2013,486,415,1335,1766,12688,342,15057,158,1297,276,937,1067,2347,8139,836,13002,193,786,432,1112,786,2616,6496,581,12241,241,2728,4334,2585,536,616,966,235,9529,15,43,38,376,343,624,6826,1264,10353,193,146,104,7404,391,1515,452,148,6698,315,1451,799,944,2130,386,589,84,12603,270,644,728,4685,1305,2133,2221,617
E06000045,112852,1477,6161,7780,23626,9705,19808,39282,5013,10117,119,716,617,3506,816,2081,1719,543,23972,109,696,469,457,1379,4207,16284,371,13715,160,678,253,1112,1499,4131,4949,933,13850,88,439,418,1401,1115,4392,5345,652,10718,129,1479,4576,2552,488,625,592,277,10786,20,58,30,422,322,736,7794,1404,10960,475,159,77,8346,449,895,391,168,6808,169,1474,676,1206,2275,478,430,100,11926,208,462,664,4624,1362,2263,1778,565
E06000046,56591,1298,5154,4864,14622,2939,6130,18147,3437,6422,124,521,360,2927,290,824,980,396,7945,43,690,228,238,404,889,5226,227,5724,64,542,113,460,291,1098,2538,618,5402,72,327,246,777,335,1103,2230,312,8852,436,1657,3072,2056,196,672,458,305,7048,12,26,25,325,67,337,5256,1000,5052,33,77,41,4336,95,203,173,94,3273,186,934,392,510,787,169,228,67,6873,328,380,387,2993,474,835,1058,418
E06000047,196872,6874,26428,16740,40881,10968,20539,65537,8905,17453,530,2409,1329,6302,825,2251,2913,894,27239,401,1929,1024,842,1084,2955,18383,621,20196,505,2454,599,1648,799,3307,9618,1266,21154,396,1542,861,2006,966,3568,10798,1017,25713,1738,5508,8805,5270,616,1654,1531,591,21146,74,162,105,783,246,1025,15801,2950,17881,1257,429,164,12969,384,1419,983,276,20075,1092,8349,2008,2160,4331,954,984,197,26015,881,3646,1845,8901,1717,3406,4526,1093
E06000048,123686,5528,12782,10234,27270,6583,13406,41467,6416,12403,456,1275,826,4874,561,1707,2068,636,16647,203,1210,570,528,853,2145,10695,443,14337,218,1635,334,1172,566,2259,7095,1058,12921,220,855,560,1384,556,2246,6503,597,17774,2328,2770,5794,3696,418,1231,981,556,14103,108,84,71,631,158,679,10227,2145,10407,69,281,101,8251,268,629,651,157,9484,732,3221,1056,1063,2226,463,633,90,15610,1194,1451,922,5671,977,2047,2614,734
E06000049,182026,4830,24747,10967,41259,15215,34019,42453,8536,21918,494,3240,1299,7447,1561,4947,2023,907,32539,259,3910,912,1312,3582,7961,14012,591,22765,280,3227,521,2725,2128,7046,5314,1524,18790,344,1925,788,3068,1194,5537,4960,974,20712,1686,4635,5438,4778,795,2009,750,621,16987,67,154,81,677,391,1136,11680,2801,15075,191,504,144,11422,568,1541,491,214,13329,584,5141,1002,1792,3318,771,594,127,19911,925,2011,782,8038,1678,3071,2629,777
E06000050,158249,4135,16675,10353,39840,10635,28490,40925,7196,16880,416,1886,1072,6163,1082,3668,1838,755,24704,320,1597,920,962,1855,5330,13138,582,18774,323,1901,507,1946,1068,5901,6093,1035,17218,289,1180,691,2582,919,5443,5336,778,17460,1271,3237,5236,4419,505,1525,777,490,14935,68,101,92,726,259,1119,10108,2462,16369,93,331,118,13005,359,1643,625,195,13103,606,5194,938,2068,2763,848,560,126,18806,749,1248,779,7969,1825,3013,2450,773
E06000051,145002,7964,14460,11993,33085,8857,17022,44557,7064,15639,688,1636,1022,6122,855,2058,2548,710,20346,288,1008,662,724,1343,3149,12637,535,16152,270,1532,407,1627,767,2944,7356,1249,14164,386,1004,704,2184,729,3298,5223,636,23072,3638,3412,6828,4919,682,1490,1510,593,15649,134,91,80,625,195,841,11441,2242,10835,196,258,99,8870,266,477,508,161,11252,708,3879,1101,1610,2569,576,641,168,17893,1656,1640,1090,6404,1451,2189,2693,770
E06000052,235859,11287,18402,21571,63443,12402,27961,68081,12712,26942,801,1997,1606,13061,1055,3438,3677,1307,30669,422,1072,868,957,1474,4243,20627,1006,23695,439,1525,682,2429,1352,5270,9523,2475,22211,538,1190,1041,3697,1054,5063,8451,1177,40654,5103,5306,13674,9304,961,2948,2146,1212,25457,125,101,90,1503,275,1474,18360,3529,19781,159,319,155,16706,527,854,780,281,17183,1602,4824,1888,2974,3675,935,1002,283,29267,2098,2068,1567,12812,2029,3736,3515,1442
E06000053,1299,88,37,98,474,132,135,272,63,266,14,3,3,179,13,27,20,7,109,1,2,2,2,3,10,83,6,102,4,2,2,12,29,16,28,9,109,3,1,2,30,12,21,36,4,263,35,20,76,87,5,22,11,7,143,0,0,2,25,11,11,76,18,48,2,0,0,39,1,1,5,0,71,4,8,4,12,31,7,3,2,188,25,1,7,88,27,20,10,10
E06000054,222448,6412,20409,16723,45816,15774,33402,73380,10532,25966,716,2498,1571,8039,1773,4296,5971,1102,33859,264,1829,1049,1189,3843,6905,17958,822,33545,294,2500,646,2575,1996,6243,17544,1747,23335,380,1560,1058,3048,1375,6151,8599,1164,29525,2331,4550,9552,6109,888,2598,2571,926,21177,160,122,84,976,316,1417,14635,3467,16491,135,453,133,12761,814,1101,868,226,14607,749,4752,1247,2313,3050,869,1439,188,23943,1383,2145,1383,8806,1719,3822,3795,890
E06000055,74527,1855,5632,5743,16799,6415,10576,24309,3198,7760,184,737,576,2582,637,1320,1339,385,12731,101,610,444,450,1087,2202,7557,280,9045,135,726,301,1029,613,1945,3734,562,8705,132,522,420,1382,571,1803,3476,399,8382,369,1279,2995,2056,395,608,451,229,7261,13,47,44,231,131,389,5505,901,6255,353,173,64,4415,147,557,455,91,5357,232,1091,513,1153,1635,324,327,82,9031,336,447,386,3501,1199,1428,1465,269
E06000056,98170,1809,10387,11777,22198,8672,13895,23745,5687,11771,202,1458,1278,3849,993,2005,1385,601,14289,106,1070,970,648,1570,2399,6981,545,11483,97,1248,504,1514,802,2687,3661,970,10321,120,962,840,1778,773,2444,2759,645,14531,540,2327,6125,2898,526,1153,507,455,9176,48,58,58,307,134,570,6336,1665,6807,39,244,109,5482,182,395,198,158,7921,329,2119,1131,1175,2142,531,386,108,11871,328,901,762,4547,1550,1711,1532,540
E07000004,75310,1905,6114,6289,15602,6325,11919,23257,3899,8946,190,952,662,2781,807,1791,1319,444,13159,92,645,413,509,1442,2253,7485,320,9901,100,889,198,1166,850,2421,3592,685,8273,119,553,363,1274,490,2152,2875,447,9811,698,1492,3507,2035,395,875,499,310,7784,49,37,36,256,168,413,5685,1140,5471,66,174,44,4182,157,470,255,123,4592,231,982,551,805,1332,345,264,82,7373,360,390,515,2594,684,1199,1283,348
E07000005,35476,469,2707,2686,6745,3359,7391,9920,2199,4814,54,488,352,1486,497,1183,529,225,7350,31,433,202,241,973,1635,3642,193,5037,39,477,91,490,672,1679,1107,482,3908,37,258,217,519,238,1304,1124,211,4017,128,521,1453,918,162,503,172,160,3935,9,16,6,103,122,245,2718,716,2147,10,65,26,1671,66,199,75,35,1427,64,310,180,236,375,114,111,37,2841,97,139,159,1081,254,529,442,140
E07000006,33210,494,2827,2597,7867,4162,6565,6774,1924,5229,66,508,414,1680,563,1238,507,253,5433,31,430,255,382,721,1436,2056,122,5061,37,562,94,750,954,1438,880,346,3586,47,296,232,650,381,1052,753,175,4086,128,506,1254,1064,374,387,156,217,3172,9,19,14,170,152,264,2015,529,2050,16,78,14,1595,115,143,36,53,1488,101,294,188,209,480,102,77,37,3105,59,134,132,1367,422,505,294,192
E07000007,80986,1641,7924,6523,18954,8622,14213,19028,4081,11582,205,1365,797,3538,1123,2357,1718,479,14910,164,1103,579,971,2447,2862,6409,375,11756,232,1278,309,1888,1497,2979,2688,885,9210,258,862,518,1654,713,2462,2292,451,9227,242,1597,3366,1954,437,962,352,317,6292,34,36,22,205,179,495,4260,1061,6919,105,198,69,5431,254,572,188,102,4439,207,1099,491,763,1247,275,282,75,6651,194,386,372,2550,725,1249,839,336
E07000008,94190,761,3384,2792,16278,9003,18313,39591,4068,8464,74,516,268,2489,907,1933,1869,408,32152,134,894,322,421,3599,7627,18446,709,11119,79,543,125,718,1301,3062,4461,830,10761,98,276,206,814,651,2569,5529,618,5848,73,513,1389,1726,394,465,1141,147,7301,8,28,23,349,105,627,5271,890,7475,54,105,40,6243,264,349,332,88,2777,111,323,186,450,1016,299,330,62,8293,130,186,233,3068,766,1382,2212,316
E07000009,31112,1994,3578,3598,5993,2975,4322,6710,1942,3634,229,470,345,1106,345,589,323,227,4170,81,325,188,172,417,931,1909,147,2780,86,405,95,360,206,690,634,304,2953,173,326,253,367,275,683,633,243,4972,482,694,2117,870,185,307,171,146,3651,225,22,20,102,45,230,2384,623,1979,19,63,23,1629,50,99,69,27,3464,306,1000,293,371,1101,204,140,49,3509,393,273,264,1016,351,589,447,176
E07000010,38156,1813,6612,3802,8067,2642,4566,9245,1409,3648,180,547,303,1346,236,445,427,164,3508,38,272,175,183,185,441,2127,87,3292,41,421,116,393,141,671,1338,171,3302,97,343,248,511,229,735,1002,137,5662,453,1316,2070,1061,147,301,217,97,4078,31,42,18,108,41,227,3063,548,2662,15,88,30,2195,56,140,116,22,6056,343,2747,430,715,1181,432,170,38,5948,615,836,412,1555,426,1174,785,145
E07000011,77355,2423,10247,6168,15456,6221,11249,21261,4330,9157,325,1358,694,2726,706,1522,1337,489,11954,255,989,485,482,1325,2178,5893,347,10407,245,1220,313,1066,735,2074,3619,1135,8673,243,913,521,1183,539,1876,2975,423,9742,552,2038,3088,1965,382,917,524,276,7200,44,66,30,225,79,481,5155,1120,5447,109,213,51,4155,146,344,352,77,6658,302,2437,599,955,1492,458,282,133,8117,348,1013,387,2699,817,1399,1124,330
E07000012,74393,1752,10001,6024,11602,7255,15468,19186,3105,8768,278,1348,643,2148,872,2008,1147,324,18748,133,1994,561,600,2707,5877,6396,480,10319,110,1545,269,946,1169,2682,2946,652,7405,143,796,452,1086,558,1851,2192,327,9122,503,1828,3141,1754,318,854,506,218,6268,29,47,29,184,80,496,4630,773,3154,20,144,36,2402,138,209,149,56,4626,233,1661,453,578,1026,299,324,52,5983,303,638,440,1904,387,1192,896,223
E07000026,40513,2268,5443,3820,10520,2200,3852,10412,1998,4168,105,537,254,1973,146,460,470,223,4303,90,433,176,141,147,588,2583,145,3178,64,444,104,276,128,559,1290,313,3936,87,366,191,519,150,715,1716,192,7019,1173,1271,2276,1432,147,311,249,160,4295,27,39,32,267,81,205,3022,622,3924,44,95,35,3240,57,150,249,54,4101,253,1743,369,401,963,186,142,44,5589,425,515,383,2271,381,678,691,245
E07000027,31302,797,6701,2279,6407,1743,2662,9461,1252,2454,65,513,137,909,87,254,370,119,5388,83,1273,139,97,245,394,3083,74,3019,126,800,102,191,162,383,1105,150,3161,44,412,141,316,137,586,1365,160,4909,208,2201,1283,666,115,129,246,61,3441,3,56,25,150,68,167,2478,494,3087,19,53,10,2540,121,177,122,45,2393,148,969,259,227,579,80,108,23,3450,101,424,183,1311,229,492,584,126
E07000028,56652,2086,5617,4636,14027,4967,6347,16469,2503,5089,135,463,345,2037,369,608,855,277,7467,79,337,311,247,367,916,4992,218,5259,75,382,190,576,320,1115,2243,358,6472,79,232,320,920,418,1395,2816,292,7509,987,1142,2495,1738,318,380,313,136,5518,23,34,44,210,88,302,3954,863,5353,39,109,43,4603,118,217,184,40,6823,256,2415,502,905,2170,315,226,34,7162,413,503,386,2791,799,1099,886,285
E07000029,34640,3747,8069,3296,5184,1264,3716,8197,1167,3131,325,904,209,817,80,340,335,121,6222,597,1618,289,91,175,795,2559,98,4254,537,1404,142,120,91,646,1172,142,2911,236,520,167,228,111,499,997,153,5653,961,1599,1580,757,94,339,229,94,2843,20,27,19,134,23,144,2084,392,2230,241,47,15,1628,54,145,76,24,3702,542,1611,519,187,446,228,142,27,3694,288,339,356,1222,190,580,603,116
E07000030,28783,2712,2018,2782,8275,1869,3052,6800,1275,3114,196,225,214,1450,160,352,393,124,3189,44,109,149,135,176,514,1937,125,2594,36,127,111,327,90,497,1199,207,2489,86,128,150,453,137,586,831,118,5525,1521,490,1551,1296,116,275,161,115,2776,27,17,17,437,39,176,1651,412,2133,25,42,35,1738,28,94,140,31,2826,231,660,316,467,906,142,88,16,4137,546,220,239,1972,217,416,400,127
E07000031,52022,2240,4789,4430,16701,2457,6043,12378,2984,6739,122,600,306,3639,225,798,707,342,6678,134,431,207,320,452,1068,3768,298,4914,86,616,121,636,243,1060,1581,571,4873,75,372,268,1107,223,1129,1379,320,8949,1186,1140,2849,2361,134,632,379,268,5185,26,30,37,571,55,326,3399,741,4573,34,91,29,4002,71,157,111,78,3287,212,1144,322,534,682,148,177,68,6824,365,365,291,3531,372,725,877,298
E07000032,55025,1170,11540,5388,11696,4041,5654,13182,2354,5626,84,1148,592,1896,346,653,654,253,6285,66,786,513,260,504,879,3136,141,6148,64,1126,281,558,416,953,2390,360,5284,93,973,383,747,330,921,1616,221,7891,393,2149,2643,1538,212,488,294,174,4906,7,55,40,159,58,319,3455,813,4163,35,261,46,3157,90,222,288,64,7193,243,3683,472,827,1395,292,236,45,7529,185,1359,418,2554,690,927,1113,283
E07000033,29342,842,4841,2914,8124,2406,2679,6248,1288,2942,77,540,264,1134,217,287,306,117,3066,48,374,220,158,301,261,1597,107,2499,67,462,121,431,159,444,622,193,2839,65,395,221,654,261,388,668,187,4057,188,1089,1358,728,130,297,158,109,2772,10,28,29,92,34,153,2051,375,2266,33,102,35,1835,45,101,78,37,3439,201,1302,349,610,657,177,120,23,5462,153,549,317,2482,602,571,648,140
E07000034,51786,623,5442,3574,12934,4548,6050,16341,2274,5002,56,670,283,2068,331,627,771,196,8104,42,348,237,303,1047,891,5098,138,5307,44,538,144,698,590,1051,1877,365,6262,39,451,226,989,520,1289,2466,282,5809,146,1284,1965,1424,174,411,264,141,5693,9,44,33,172,87,352,4192,804,5467,30,108,39,4487,197,367,181,58,4085,150,1422,318,647,1051,224,224,49,6057,107,577,329,2146,551,838,1268,241
E07000035,36196,2069,4072,3169,8633,2198,4298,9345,2412,4399,188,483,281,1851,244,555,567,230,5090,63,317,250,160,360,890,2760,290,3546,69,396,157,346,226,709,1211,432,3819,110,309,244,560,176,699,1397,324,5883,948,847,1700,1324,158,460,235,211,3207,15,31,26,192,36,210,2131,566,2451,22,82,25,1953,40,111,134,84,3135,351,1186,241,354,714,143,109,37,4666,303,421,245,1893,244,521,801,238
E07000036,42970,843,8291,4401,9957,3151,4422,10204,1701,4650,90,964,411,1719,287,537,457,185,5309,63,555,303,259,390,552,3099,88,3681,92,714,169,498,200,780,990,238,4014,61,629,264,618,261,787,1227,167,7015,179,2261,2381,1215,231,402,230,116,4195,7,36,25,135,52,217,3047,676,3406,51,140,32,2802,74,203,71,33,4777,173,2183,448,632,912,234,161,34,5923,127,809,368,2079,744,710,922,164
E07000037,35791,1298,5787,3072,7976,2551,4534,8844,1729,3904,99,699,209,1567,243,545,370,172,4864,71,477,157,209,310,945,2569,126,3428,77,516,94,372,204,753,1082,330,3199,51,383,140,482,172,773,1027,171,5591,457,1293,1839,1137,186,347,212,120,3807,11,26,32,125,73,240,2691,609,2556,21,75,27,2133,49,163,60,28,3978,355,1591,359,337,1025,148,138,25,4464,156,727,215,1614,289,620,695,148
E07000038,31416,1107,5332,3960,6215,2031,3632,7716,1423,3275,118,536,392,1129,180,460,326,134,4023,59,339,248,165,423,510,2206,73,2631,45,479,133,316,163,613,700,182,2867,61,386,250,437,209,615,775,134,5405,406,1121,2071,897,184,402,190,134,3609,15,32,22,92,59,191,2667,531,1735,30,49,16,1356,46,159,50,29,3805,233,1733,457,468,534,202,152,26,4066,140,657,371,1355,233,480,650,180
E07000039,33980,1159,7302,3113,6683,2583,4115,7560,1465,3624,131,677,297,1152,293,542,366,166,4171,70,681,227,173,281,694,1963,82,3464,68,664,144,397,181,882,909,219,2906,59,456,208,515,298,537,670,163,5244,409,1513,1549,940,153,365,204,111,3470,32,16,32,116,45,181,2528,520,1842,28,70,36,1456,57,120,43,32,4921,167,2639,385,421,915,223,140,31,4338,195,586,235,1513,360,571,737,141
E07000040,53997,2496,3684,5260,13400,4301,6904,14842,3110,6493,198,465,467,2760,435,889,965,314,6348,61,220,301,276,593,1103,3559,235,6820,62,452,181,652,657,1295,2982,539,5097,89,257,337,803,433,1264,1586,328,9202,1197,1121,3062,1988,349,777,394,314,6139,32,23,23,298,312,336,4168,947,4328,61,79,40,3514,141,309,120,64,3213,240,692,497,466,882,175,210,51,6357,556,375,352,2643,499,756,858,318
E07000041,83220,3228,3353,5105,17132,6114,13913,30803,3572,7790,262,354,515,2673,490,1436,1718,342,17745,339,258,587,314,1006,3791,11032,418,11266,486,451,303,824,707,2917,4906,672,10734,393,273,392,1074,421,2619,5007,555,7107,250,812,2451,1950,400,552,513,179,7270,29,30,30,233,191,432,5384,941,8835,1007,155,70,5842,358,710,602,91,4385,266,635,453,916,1428,327,293,67,8088,196,385,304,3306,1113,1129,1348,307
E07000042,30331,2596,3787,3061,6895,2041,3444,7065,1442,3267,175,412,240,1245,194,482,362,157,3585,43,241,116,123,259,594,2085,124,2457,49,339,82,293,124,602,690,278,2550,74,266,161,446,170,641,674,118,6182,1454,946,1962,997,128,341,206,148,3199,31,22,19,91,30,155,2383,468,2364,24,71,25,1982,37,88,121,16,2894,182,1027,241,470,730,121,99,24,3833,564,463,215,1248,369,420,445,109
E07000043,47704,2499,5327,3840,12955,2039,5235,13648,2161,5402,158,440,302,2730,177,672,683,240,6243,63,436,149,216,237,769,4201,172,4925,58,615,97,505,123,911,2263,353,4435,79,367,199,861,172,953,1603,201,8074,1383,1188,2493,1785,174,472,351,228,4838,25,26,10,271,35,301,3444,726,4154,37,98,34,3556,49,225,117,38,3591,191,1427,293,530,751,149,210,40,6042,505,730,263,2501,321,783,776,163
E07000044,43382,2021,4499,3781,10492,3324,5637,11361,2267,5520,157,533,336,2216,304,776,974,224,5186,56,378,198,177,393,962,2849,173,4865,71,400,122,496,349,999,1886,542,4391,78,335,225,724,248,962,1624,195,7696,1019,1407,2312,1571,179,673,302,233,4183,31,13,20,236,51,290,2931,611,3598,25,111,6,2508,605,199,103,41,2998,218,927,277,439,773,166,161,37,4945,366,395,285,2125,422,610,531,211
E07000045,50050,1808,4588,5369,13301,2772,6473,12964,2775,5947,180,562,528,2538,304,813,737,285,6285,79,341,313,265,387,1051,3634,215,5026,86,456,191,592,266,1292,1615,528,4514,94,313,325,794,238,1157,1345,248,8381,700,1241,3036,1925,189,657,374,259,5683,41,26,33,281,54,292,4127,829,4357,34,102,58,3617,111,263,122,50,3923,312,1185,509,660,785,221,190,61,5934,282,362,376,2629,438,727,820,300
E07000046,24610,2390,2806,2728,5574,1128,2887,5886,1211,2544,132,262,180,1146,102,325,274,123,2599,28,165,93,80,130,444,1565,94,1749,28,221,55,188,77,439,540,201,1990,78,168,131,309,114,556,536,98,5856,1402,994,1780,930,94,352,178,126,3018,38,19,8,115,32,201,2213,392,1803,16,46,18,1566,32,60,48,17,1931,149,658,277,238,352,126,97,34,3120,519,273,186,1002,195,384,435,126
E07000047,21560,1764,1712,1997,5543,1251,2497,5605,1191,2476,117,208,144,1125,108,323,329,122,2594,30,92,98,97,169,470,1552,86,2083,38,157,49,211,109,505,753,261,1896,48,110,127,342,148,461,528,132,4252,1028,386,1245,930,103,255,194,111,2393,30,14,8,135,16,123,1719,348,1458,13,39,12,1243,26,54,49,22,1638,131,545,172,252,384,50,91,13,2770,329,161,142,1208,188,256,390,96
E07000048,20702,257,2602,1885,5213,2125,2942,4624,1054,2535,33,293,192,1037,214,398,256,112,3060,13,448,126,105,387,485,1437,59,2470,19,366,92,272,449,590,531,151,2142,11,243,124,422,184,587,477,94,2988,67,675,1065,622,117,241,95,106,2153,3,15,9,94,105,115,1421,391,1769,4,45,17,1461,67,108,35,32,1352,54,379,136,249,358,96,68,12,2233,53,138,124,951,244,322,304,97
E07000049,33977,993,4141,3981,7959,1923,5355,7673,1952,4423,137,586,445,1555,275,780,437,208,4646,83,445,271,217,430,852,2212,136,3750,49,478,147,553,235,1019,964,305,3769,75,369,346,717,176,1024,876,186,5706,284,1189,2116,1008,120,637,189,163,3291,17,18,16,104,23,205,2213,695,2481,45,57,37,2001,41,157,108,35,2219,106,733,320,361,342,158,159,40,3692,197,266,283,1443,281,523,515,184
E07000050,30265,1464,3203,3135,5793,1530,3527,9932,1681,3214,130,380,269,1158,168,397,562,150,3950,28,215,155,120,280,544,2491,117,4071,38,296,92,311,165,629,2286,254,2740,71,259,194,375,131,686,887,137,5197,615,752,1915,809,102,484,397,123,2940,34,19,12,61,31,154,2170,459,2060,15,52,16,1622,24,81,214,36,2358,153,838,217,322,429,117,182,100,3735,380,392,265,1015,200,435,743,305
E07000051,20220,974,1965,1772,4012,1084,2716,6324,1373,2452,99,249,167,901,119,322,446,149,2632,95,161,75,83,199,530,1360,129,2943,64,219,61,160,132,445,1623,239,2020,61,147,118,252,90,424,782,146,3453,295,637,1029,744,61,315,228,144,1861,3,9,9,139,28,95,1224,354,1051,11,22,4,728,31,98,131,26,1416,176,373,173,140,289,97,139,29,2392,170,148,136,865,135,390,391,157
E07000052,52101,2397,4973,4134,11343,2036,6382,18161,2675,5876,236,610,391,2425,203,763,993,255,8750,62,473,211,211,382,1059,6102,250,5656,60,510,144,447,281,1214,2441,559,5563,106,395,263,671,175,1103,2596,254,8290,1100,1306,2492,1695,149,825,471,252,5558,39,25,19,248,44,310,4108,765,3747,17,98,19,3167,54,170,170,52,3084,220,1155,323,456,447,189,235,59,5577,557,401,272,2023,301,749,1045,229
