GeographyCode,WP702EW0001,WP702EW0002,WP702EW0003,WP702EW0004,WP702EW0005,WP702EW0006,WP702EW0007,WP702EW0008,WP702EW0009,WP702EW0010,WP702EW0011,WP702EW0012,WP702EW0013
E08000019,261340,43647,62462,61968,35217,8370,3840,4053,4444,18553,18786,2300185.7,10.26864032
E08000020,91882,13672,19769,22017,18354,3276,1025,1153,921,6383,5312,845375.9,10.54255553
E08000021,169652,22555,38929,40044,36247,7100,2652,2722,2940,8430,8033,1986572.8,12.96811651
E08000022,84221,16328,20110,17300,12132,2139,803,1005,1572,6997,5835,853969.3,11.96219726
E08000023,50317,11277,14075,9002,5305,1181,422,496,369,3875,4315,339633.5,8.062133549
E08000024,126089,22751,30631,29212,18930,5186,1826,1215,1168,7705,7465,1111007.6,10.01638673
E08000025,488095,63287,97011,124890,80819,25792,9107,7670,12608,32837,34074,5250857.9,12.46689784
E08000026,148246,23839,39477,26765,18222,8177,4626,3545,4231,10043,9321,1632337.2,12.66536211
E08000027,123197,22397,34398,25028,12475,3224,1386,922,2293,10956,10118,960948.6,9.409717693
E08000028,125467,20738,31682,30146,17313,3237,1746,1196,2553,7840,9016,1112409.8,10.24214674
E08000029,99967,11338,18663,19596,18867,7285,2552,1700,3167,9989,6810,1212309.7,14.57663645
E08000030,105000,18235,25898,22101,14584,2636,1456,1146,2577,8150,8217,995044.5,11.22656911
E08000031,108004,17532,30760,22464,12321,5461,1100,1662,2141,7229,7334,977343.5,10.45947175
E08000032,213515,39545,51241,43463,29430,6058,2033,2886,4611,19312,14936,2045126.3,11.40826979
E08000033,94704,17470,22207,19304,10719,3100,1194,1061,3662,9506,6481,1144560.8,14.54019843
E08000034,166882,31780,40007,31223,21914,5118,2113,1604,2586,17716,12821,1326567.2,9.729489164
E08000035,409815,55837,78172,87552,75364,27478,10420,8921,12594,29647,23830,5082682.4,14.26365529
E08000036,151142,25885,28867,27371,29518,9198,3931,1868,3048,11373,10083,1538237.1,11.86124254
E09000001,356706,11090,36759,89664,93487,33971,22450,37399,30946,687,253,9028176.1,25.37672543
E09000002,58444,7978,11461,10153,6936,2934,2058,1050,887,4740,10247,518379.5,11.92856157
E09000003,129112,17001,20453,22974,16620,4965,2167,1660,2721,20968,19583,1166123.8,13.16746423
E09000004,74670,10753,16040,12477,7586,3098,1820,935,1479,8560,11922,638044.9,11.77465306
E09000005,115221,14883,20969,20163,14349,5147,1600,1701,2452,12856,21101,1020166.9,12.5537372
E09000006,111405,16053,21070,21664,13003,3629,2594,1375,2112,15799,14106,949846.5,11.65455828
E09000007,272367,17213,36872,69730,69088,16869,8401,13410,17769,14366,8649,5148093.1,20.64588654
E09000008,120398,22246,23520,21982,10440,3711,1597,1815,2565,15619,16903,936129.3,10.65284378
E09000009,132461,17227,24334,24983,16389,6009,2328,2083,3908,15002,20198,1545329.3,15.88847842
E09000010,105493,15595,21813,18208,12713,4387,1895,1558,1940,12362,15022,902768.2,11.5578
E09000011,86199,11797,16433,16988,9393,2948,2165,1268,2037,9610,13560,814333.6,12.91998287
E09000012,103604,14878,16563,18512,16396,4208,1879,3197,3519,11963,12489,1197753.2,15.13231757
E09000013,124530,14435,18605,24757,30516,6284,2810,3400,5230,10416,8077,1798778.4,16.96368626
E09000014,81001,10606,14571,12534,8524,2755,766,1017,1404,12465,16359,605642.8,11.60746689
E09000015,73804,11724,14923,11045,6375,2441,1160,775,1405,11574,12382,570531.5,11.44542409
E09000016,84726,12849,17867,13171,10099,4442,2221,1241,1495,8705,12636,747258,11.78919303
E09000017,164963,17796,26685,35965,27789,12714,5853,4532,10233,11229,12167,2993366.3,21.14452026
E09000018,128880,16986,22961,24539,20533,7711,3857,2863,5204,11139,13087,1747721.1,16.69999331
E09000019,167159,13800,25202,38255,37439,10524,4953,8093,10057,10122,8714,3008635.6,20.2843497
E09000020,116546,12076,19079,24603,27715,4778,2098,2763,4268,13510,5656,1513104.3,15.53814233
E09000021,72450,11777,14255,14476,8999,2853,1320,962,1986,8942,6880,729597.3,12.88403793
E09000022,137664,14166,20766,28651,25597,5636,2722,4320,5533,13862,16411,1787069.4,16.64077437
E09000023,78895,11890,14378,13111,8608,1870,1019,1029,1312,11413,14265,571055.9,10.73070447
E09000024,75223,10119,15317,14115,7976,2697,1058,1218,2167,9455,11101,756260.2,13.8339437
E09000025,103887,14060,17362,17389,13409,4267,2223,2272,2746,8944,21215,1091358.5,14.80249702
E09000026,78894,12231,15766,12898,6702,2474,1613,1107,1062,11029,14012,556326.4,10.33046256
E09000027,78387,10809,14203,13952,10338,3065,1478,1086,2012,13870,7574,761379.7,13.37090951
E09000028,183496,16025,24349,39806,41361,10633,5457,9178,10113,12303,14271,3102395.7,19.77030436
E09000029,72286,13371,16460,11407,5981,2209,847,971,2302,8738,10000,729728.3,13.62755472
E09000030,234726,21609,29628,44609,61800,19328,9566,15852,13057,9046,10231,4394684,20.39779252
E09000031,79221,12433,13311,12216,7258,2638,1149,1267,1443,9193,18313,614227.3,11.87715943
E09000032,117924,15408,20991,23471,17565,3665,1443,1902,2989,16634,13856,1120802.4,12.81883935
E09000033,579739,24264,77307,155873,158729,39524,22013,33585,45278,15542,7624,12668693.1,22.76196132
W06000001,24405,4608,2422,3261,3910,1979,659,332,769,4026,2439,302994.9,16.88934783
W06000002,57626,10082,6055,8504,8425,4962,2540,2005,1785,8546,4722,739809.2,16.67814599
W06000003,45201,8853,7113,6853,5590,2868,1239,1236,747,6743,3959,426139.2,12.3522189
W06000004,41357,8108,4969,7051,6138,3574,1373,1036,686,5136,3286,434923.3,13.20550478
W06000005,72020,10014,10315,14950,14075,5635,2225,1589,1778,6577,4862,887443.5,14.64887506
W06000006,60837,9848,13135,12498,8822,2759,1460,1293,1662,5324,4036,676321.2,13.13831808
W06000008,32426,6326,3030,4071,3812,2168,1169,1118,1110,6780,2842,367711.8,16.1248816
W06000009,52951,10401,5523,7093,8349,3044,1074,932,2114,9395,5026,705671.4,18.31485596
W06000010,73870,13203,8752,8353,13050,6856,2454,1645,1373,11630,6554,777613.1,13.96424775
W06000011,110469,18353,24546,25607,16894,4245,1561,2165,2108,8228,6762,1141029.4,11.95057971
W06000012,51434,8986,8585,9629,10066,3120,1034,1385,522,4081,4026,501048,11.56433633
W06000013,60466,10502,9531,9922,11038,6132,2697,909,599,4813,4323,648111.6,12.62637054
W06000014,45574,9755,6936,7421,6265,2612,967,692,908,5886,4132,462113.3,12.9967741
W06000015,199702,32077,45366,39939,30027,14748,6282,3924,4335,11998,11006,2275605.8,12.87850344
W06000016,82073,13170,13576,15998,16831,4491,1032,737,807,6778,8653,720367.8,10.80951652
W06000018,58647,11418,10708,11063,10509,2288,549,457,824,5347,5484,505684.6,10.57563577
W06000019,22021,4951,5319,3513,2766,832,387,208,407,1660,1978,203237.5,11.05573084
W06000020,38863,7500,8315,7567,6115,2552,546,377,479,2582,2830,335126.5,10.01842994
W06000021,38064,7179,2664,4804,6716,3301,1797,763,892,6619,3329,442657,15.74395362
W06000022,73360,11272,16715,12678,14472,5418,1719,816,1481,4728,4061,797866.9,12.35642781
W06000023,60142,11913,4770,5742,7382,4130,1912,2114,2570,13621,5988,705684.4,17.41012015
W06000024,24856,5684,5317,3986,3594,1440,768,289,169,1680,1929,201205.8,9.469845155
E02000001,356706,11090,36759,89664,93487,33971,22450,37399,30946,687,253,9028176.1,25.37672543
E02000002,1130,133,185,193,62,20,15,8,8,157,349,5688.1,9.115544872
E02000003,3620,553,804,631,356,180,140,67,56,311,522,31818,11.41657696
E02000004,1508,210,361,187,147,35,35,20,14,181,318,8973.5,8.89345887
E02000005,1545,243,222,186,131,38,25,9,13,223,455,7891.5,9.102076125
E02000007,3664,666,1088,531,442,161,87,31,46,180,432,28725,9.411861075
E02000008,2356,544,412,258,156,46,36,23,24,249,608,12445.7,8.302668446
E02000009,1168,143,145,93,42,12,13,9,4,225,482,3325.3,7.213232104
E02000010,1504,266,276,146,96,43,26,10,11,175,455,7294.8,8.346453089
E02000011,2785,396,659,448,368,143,106,48,50,189,378,26172.6,11.80009017
E02000012,1900,298,215,203,175,51,30,12,11,311,594,9303.8,9.350552764
E02000013,1289,212,157,169,63,25,20,5,5,186,447,4989.5,7.605945122
E02000014,1836,386,296,212,114,43,28,10,9,223,515,7871,7.16848816
E02000015,1333,263,244,150,63,32,11,8,9,158,395,5476.4,7.021025641
E02000016,7136,992,1582,1609,1173,392,290,227,186,188,497,93244.5,14.45427066
E02000017,1704,207,221,191,161,31,32,24,9,267,561,8316.2,9.493378995
E02000018,1206,131,146,107,67,23,18,19,4,200,491,4876.3,9.468543689
E02000019,4262,502,851,931,651,278,202,81,90,180,496,46708.6,13.02526492
E02000020,4988,414,1191,1122,783,309,191,103,106,262,507,55241.1,13.09341076
E02000021,6053,446,982,1401,1021,716,508,192,113,234,440,84823.3,15.76934374
E02000022,2425,256,424,486,285,116,68,51,41,218,480,21798.6,12.62223509
E02000023,2634,311,541,521,370,169,119,64,40,178,321,26678.1,12.49559719
E02000024,5670,965,880,1197,876,233,87,81,94,752,505,49295,11.17040562
E02000025,1870,209,173,308,206,46,16,20,16,477,399,10163.7,10.2250503
E02000026,1104,109,122,139,58,16,7,6,8,335,304,3864,8.309677419
E02000027,4111,414,576,1015,927,186,77,32,41,399,444,35632.8,10.90354957
E02000028,2254,305,246,425,341,80,39,48,49,428,293,21448.2,13.99099804
E02000029,2668,502,363,441,293,80,49,46,36,393,465,19877.9,10.98226519
E02000030,2495,171,337,355,307,137,58,17,45,713,355,20684.3,14.49495445
E02000031,3976,634,808,828,503,137,70,38,120,499,339,46215.1,14.72756533
E02000032,1432,167,164,167,80,23,5,6,19,414,387,6384.9,10.11870048
E02000033,3970,363,709,952,606,206,96,56,83,418,481,40405.4,13.15708238
E02000034,2040,224,268,267,181,68,38,19,36,491,448,15151,13.76112625
E02000035,2504,347,414,456,214,59,13,20,38,515,428,15124.8,9.689173607
E02000036,2026,215,171,202,129,105,24,12,16,572,580,11279.3,12.90537757
E02000037,2010,303,219,232,153,24,10,6,6,607,450,6570.6,6.894648478
E02000038,2799,361,358,416,271,81,38,19,12,589,654,13595.3,8.737339332
E02000039,2855,388,450,464,370,132,69,37,84,555,306,30360.2,15.22577733
E02000040,4021,546,1271,653,518,122,74,43,73,444,277,32999.8,9.999939394
E02000041,4515,986,838,887,472,133,79,41,47,494,538,31169.4,8.949009475
E02000042,4995,850,1045,943,533,169,58,42,86,603,666,40676.1,10.9168277
E02000043,1202,71,45,53,78,28,10,8,36,513,360,9008.3,27.38085106
E02000044,1683,238,190,217,122,63,19,12,16,314,492,9436.2,10.75963512
E02000045,2481,368,361,329,214,42,21,19,25,520,582,13322.5,9.660986222
E02000046,3090,426,492,629,401,116,43,41,46,445,451,24962.8,11.37775752
E02000047,3399,548,492,573,380,95,51,20,25,401,814,19890.6,9.107417582
E02000048,2281,263,326,249,148,52,14,15,15,704,495,10128.2,9.360628466
E02000049,2586,227,215,342,417,282,66,61,345,235,396,81627.8,41.75335038
E02000050,3095,376,407,515,403,111,43,39,141,469,591,41106.4,20.19970516
E02000051,4881,515,721,1091,919,265,73,67,101,730,399,50147.1,13.36543177
E02000052,3361,315,432,551,394,145,65,97,218,537,607,59865.6,27.002977
E02000053,6353,689,773,1115,1295,553,410,299,213,334,672,96993.2,18.13974191
E02000054,2394,200,261,339,433,88,32,25,51,435,530,20390.1,14.26878936
E02000055,5792,914,1019,1131,873,233,88,70,102,656,706,49976.4,11.2813544
E02000056,2679,217,419,432,267,57,20,19,52,907,289,22308.2,15.04261632
E02000057,2107,348,263,289,173,50,18,10,22,442,492,11091.6,9.455754476
E02000058,3616,571,521,613,404,81,28,29,43,858,468,22950.2,10.0219214
E02000059,3873,448,745,695,539,156,58,34,72,421,705,34367.8,12.51103021
E02000060,2819,472,305,410,268,66,20,6,40,725,507,16053.8,10.11581601
E02000061,3668,441,641,743,468,114,32,63,87,677,402,33548.7,12.95816918
E02000062,7652,952,2066,2035,1195,276,137,123,140,269,459,77037.5,11.1261554
E02000063,1338,166,151,96,82,21,7,9,2,324,480,3874.7,7.255992509
E02000064,1447,177,196,180,109,34,5,5,20,354,367,7138.3,9.832369146
E02000065,2874,329,669,475,383,107,94,60,50,303,404,26991,12.45546839
E02000066,1626,157,209,171,90,36,46,24,172,275,446,40805.9,45.08939227
E02000067,3267,450,685,592,482,132,103,40,46,275,462,28262.2,11.17083004
E02000068,4939,708,1164,1066,714,308,178,88,148,232,333,57442.8,13.13278464
E02000069,1292,224,210,159,103,37,20,9,10,211,309,6270.6,8.12253886
E02000070,1027,138,88,33,17,14,4,5,6,291,431,2072.6,6.795409836
E02000071,2018,532,363,221,187,42,26,12,9,223,403,10043.5,7.215158046
E02000072,3509,416,708,669,422,225,122,67,106,296,478,39683.8,14.50961609
E02000073,1520,247,208,82,47,23,17,4,3,361,528,3755.7,5.951980983
E02000074,1554,188,177,246,164,91,43,34,52,217,342,15609.2,15.68763819
E02000075,1366,234,178,102,63,20,8,4,11,335,411,4747.6,7.657419355
E02000077,1408,214,240,118,77,26,15,7,11,275,425,5415.3,7.648728814
E02000078,1137,201,152,66,38,18,5,2,1,265,389,2680,5.548654244
E02000079,8226,1373,3068,1327,913,349,195,119,125,352,405,67900.6,9.090989423
E02000080,3239,661,811,501,273,69,48,15,17,357,487,16942.8,7.074237996
E02000081,2584,313,597,405,297,161,67,22,47,288,387,21438.1,11.23001572
E02000082,2001,264,349,276,116,48,24,12,13,343,556,8583.7,7.789201452
E02000083,5895,814,1487,1122,825,434,178,110,124,344,457,59646.4,11.70914802
E02000084,2139,276,379,161,132,33,11,6,26,507,608,9101.8,8.888476563
E02000085,1760,272,271,194,136,32,18,7,10,308,512,7800.9,8.298829787
E02000086,1472,336,205,122,79,24,9,9,16,288,384,5933.8,7.41725
E02000087,2112,272,496,235,204,71,42,13,46,372,361,16519.9,11.97962292
E02000088,1175,120,125,78,30,11,14,4,6,316,471,2944.8,7.589690722
E02000089,1204,95,140,171,34,3,6,3,3,324,425,2943.1,6.468351648
E02000090,6096,1181,1354,1516,657,245,184,69,114,366,410,57855.8,10.87515038
E02000091,3887,384,779,1060,376,168,87,53,82,452,446,36041.5,12.05804617
E02000092,4545,241,820,1271,715,368,251,135,220,214,310,79016.1,19.650858
E02000093,3553,604,504,443,365,229,33,35,79,378,883,30110.6,13.13726003
E02000094,3622,474,685,515,417,275,77,40,44,318,777,29131.7,11.5281757
E02000095,2888,528,512,464,205,58,22,16,20,376,687,13810.1,7.567178082
E02000096,1926,319,347,218,97,29,6,4,8,459,439,6712.4,6.529571984
E02000097,2024,207,301,218,160,58,32,12,19,316,701,11257.2,11.17894737
E02000098,1861,144,304,293,126,22,8,10,7,378,569,7227.3,7.907330416
E02000099,2772,376,629,380,171,79,19,26,31,373,688,16123,9.42314436
E02000100,6410,927,1839,1280,979,327,91,64,109,407,387,57632.5,10.26219729
E02000101,3090,367,726,426,370,178,31,17,33,351,591,21967.8,10.22709497
E02000102,1708,156,248,194,164,47,16,17,48,216,602,13136.6,14.76022472
E02000103,4955,537,1071,1081,778,206,93,101,133,337,618,52274.7,13.068675
E02000104,1811,247,322,248,181,64,19,14,23,272,421,11873.5,10.62030411
E02000105,2006,262,332,289,118,51,9,10,14,359,562,9003.2,8.297880184
E02000106,3903,489,571,568,567,206,57,87,94,313,951,35706.9,13.53046609
E02000107,2721,274,258,381,234,72,32,35,38,537,860,17278.2,13.05
E02000108,823,62,43,17,13,5,1,3,1,261,417,972.1,6.704137931
E02000109,8614,994,1906,1864,1494,629,198,203,378,333,615,127792.2,16.66999739
E02000110,1356,154,80,71,48,12,4,0,1,377,609,2057.9,5.561891892
E02000111,3337,501,552,663,393,129,49,62,73,376,539,28287.3,11.67931462
E02000112,5163,708,1039,1061,760,277,98,93,121,310,696,51096.6,12.29170075
E02000113,3579,580,846,693,468,155,48,43,102,228,416,39631.1,13.50293015
E02000114,2261,319,245,297,199,41,12,27,13,384,724,10261.1,8.899479618
E02000115,1414,113,94,121,79,9,7,7,13,459,512,5065.3,11.43408578
E02000116,3123,552,527,516,356,103,26,21,68,290,664,23849.8,10.99575841
E02000117,2801,405,390,459,342,84,31,39,60,298,693,22898.5,12.65110497
E02000118,3321,438,470,657,478,190,51,46,97,286,608,33147.4,13.65776679
E02000119,11908,1129,3107,3176,2186,775,253,347,456,185,294,174695.4,15.2852743
E02000120,2756,325,304,450,311,73,31,26,45,560,631,19412.2,12.40396166
E02000121,5186,746,994,1242,661,373,114,90,116,309,541,54658.5,12.60574262
E02000122,1987,294,171,234,164,27,3,19,20,591,464,9014.7,9.672424893
E02000123,4155,565,658,504,484,119,33,52,37,592,1111,24195.9,9.867822186
E02000124,4590,674,523,776,741,182,82,117,115,718,662,44114.3,13.74277259
E02000125,1928,123,117,104,64,32,6,9,19,669,785,6496.6,13.70590717
E02000126,1669,290,254,260,176,31,8,9,17,240,384,9274.3,8.87492823
E02000127,1415,230,195,193,63,25,17,8,11,278,395,6206,8.363881402
E02000128,1913,317,313,312,119,38,27,5,22,384,376,9698.3,8.411361665
E02000130,3516,587,604,616,457,149,83,91,84,439,406,34210.9,12.80827405
E02000131,2056,273,264,260,175,41,11,16,29,455,532,11540.3,10.79541628
E02000132,4125,694,1110,744,476,127,63,60,73,382,396,33317.7,9.954496564
E02000133,2512,263,543,455,172,51,39,15,31,653,290,15240.6,9.713575526
E02000134,6331,896,1605,1513,735,185,209,75,126,545,442,58211.9,10.89294536
E02000135,2342,462,318,360,261,59,20,19,25,311,507,14530.6,9.534514436
E02000136,1795,173,439,387,170,56,33,9,15,286,227,11872.7,9.261076443
E02000137,1372,162,154,141,71,17,26,5,16,437,343,6570.1,11.09814189
E02000138,2203,310,489,347,160,38,25,21,25,475,313,12535.6,8.859081272
E02000139,1983,346,287,288,178,49,25,23,43,380,364,14831.3,11.97037934
E02000140,3070,325,390,603,475,205,149,86,229,231,377,68442.7,27.79963444
E02000141,1472,195,207,226,111,30,10,5,12,299,377,7075.8,8.88919598
E02000142,4012,423,953,1085,387,87,117,50,80,470,360,33816.9,10.62756128
E02000144,14700,1808,3600,4035,2387,623,660,302,417,487,381,181698.8,13.13611914
E02000145,3359,458,767,722,465,142,88,46,48,274,349,29784.3,10.88607456
E02000146,3044,363,560,634,361,112,71,32,80,444,387,28855.3,13.03899684
E02000147,1250,154,149,80,22,5,3,4,14,478,341,4591.7,10.65359629
E02000148,2010,308,460,306,166,61,37,14,19,391,248,11916.6,8.69190372
E02000149,3243,527,403,579,532,181,173,67,103,283,395,39138.4,15.25863548
E02000150,3044,296,635,700,436,81,39,33,32,410,382,23127.8,10.26989343
E02000151,1177,189,172,89,43,11,3,2,5,385,278,3286.2,6.393385214
E02000152,1831,205,387,385,171,48,23,8,16,237,351,10710.4,8.616572808
E02000153,1181,163,95,65,26,2,6,3,1,430,390,1691.8,4.686426593
E02000154,5507,1204,895,1062,926,282,167,86,138,432,315,59498.1,12.49960084
E02000155,1112,154,101,121,77,27,20,4,12,269,327,4817.3,9.335852713
E02000156,3703,792,773,605,233,50,22,20,18,684,506,16438,6.541185834
E02000157,1459,239,154,195,113,35,26,6,20,363,308,7196.1,9.132106599
E02000158,1093,161,96,106,116,29,6,3,5,281,290,4305.7,8.248467433
E02000159,3078,301,696,667,332,149,51,31,64,475,312,27429.7,11.97280663
E02000160,2798,440,480,581,217,46,45,24,47,511,407,21233.2,11.29425532
E02000161,1477,202,174,158,142,35,3,11,5,387,360,5822.1,7.975479452
E02000162,4595,553,1103,1190,792,173,102,40,61,313,268,41923,10.44419532
E02000163,2866,421,409,484,477,107,63,31,35,509,330,21526.4,10.61983226
E02000165,1541,194,66,157,121,43,20,16,15,485,424,7654,12.11075949
E02000166,3101,364,571,557,380,81,26,48,83,681,310,28331,13.42701422
E02000167,3845,513,712,694,471,107,32,39,87,935,255,33837.6,12.74485876
E02000168,5494,680,901,1089,1037,234,98,141,244,690,380,76620.9,17.31937161
E02000169,2121,194,294,301,252,48,11,27,42,725,227,14864.2,12.71531223
E02000170,2264,307,255,311,269,65,28,32,34,560,403,14968.9,11.50568793
E02000171,2314,302,278,290,322,61,17,32,34,633,345,16926.8,12.66976048
E02000172,4975,630,746,1031,1028,212,92,145,240,453,398,77206.8,18.72133851
E02000173,10765,1454,2189,2552,2538,481,155,205,278,684,229,123960.9,12.58230816
E02000174,3056,374,457,522,509,91,28,57,82,531,405,30416.1,14.34721698
E02000175,3949,414,541,861,789,157,65,97,97,474,454,41804.4,13.83793446
E02000176,2045,229,246,325,279,40,12,27,43,595,249,16201.5,13.49000833
E02000177,2355,333,301,518,319,56,19,21,28,425,335,15832.3,9.926206897
E02000178,2190,300,275,327,325,44,11,21,40,426,421,17147.4,12.76798213
