GeographyCode,WP403EW0001,WP403EW0002,WP403EW0003,WP403EW0004,WP403EW0005,WP403EW0006,WP403EW0007,WP403EW0008,WP403EW0009,WP403EW0010,WP403EW0011,WP403EW0012,WP403EW0013,WP403EW0014
E09000019,166557,86295,23173,63122,2559,27159,15532,11627,49099,46581,289,1839,390,1445
E09000020,115730,54042,18750,35292,1867,17267,7917,9350,40406,38185,379,1406,436,2148
E09000021,71894,46846,13592,33254,802,6665,3706,2959,16976,15882,220,690,184,605
E09000022,137176,66628,16914,49714,2177,26660,14470,12190,40451,38119,405,1494,433,1260
E09000023,78719,41077,10558,30519,1074,17045,8585,8460,18832,17543,126,983,180,691
E09000024,75029,44007,12509,31498,794,8986,3866,5120,20572,19481,169,738,184,670
E09000025,103677,49643,13156,36487,1529,17823,10177,7646,33835,32333,142,991,369,847
E09000026,78775,53002,15654,37348,902,7344,4556,2788,16852,15863,118,707,164,675
E09000027,77902,49265,15467,33798,957,7809,3215,4594,19047,17756,315,746,230,824
E09000028,182839,95029,23212,71817,3082,33448,20579,12869,49622,46844,377,1940,461,1658
E09000029,72074,50341,13505,36836,742,8057,4340,3717,12483,11657,142,585,99,451
E09000030,234283,129626,29966,99660,3271,29529,13985,15544,70270,67124,316,2232,598,1587
E09000031,79081,42800,12264,30536,942,11684,6220,5464,23028,21962,160,697,209,627
E09000032,117347,60287,18030,42257,1662,18898,10632,8266,35414,33447,336,1299,332,1086
E09000033,576814,317570,87519,230051,8054,55169,27868,27301,189968,179705,1843,6591,1829,6053
W06000001,24182,17868,6826,11042,61,2330,1889,441,3511,2904,144,334,129,412
W06000002,57042,41106,16793,24313,178,6059,3245,2814,8738,7538,226,793,181,961
W06000003,44576,33018,10996,22022,321,3269,1428,1841,7444,6663,106,553,122,524
W06000004,41132,30982,9895,21087,342,3257,2032,1225,6050,5329,133,514,74,501
W06000005,71918,56001,15593,40408,426,5913,3930,1983,9055,8084,93,773,105,523
W06000006,60669,44154,12860,31294,269,7479,6070,1409,8244,7432,110,611,91,523
W06000008,31906,23199,10563,12636,110,1852,638,1214,6198,5570,87,419,122,547
W06000009,52289,38831,15332,23499,123,5085,3335,1750,7493,6254,311,764,164,757
W06000010,73577,57540,21933,35607,156,5767,4171,1596,9245,7989,165,932,159,869
W06000011,110048,82597,24495,58102,279,11279,7399,3880,14865,13199,133,1393,140,1028
W06000012,51357,40783,12978,27805,81,5388,3670,1718,4747,4124,58,498,67,358
W06000013,60178,48652,12900,35752,138,4126,1410,2716,6866,5956,87,707,116,396
W06000014,44804,34521,9542,24979,97,3244,1850,1394,6592,5559,305,548,180,350
W06000015,198189,142200,36020,106180,810,15020,7599,7421,38759,35677,216,2584,282,1400
W06000016,81901,66608,20201,46407,137,5234,2731,2503,9389,8381,66,856,86,533
W06000018,58566,46526,12912,33614,161,5208,3391,1817,6337,5596,56,610,75,334
W06000019,21978,16644,5229,11415,39,2688,1404,1284,2485,2229,21,198,37,122
W06000020,38800,29929,8140,21789,175,4569,2032,2537,3927,3501,36,330,60,200
W06000021,37839,29123,9922,19201,170,3294,1162,2132,4797,4175,125,422,75,455
W06000022,73232,54705,13984,40721,416,7232,3673,3559,10411,9448,82,763,118,468
W06000023,59679,43228,20208,23020,198,5223,3222,2001,9970,8582,300,878,210,1060
W06000024,24792,18744,5773,12971,49,2877,1448,1429,2957,2675,34,218,30,165
E02000001,356304,228275,55128,173147,3555,18348,9326,9022,103814,99176,466,3519,653,2312
E02000002,1130,654,181,473,9,268,202,66,188,177,1,10,0,11
E02000003,3616,2430,626,1804,27,448,334,114,678,629,7,31,11,33
E02000004,1501,1119,309,810,13,179,129,50,182,169,1,10,2,8
E02000005,1538,979,212,767,10,247,202,45,285,265,0,14,6,17
E02000007,3647,2315,630,1685,38,818,687,131,460,423,5,23,9,16
E02000008,2349,1483,345,1138,30,458,386,72,362,332,5,19,6,16
E02000009,1167,607,126,481,30,228,178,50,295,288,2,3,2,7
E02000010,1503,987,208,779,15,247,221,26,247,230,3,12,2,7
E02000011,2772,1904,467,1437,27,408,296,112,419,385,7,23,4,14
E02000012,1899,1349,331,1018,9,171,138,33,357,331,2,21,3,13
E02000013,1286,776,136,640,14,259,218,41,231,210,4,16,1,6
E02000014,1826,1027,215,812,8,440,367,73,338,322,4,6,6,13
E02000015,1328,670,148,522,29,349,281,68,277,261,4,10,2,3
E02000016,7133,4202,1050,3152,103,1268,899,369,1527,1423,10,79,15,33
E02000017,1701,928,228,700,16,192,132,60,553,518,2,28,5,12
E02000018,1205,673,116,557,15,257,211,46,255,234,0,16,5,5
E02000019,4256,2527,581,1946,55,907,673,234,743,710,4,24,5,24
E02000020,4983,2951,756,2195,70,1002,760,242,926,866,4,51,5,34
E02000021,6050,4580,1196,3384,35,676,499,177,735,688,8,32,7,24
E02000022,2415,1166,280,886,52,628,541,87,555,504,1,26,24,14
E02000023,2633,1510,386,1124,23,605,456,149,479,446,2,26,5,16
E02000024,5655,3907,1245,2662,58,568,323,245,1051,987,15,38,11,71
E02000025,1868,1252,394,858,10,206,126,80,380,367,0,12,1,20
E02000026,1100,827,272,555,11,56,31,25,185,172,0,5,8,21
E02000027,4104,2584,828,1756,70,632,397,235,778,716,14,38,10,40
E02000028,2253,1541,451,1090,24,207,123,84,462,437,4,16,5,19
E02000029,2663,1817,594,1223,26,252,151,101,541,518,4,16,3,27
E02000030,2491,1699,606,1093,35,264,159,105,450,432,6,9,3,43
E02000031,3969,2692,923,1769,40,355,203,152,836,768,16,33,19,46
E02000032,1432,1031,354,677,15,59,34,25,304,292,3,8,1,23
E02000033,3970,2650,808,1842,67,487,265,222,737,709,3,23,2,29
E02000034,2040,1292,427,865,17,213,129,84,499,472,3,20,4,19
E02000035,2495,1545,544,1001,17,216,117,99,682,641,9,18,14,35
E02000036,2025,1216,346,870,19,212,107,105,544,516,3,20,5,34
E02000037,2009,1376,482,894,17,218,134,84,371,357,1,13,0,27
E02000038,2797,1648,486,1162,24,306,159,147,773,739,2,28,4,46
E02000039,2848,1968,646,1322,29,258,152,106,556,523,5,20,8,37
E02000040,3996,2104,726,1378,26,479,274,205,930,861,36,18,15,457
E02000041,4507,2663,859,1804,43,516,330,186,1236,1196,9,22,9,49
E02000042,4978,2951,969,1982,44,544,313,231,1377,1296,18,49,14,62
E02000043,1201,801,280,521,8,51,35,16,333,320,0,9,4,8
E02000044,1682,942,269,673,18,266,165,101,448,418,6,22,2,8
E02000045,2479,1419,405,1014,36,369,228,141,616,573,5,25,13,39
E02000046,3088,1670,571,1099,23,321,183,138,1045,998,0,33,14,29
E02000047,3394,1881,536,1345,46,509,342,167,914,873,8,26,7,44
E02000048,2280,1528,525,1003,23,142,69,73,565,532,9,20,4,22
E02000049,2577,1310,418,892,47,609,369,240,587,542,6,31,8,24
E02000050,3082,1738,517,1221,32,365,169,196,912,864,7,29,12,35
E02000051,4873,2947,1071,1876,45,469,232,237,1329,1260,9,51,9,83
E02000052,3358,1937,591,1346,34,344,213,131,1007,965,4,32,6,36
E02000053,6332,4000,1111,2889,128,596,298,298,1561,1467,13,51,30,47
E02000054,2379,1378,480,898,18,169,81,88,793,749,16,25,3,21
E02000055,5781,3288,1118,2170,49,531,310,221,1829,1746,10,47,26,84
E02000056,2673,1719,742,977,21,223,129,94,644,608,4,21,11,66
E02000057,2103,1098,418,680,9,156,79,77,806,783,4,15,4,34
E02000058,3613,2183,854,1329,46,300,157,143,1035,982,5,33,15,49
E02000059,3869,2073,655,1418,51,490,316,174,1226,1185,6,25,10,29
E02000060,2815,1540,578,962,20,178,99,79,1024,977,5,29,13,53
E02000061,3659,1964,771,1193,35,358,176,182,1244,1184,10,33,17,58
E02000062,7587,3954,1352,2602,85,1360,771,589,2121,2024,12,57,28,67
E02000063,1337,663,258,405,13,128,63,65,515,494,2,12,7,18
E02000064,1444,686,294,392,13,209,147,62,503,472,5,22,4,33
E02000065,2873,1740,369,1371,33,418,135,283,665,614,3,39,9,17
E02000066,1626,942,221,721,16,396,68,328,263,241,1,18,3,9
E02000067,3267,2059,504,1555,27,495,191,304,664,614,3,33,14,22
E02000068,4933,3079,797,2282,77,881,306,575,868,800,5,48,15,28
E02000069,1292,977,279,698,12,117,26,91,169,148,5,15,1,17
E02000070,1027,829,250,579,12,73,24,49,106,93,3,8,2,7
E02000071,2016,1521,375,1146,24,234,62,172,221,201,2,12,6,16
E02000072,3509,2299,580,1719,33,688,196,492,475,442,1,22,10,14
E02000073,1520,1332,326,1006,9,80,26,54,96,87,0,7,2,3
E02000074,1554,999,217,782,25,321,95,226,203,189,3,9,2,6
E02000075,1366,1172,316,856,6,82,24,58,96,88,0,7,1,10
E02000077,1402,1149,298,851,8,108,31,77,127,111,0,14,2,10
E02000078,1137,965,241,724,9,84,30,54,77,66,0,10,1,2
E02000079,8196,5919,1613,4306,76,1030,381,649,1119,1016,19,73,11,52
E02000080,3233,2339,621,1718,32,382,154,228,455,412,4,34,5,25
E02000081,2583,2027,451,1576,33,228,65,163,285,250,10,18,7,10
E02000082,2001,1654,427,1227,11,109,28,81,216,196,3,16,1,11
E02000083,5880,4211,1073,3138,56,772,286,486,802,753,6,39,4,39
E02000084,2139,1807,554,1253,20,119,30,89,182,167,2,12,1,11
E02000085,1760,1436,381,1055,10,112,34,78,191,166,2,20,3,11
E02000086,1468,1244,345,899,10,58,21,37,146,136,1,8,1,10
E02000087,2109,1662,474,1188,15,158,62,96,250,227,2,19,2,24
E02000088,1175,1005,280,725,3,35,14,21,127,111,5,8,3,5
E02000089,1202,993,295,698,8,102,30,72,95,85,1,8,1,4
E02000090,6087,4484,1233,3251,80,587,194,393,903,836,10,50,7,33
E02000091,3886,2880,905,1975,35,463,141,322,476,441,5,25,5,32
E02000092,4542,3216,823,2393,79,649,227,422,575,530,3,38,4,23
E02000093,3547,1944,676,1268,36,449,197,252,1084,1049,3,28,4,34
E02000094,3614,2056,646,1410,39,400,205,195,1091,1028,2,45,16,28
E02000095,2886,1675,623,1052,35,253,102,151,898,853,8,25,12,25
E02000096,1925,1326,482,844,13,100,49,51,453,426,11,14,2,33
E02000097,2020,1168,391,777,22,159,77,82,657,624,3,22,8,14
E02000098,1861,964,345,619,12,146,56,90,725,690,2,20,13,14
E02000099,2771,1316,435,881,41,323,142,181,1058,989,10,32,27,33
E02000100,6328,3910,1264,2646,99,785,248,537,1495,1405,13,35,42,39
E02000101,3087,1553,489,1064,46,547,233,314,907,867,3,23,14,34
E02000102,1703,850,331,519,23,182,62,120,640,595,11,23,11,8
E02000103,4953,2714,914,1800,69,675,351,324,1456,1387,6,50,13,39
E02000104,1809,999,336,663,35,188,74,114,570,528,5,27,10,17
E02000105,2005,1013,264,749,28,193,85,108,749,716,2,27,4,22
E02000106,3901,2081,675,1406,55,469,202,267,1275,1219,5,41,10,21
E02000107,2716,1158,415,743,30,369,163,206,1128,1082,6,27,13,31
E02000108,821,416,124,292,11,54,24,30,329,321,0,7,1,11
E02000109,8581,4776,1440,3336,143,1082,522,560,2517,2406,26,61,24,63
E02000110,1356,641,265,376,11,148,47,101,539,525,1,11,2,17
E02000111,3330,1942,566,1376,36,315,134,181,1008,940,11,51,6,29
E02000112,5154,2843,904,1939,99,710,321,389,1457,1390,16,43,8,45
E02000113,3570,1709,521,1188,61,767,393,374,996,949,3,33,11,37
E02000114,2259,923,333,590,23,329,120,209,958,922,5,16,15,26
E02000115,1410,586,235,351,13,201,103,98,589,565,3,13,8,21
E02000116,3115,1299,418,881,77,651,248,403,1058,1024,5,21,8,30
E02000117,2799,1240,385,855,46,662,239,423,820,797,0,12,11,31
E02000118,3314,1771,482,1289,38,379,192,187,1097,1022,10,52,13,29
E02000119,11880,5868,1583,4285,195,1934,877,1057,3798,3619,15,128,36,85
E02000120,2747,1160,386,774,18,468,215,253,1072,1023,2,34,13,29
E02000121,5179,2904,915,1989,55,637,337,300,1527,1425,12,48,42,56
E02000122,1985,1099,395,704,18,273,120,153,570,548,7,12,3,25
E02000123,4141,1609,483,1126,63,889,310,579,1542,1475,5,37,25,38
E02000124,4581,2257,699,1558,46,614,302,312,1623,1559,8,49,7,41
E02000125,1925,974,319,655,16,216,72,144,702,674,1,22,5,17
E02000126,1663,489,151,338,36,668,453,215,450,429,3,7,11,20
E02000127,1412,894,262,632,16,321,87,234,160,145,6,6,3,21
E02000128,1905,1375,375,1000,12,216,62,154,285,263,7,13,2,17
E02000130,3515,2197,577,1620,43,584,194,390,666,633,6,23,4,25
E02000131,2052,986,262,724,18,364,93,271,663,628,3,28,4,21
E02000132,4095,2614,760,1854,37,551,135,416,853,809,5,33,6,40
E02000133,2502,1967,628,1339,21,198,54,144,289,267,1,18,3,27
E02000134,6304,4232,1188,3044,61,850,253,597,1101,1024,12,51,14,60
E02000135,2342,1085,274,811,32,679,133,546,521,483,11,24,3,25
E02000136,1771,1315,408,907,16,221,62,159,190,172,7,9,2,29
E02000137,1368,975,305,670,8,109,37,72,268,242,13,10,3,8
E02000138,2203,1579,519,1060,19,186,61,125,402,376,1,20,5,17
E02000139,1982,1409,398,1011,23,230,58,172,298,281,2,13,2,22
E02000140,3070,2157,554,1603,39,500,132,368,362,335,2,24,1,12
E02000141,1470,1007,256,751,25,181,46,135,249,227,1,20,1,8
E02000142,3997,2773,793,1980,44,562,174,388,589,541,8,32,8,29
E02000144,14679,10319,2731,7588,166,1678,558,1120,2432,2271,16,131,14,84
E02000145,3353,2253,621,1632,61,568,139,429,458,404,23,28,3,13
E02000146,3037,2213,595,1618,39,301,90,211,456,416,5,33,2,28
E02000147,1248,1056,343,713,7,52,17,35,128,120,0,6,2,5
E02000148,2007,1578,478,1100,16,155,43,112,237,220,1,12,4,21
E02000149,3238,2293,573,1720,40,477,127,350,405,371,3,30,1,23
E02000150,3037,2200,574,1626,39,342,129,213,431,399,9,19,4,25
E02000151,1177,1009,346,663,4,52,8,44,105,96,0,9,0,7
E02000152,1831,1333,388,945,12,301,88,213,170,162,1,7,0,15
E02000153,1180,1072,292,780,2,35,5,30,60,56,2,2,0,11
E02000154,5505,4051,1162,2889,63,684,154,530,668,618,7,26,17,39
E02000155,1112,884,262,622,15,104,25,79,105,94,1,9,1,4
E02000156,3693,2924,943,1981,16,307,134,173,414,373,4,25,12,32
E02000157,1459,1244,379,865,7,62,17,45,139,122,1,13,3,7
E02000158,1093,844,264,580,8,142,12,130,93,84,0,9,0,6
E02000159,3075,2305,700,1605,30,323,97,226,388,352,2,17,17,29
E02000160,2784,2157,650,1507,24,222,117,105,357,320,16,17,4,24
E02000161,1475,1241,371,870,12,92,29,63,119,105,5,7,2,11
E02000162,4589,3345,1043,2302,55,565,113,452,595,551,7,31,6,29
E02000163,2864,2232,689,1543,30,295,68,227,290,259,2,19,10,17
E02000165,1538,1322,336,986,9,77,35,42,122,105,7,8,2,8
E02000166,3099,1693,648,1045,29,609,421,188,717,674,12,24,7,51
E02000167,3822,2007,952,1055,31,464,291,173,1255,1192,17,38,8,65
E02000168,5479,2762,880,1882,88,925,523,402,1639,1558,11,62,8,65
E02000169,2073,1157,560,597,27,206,124,82,619,589,3,21,6,64
E02000170,2257,1201,468,733,21,249,135,114,765,731,7,20,7,21
E02000171,2310,1178,472,706,15,450,293,157,639,603,2,25,9,28
E02000172,4954,2279,656,1623,88,1354,867,487,1188,1128,7,45,8,45
E02000173,10698,5589,1740,3849,210,1854,941,913,2924,2772,31,76,45,121
E02000174,3053,1475,498,977,46,660,445,215,841,798,6,27,10,31
E02000175,3934,1772,586,1186,65,712,405,307,1344,1289,5,39,11,41
E02000176,2029,1045,456,589,18,224,105,119,715,682,5,20,8,27
E02000177,2348,954,317,637,34,574,458,116,757,724,4,26,3,29
E02000178,2187,897,293,604,24,508,287,221,725,688,4,22,11,33
E02000179,1478,686,275,411,13,274,209,65,481,459,2,14,6,24
E02000180,2195,933,344,589,29,563,368,195,634,578,0,40,16,36
E02000181,1279,626,266,360,9,189,90,99,439,418,3,8,10,16
E02000182,3568,1745,580,1165,42,605,389,216,1120,1068,11,38,3,56
E02000183,7101,3475,1116,2359,83,858,474,384,2613,2456,20,107,30,72
E02000184,9914,5087,1290,3797,179,1657,981,676,2920,2776,12,108,24,71
E02000185,2531,992,306,686,34,713,479,234,767,729,1,28,9,25
E02000186,24067,13543,3445,10098,388,2971,1691,1280,6969,6570,90,233,76,196
E02000187,7777,3689,1016,2673,129,1682,1038,644,2207,2109,14,57,27,70
E02000188,7883,4377,1093,3284,123,1239,768,471,2088,1988,12,71,17,56
E02000189,5134,2445,683,1762,89,989,545,444,1542,1449,6,70,17,69
E02000190,10028,5375,1487,3888,162,1612,938,674,2745,2606,17,95,27,134
E02000191,40496,22475,6165,16310,626,3679,1945,1734,13407,12700,76,538,93,309
E02000192,30819,17792,4573,13219,491,3027,1598,1429,9310,8810,72,365,63,199
E02000193,68502,39359,10782,28577,1067,5684,2928,2756,21850,20733,107,847,163,542
E02000194,2835,1525,414,1111,36,452,226,226,786,729,11,31,15,36
E02000195,1668,1156,343,813,21,132,66,66,346,325,1,15,5,13
E02000196,1810,1089,279,810,21,209,111,98,482,453,3,20,6,9
E02000197,1821,994,277,717,20,218,125,93,570,545,2,19,4,19
E02000198,1680,1027,277,750,20,254,107,147,373,349,4,12,8,6
E02000199,1225,764,176,588,11,123,44,79,312,291,4,17,0,15
E02000200,2227,1398,327,1071,27,263,104,159,524,496,3,20,5,15
E02000201,1949,1045,224,821,18,349,158,191,517,489,1,23,4,20
E02000202,1367,865,252,613,15,110,57,53,355,336,1,15,3,22
E02000203,2759,1609,449,1160,51,433,212,221,642,608,4,21,9,24
E02000204,1837,1131,313,818,19,202,98,104,462,442,2,18,0,23
E02000206,3792,2209,532,1677,51,690,329,361,819,773,5,35,6,23
E02000207,1914,1264,326,938,34,295,113,182,311,295,0,11,5,10
E02000208,4793,2876,767,2109,110,672,308,364,1101,1048,12,29,12,34
E02000209,2199,1279,317,962,27,323,128,195,559,525,3,19,12,11
E02000210,1366,922,238,684,23,151,58,93,259,245,2,9,3,11
E02000211,1348,1129,286,843,3,90,34,56,121,108,3,9,1,5
E02000212,3697,2098,547,1551,45,644,328,316,885,837,0,38,10,25
E02000213,6990,3896,967,2929,88,1172,594,578,1771,1656,13,79,23,63
E02000214,1447,1075,309,766,21,106,39,67,232,218,2,10,2,13
E02000215,3619,2033,546,1487,58,420,199,221,1061,1008,6,35,12,47
E02000216,1241,762,292,470,8,93,46,47,360,347,1,11,1,18
E02000217,7779,4331,1119,3212,106,1385,684,701,1898,1775,9,96,18,59
E02000218,1023,705,214,491,4,199,129,70,100,91,3,1,5,15
E02000219,1998,1540,485,1055,10,175,81,94,245,233,3,5,4,28
E02000220,16727,10536,2676,7860,239,1944,909,1035,3897,3687,25,149,36,111
E02000221,5339,3323,806,2517,62,831,443,388,1081,986,38,46,11,42
E02000222,2770,1754,496,1258,29,357,178,179,599,567,8,17,7,31
E02000223,756,349,93,256,6,342,261,81,55,51,0,3,1,4
E02000224,2858,1965,557,1408,38,273,119,154,564,529,2,28,5,18
E02000225,1529,1005,254,751,7,368,237,131,142,134,0,8,0,7
E02000226,2088,1678,514,1164,8,160,94,66,226,205,11,9,1,16
E02000227,2107,1568,412,1156,19,239,146,93,266,233,5,27,1,15
E02000228,1580,1268,450,818,8,93,50,43,192,182,5,5,0,19
E02000229,1624,907,225,682,19,459,293,166,220,205,3,11,1,19
E02000230,4049,2789,813,1976,56,385,219,166,778,744,9,24,1,41
E02000231,2061,1619,507,1112,16,148,74,74,264,231,3,19,11,14
E02000232,1301,1031,307,724,6,122,81,41,128,120,4,4,0,14
E02000233,1453,1092,263,829,16,146,80,66,188,171,2,14,1,11
E02000234,3420,2472,616,1856,53,298,161,137,564,527,1,32,4,33
E02000235,1688,1295,348,947,11,134,70,64,245,233,2,9,1,3
E02000236,1554,1278,355,923,17,110,61,49,148,142,2,4,0,1
E02000237,1711,1387,385,1002,17,131,76,55,162,139,12,9,2,14
E02000238,3466,2010,558,1452,32,279,149,130,1115,1071,5,33,6,30
E02000239,1735,877,239,638,15,94,52,42,738,717,4,11,6,11
E02000240,1667,938,237,701,30,289,184,105,403,386,1,12,4,7
E02000241,2090,1287,341,946,26,232,122,110,510,482,6,19,3,35
E02000242,2817,1715,536,1179,38,208,120,88,836,786,2,41,7,20
E02000243,6061,3777,1096,2681,76,633,347,286,1532,1451,16,46,19,43
E02000244,4061,2344,720,1624,52,375,208,167,1259,1183,8,58,10,31
E02000245,1214,606,130,476,28,225,134,91,346,329,1,8,8,9
E02000246,1178,720,205,515,12,198,154,44,234,224,1,6,3,14
E02000247,1921,1004,253,751,37,268,135,133,597,558,5,29,5,15
E02000248,6052,3045,868,2177,102,501,259,242,2347,2237,16,74,20,57
E02000249,3072,1594,501,1093,52,454,286,168,934,893,4,28,9,38
E02000250,1294,865,299,566,6,101,64,37,307,293,1,7,6,15
E02000251,1129,654,190,464,20,63,33,30,376,358,0,17,1,16
E02000252,17849,9091,2562,6529,282,2537,1214,1323,5794,5534,23,185,52,145
