GeographyCode,WP703EW0001,WP703EW0002,WP703EW0003,WP703EW0004,WP703EW0005,WP703EW0006,WP703EW0007,WP703EW0008,WP703EW0009,WP703EW0010,WP703EW0011,WP703EW0012
E02000023,2634,178,220,113,240,6,28,1496,107,68,166,12
E02000024,5670,752,324,166,792,24,50,2785,179,46,531,21
E02000025,1870,477,121,72,195,15,11,804,40,12,113,10
E02000026,1104,335,86,31,53,21,3,478,17,11,57,12
E02000027,4111,399,227,88,664,25,23,2256,123,22,263,21
E02000028,2254,428,165,102,217,12,21,1080,64,22,135,8
E02000029,2668,393,110,120,229,13,16,1433,77,8,252,17
E02000030,2495,713,161,102,238,15,15,1016,72,35,114,14
E02000031,3976,499,306,143,524,9,19,2023,104,41,291,17
E02000032,1432,414,157,36,105,24,3,543,34,25,76,15
E02000033,3970,418,379,166,407,20,22,2219,91,59,174,15
E02000034,2040,491,167,63,230,19,23,852,33,19,136,7
E02000035,2504,515,257,53,261,8,9,1102,59,18,206,16
E02000036,2026,572,171,87,239,34,15,718,68,12,98,12
E02000037,2010,607,158,31,143,39,3,803,62,11,136,17
E02000038,2799,589,257,120,403,30,22,1078,44,28,211,17
E02000039,2855,555,156,198,305,15,19,1347,64,21,164,11
E02000040,4021,444,288,103,755,14,36,1716,165,93,383,24
E02000041,4515,494,401,153,861,16,32,1915,125,41,454,23
E02000042,4995,603,489,146,837,13,22,2140,115,62,550,18
E02000043,1202,513,168,53,74,7,11,306,13,16,35,6
E02000044,1683,314,180,99,168,10,16,713,31,16,128,8
E02000045,2481,520,167,58,378,16,25,1061,41,25,178,12
E02000046,3090,445,465,104,468,12,21,1183,49,47,283,13
E02000047,3399,401,403,124,519,17,12,1584,76,23,228,12
E02000048,2281,704,203,58,189,11,12,896,54,24,115,15
E02000049,2586,235,399,253,313,11,25,1010,70,61,198,11
E02000050,3095,469,421,100,345,10,36,1310,56,55,280,13
E02000051,4881,730,836,323,580,12,33,1811,108,94,331,23
E02000052,3361,537,556,138,304,11,31,1422,66,70,205,21
E02000053,6353,334,849,404,523,20,81,3525,121,106,374,16
E02000054,2394,435,335,185,299,5,16,870,45,51,138,15
E02000055,5792,656,698,252,767,13,33,2638,124,59,512,40
E02000056,2679,907,262,78,264,7,21,898,46,47,129,20
E02000057,2107,442,271,69,259,6,16,761,39,23,205,16
E02000058,3616,858,408,129,397,11,26,1356,76,47,282,26
E02000059,3873,421,351,174,593,14,25,1835,146,55,240,19
E02000060,2819,725,349,64,337,13,14,964,53,25,261,14
E02000061,3668,677,635,211,604,6,22,1127,68,55,235,28
E02000062,7652,269,663,317,2253,14,53,3254,232,68,499,30
E02000063,1338,324,158,53,225,11,12,424,24,17,79,11
E02000064,1447,354,177,55,257,7,8,432,39,23,83,12
E02000065,2874,303,113,219,411,7,17,1502,119,31,135,17
E02000066,1626,275,67,164,153,6,14,820,36,9,75,7
E02000067,3267,275,55,234,349,14,46,1839,160,47,228,20
E02000068,4939,232,63,259,620,15,47,3026,250,66,338,23
E02000069,1292,211,15,82,76,15,10,727,42,15,93,6
E02000070,1027,291,25,90,46,32,7,437,28,7,52,12
E02000071,2018,223,17,110,139,22,13,1091,85,26,284,8
E02000072,3509,296,37,259,234,20,37,2214,150,87,159,16
E02000073,1520,361,20,120,55,37,7,743,43,8,117,9
E02000074,1554,217,24,126,137,5,9,830,84,14,97,11
E02000075,1366,335,14,101,50,38,6,674,36,8,91,13
E02000077,1408,275,22,118,71,25,5,695,35,18,134,10
E02000078,1137,265,4,78,51,16,3,596,35,3,84,2
E02000079,8226,352,69,403,1759,40,54,4342,365,94,724,24
E02000080,3239,357,41,182,498,43,29,1588,125,29,336,11
E02000081,2584,288,21,131,209,19,49,1552,82,77,145,11
E02000082,2001,343,40,149,99,49,13,1092,59,12,128,17
E02000083,5895,344,36,277,444,30,63,3855,329,73,420,24
E02000084,2139,507,17,129,134,49,11,1096,54,13,115,14
E02000085,1760,308,16,95,107,52,18,935,75,13,130,11
E02000086,1472,288,14,94,58,38,12,741,41,20,153,13
E02000087,2112,372,27,150,171,30,17,1120,57,27,130,11
E02000088,1175,316,20,120,38,37,5,535,38,1,51,14
E02000089,1204,324,16,96,127,41,8,492,31,13,41,15
E02000090,6096,366,76,443,796,28,47,3319,234,121,646,20
E02000091,3887,452,36,197,488,35,26,2277,114,41,209,12
E02000092,4545,214,44,201,435,14,52,3170,183,49,166,17
E02000093,3553,378,490,171,511,8,26,1409,90,25,424,21
E02000094,3622,318,372,120,536,10,16,1713,141,33,344,19
E02000095,2888,376,412,124,338,10,9,1175,89,45,303,7
E02000096,1926,459,218,76,188,11,5,772,38,9,142,8
E02000097,2024,316,248,69,263,10,13,907,90,18,81,9
E02000098,1861,378,370,96,173,5,5,685,44,12,85,8
E02000099,2772,373,449,203,339,4,18,1081,72,29,188,16
E02000100,6410,407,1032,311,936,26,28,2733,130,126,664,17
E02000101,3090,351,473,155,596,14,20,1143,61,26,234,17
E02000102,1708,216,240,75,312,7,22,657,51,10,112,6
E02000103,4955,337,448,193,815,10,84,2492,163,77,315,21
E02000104,1811,272,377,140,199,3,14,597,54,14,130,11
E02000105,2006,359,322,108,251,4,18,718,66,19,128,13
E02000106,3903,313,837,238,512,6,55,1524,101,48,246,23
E02000107,2721,537,461,142,453,9,19,818,56,40,161,25
E02000108,823,261,201,47,83,0,5,183,9,7,22,5
E02000109,8614,333,1601,773,1099,17,77,3829,248,84,530,23
E02000110,1356,377,314,73,120,2,17,327,10,36,74,6
E02000111,3337,376,402,276,464,6,19,1380,76,42,284,12
E02000112,5163,310,860,583,834,10,39,1895,134,63,421,14
E02000113,3579,228,348,156,628,5,29,1698,129,65,278,15
E02000114,2261,384,459,135,391,4,24,560,33,30,219,22
E02000115,1414,459,319,83,130,8,8,262,19,29,79,18
E02000116,3123,290,507,213,603,2,44,1024,67,70,282,21
E02000117,2801,298,406,199,436,2,41,1038,66,57,241,17
E02000118,3321,286,463,246,441,12,13,1402,100,39,308,11
E02000119,11908,185,1555,838,1914,22,130,5698,386,378,759,43
E02000120,2756,560,562,257,404,14,28,571,35,88,225,12
E02000121,5186,309,664,301,780,12,68,2219,166,102,546,19
E02000122,1987,591,289,116,197,7,22,470,28,49,200,18
E02000123,4155,592,658,296,848,14,45,1127,92,69,389,25
E02000124,4590,718,1004,599,430,20,59,1022,56,203,459,20
E02000125,1928,669,308,98,195,13,37,391,28,74,95,20
E02000126,1669,240,315,107,343,10,15,385,20,38,178,18
E02000127,1415,278,31,129,115,15,12,613,56,15,141,10
E02000128,1913,384,63,120,186,25,10,870,48,14,176,17
E02000130,3516,439,141,434,377,14,39,1589,86,66,322,9
E02000131,2056,455,135,291,237,8,13,690,34,39,138,16
E02000132,4125,382,183,522,553,12,23,1856,138,55,380,21
E02000133,2512,653,24,183,203,16,9,1216,51,28,118,11
E02000134,6331,545,112,570,1190,17,43,2975,173,125,560,21
E02000135,2342,311,106,226,334,9,21,974,69,22,252,18
E02000136,1795,286,14,113,182,15,9,1001,70,9,87,9
E02000137,1372,437,38,139,110,16,5,503,28,8,74,14
E02000138,2203,475,62,169,169,7,14,1067,54,31,143,12
E02000139,1983,380,111,206,166,4,17,865,36,30,157,11
E02000140,3070,231,17,208,215,18,20,2013,122,30,188,8
E02000141,1472,299,61,177,126,12,13,622,39,20,88,15
E02000142,4012,470,59,307,678,24,26,1983,115,40,286,24
E02000144,14700,487,414,2497,3171,28,119,5956,401,193,1396,38
E02000145,3359,274,34,144,392,8,28,1969,172,40,288,10
E02000146,3044,444,51,212,340,16,15,1601,109,32,216,8
E02000147,1250,478,20,105,62,17,3,458,29,10,54,14
E02000148,2010,391,13,176,145,18,7,989,78,16,169,8
E02000149,3243,283,29,240,237,15,34,2006,109,34,238,18
E02000150,3044,410,70,259,370,26,16,1622,55,77,123,16
E02000151,1177,385,5,92,62,16,6,478,25,5,96,7
E02000152,1831,237,19,109,148,6,17,1091,61,30,104,9
E02000153,1181,430,11,81,46,33,8,460,29,9,67,7
E02000154,5507,432,43,364,796,15,37,2931,183,78,613,15
E02000155,1112,269,5,70,58,10,11,546,31,14,84,14
E02000156,3703,684,69,201,404,38,37,1749,128,41,338,14
E02000157,1459,363,12,132,50,21,3,724,44,9,93,8
E02000158,1093,281,7,90,42,13,3,525,32,10,79,11
E02000159,3078,475,40,154,341,26,17,1714,112,35,155,9
E02000160,2798,511,39,178,251,33,14,1450,83,27,197,15
E02000161,1477,387,15,109,80,12,14,719,37,13,79,12
E02000162,4595,313,25,200,642,18,30,2848,136,42,331,10
E02000163,2866,509,22,127,178,21,20,1659,78,19,223,10
E02000165,1541,485,32,50,32,11,18,784,38,8,73,10
E02000166,3101,681,466,274,414,7,35,699,29,142,338,16
E02000167,3845,935,945,260,434,21,29,681,48,91,384,17
E02000168,5494,690,1302,732,537,19,63,1195,98,301,535,22
E02000169,2121,725,391,160,211,5,21,366,23,54,149,16
E02000170,2264,560,428,178,213,4,30,534,24,62,213,18
E02000171,2314,633,458,204,167,9,30,423,23,106,236,25
E02000172,4975,453,1064,815,638,14,66,1085,59,276,480,25
E02000173,10765,684,3471,1694,1349,32,119,1569,96,361,1333,57
E02000174,3056,531,727,429,399,14,19,359,40,223,286,29
E02000175,3949,474,960,536,430,19,46,987,58,82,329,28
E02000176,2045,595,566,179,168,4,14,220,18,73,197,11
E02000177,2355,425,579,202,245,6,30,379,33,186,252,18
E02000178,2190,426,502,224,242,4,27,462,28,73,186,16
E02000179,1483,447,350,90,169,7,6,228,14,37,121,14
E02000180,2218,517,461,203,336,11,28,259,21,143,228,11
E02000181,1281,511,305,115,101,2,14,134,6,27,51,15
E02000182,3585,473,1015,601,450,12,26,530,41,94,324,19
E02000183,7108,744,2274,1157,675,22,119,882,57,402,738,38
E02000184,9940,434,2979,2510,1120,24,156,1341,83,513,748,32
E02000185,2541,422,491,238,486,10,17,478,34,63,282,20
E02000186,24140,529,8680,6992,2282,85,317,2695,131,959,1396,74
E02000187,7794,242,2683,2259,1000,21,93,673,60,250,492,21
E02000188,7915,222,2545,2949,757,17,54,693,38,272,346,22
E02000189,5189,261,1812,1175,808,8,80,336,24,298,366,21
E02000190,10143,348,3553,2775,1293,19,128,653,67,533,744,30
E02000191,40890,397,16410,12090,4290,88,615,1748,166,2676,2347,63
E02000192,30890,402,9690,11167,3366,75,525,1760,173,1867,1778,87
E02000193,68776,605,25364,23205,7820,170,832,3259,252,3745,3386,138
E02000194,2849,476,125,237,423,16,16,1134,63,58,287,14
E02000195,1668,446,68,120,225,15,6,620,38,23,102,5
E02000196,1815,292,114,280,226,16,13,605,52,44,155,18
E02000197,1821,338,113,261,249,15,8,612,40,23,156,6
E02000198,1685,280,54,150,315,10,6,625,54,22,154,15
E02000199,1228,319,60,120,186,8,5,372,33,11,102,12
E02000200,2227,327,137,389,304,14,19,775,47,27,176,12
E02000201,1952,336,149,234,254,6,17,674,50,26,194,12
E02000202,1368,286,62,138,205,5,7,471,24,8,151,11
E02000203,2770,266,149,334,498,15,14,1019,65,48,347,15
E02000204,1843,309,84,123,349,4,8,683,35,21,218,9
E02000206,3798,298,144,522,535,17,38,1688,97,65,371,23
E02000207,1915,323,153,183,191,9,19,786,65,23,146,17
E02000208,4799,329,181,390,968,17,25,1995,144,84,640,26
E02000209,2203,249,150,133,309,6,19,1022,68,33,202,12
E02000210,1366,320,86,132,110,9,6,480,25,17,171,10
E02000211,1348,393,32,88,79,17,12,578,48,7,86,8
E02000212,3705,284,298,207,633,5,20,1677,119,49,391,22
E02000213,7010,375,642,1130,1713,18,56,1949,159,92,844,32
E02000214,1451,321,86,104,134,9,16,616,36,9,109,11
E02000215,3623,481,269,819,395,6,21,1107,71,27,411,16
E02000216,1241,325,69,170,125,4,7,389,31,9,101,11
E02000217,7813,399,732,727,1530,15,60,3060,252,119,860,59
E02000218,1025,260,29,60,135,8,8,403,31,8,76,7
E02000219,2001,458,68,120,190,16,10,906,69,22,129,13
E02000220,16751,430,1670,4130,3293,28,124,4471,355,251,1930,69
E02000221,5359,332,188,391,777,16,55,2885,168,83,446,18
E02000222,2780,372,79,286,393,5,19,1268,90,32,220,16
E02000223,756,120,57,53,71,3,5,331,34,5,75,2
E02000224,2862,379,72,223,416,2,30,1402,81,40,205,12
E02000225,1529,210,105,65,127,4,11,749,78,9,160,11
E02000226,2126,469,52,105,245,19,10,934,72,16,190,14
E02000227,2109,467,101,128,207,22,9,973,65,14,103,20
E02000228,1584,486,29,106,133,10,5,673,48,3,81,10
E02000229,1626,152,149,76,156,1,5,793,59,8,221,6
E02000230,4058,581,61,406,630,12,17,1871,107,57,302,14
E02000231,2065,583,22,133,249,7,8,875,56,22,103,7
E02000232,1325,381,14,58,119,11,5,580,54,5,91,7
E02000233,1455,301,19,127,108,6,16,732,37,7,97,5
E02000234,3422,423,44,410,270,18,41,1849,111,36,211,9
E02000235,1688,389,14,160,99,10,8,869,48,17,69,5
E02000236,1554,421,12,97,79,12,13,754,42,17,101,6
E02000237,1712,385,14,161,117,13,11,800,42,15,138,16
E02000238,3474,331,500,136,383,11,39,1724,91,40,192,27
E02000239,1738,341,342,59,162,4,13,618,54,15,121,9
E02000240,1669,341,244,68,138,8,12,676,38,20,117,7
E02000241,2092,265,201,58,240,6,15,1081,59,45,111,11
E02000242,2830,270,379,127,292,7,20,1418,69,49,185,14
E02000243,6078,354,580,207,699,16,76,3519,188,122,294,23
E02000244,4066,344,554,185,396,7,28,2048,110,93,284,17
E02000245,1215,206,106,37,179,5,7,544,39,16,68,8
E02000246,1180,252,92,33,135,10,7,534,22,4,84,7
E02000247,1933,337,172,48,327,6,11,774,50,22,176,10
E02000248,6059,387,1228,401,771,11,59,2478,135,126,442,21
E02000249,3086,306,249,88,614,5,24,1342,71,70,307,10
E02000250,1306,445,160,43,128,7,5,356,24,21,110,7
E02000251,1130,292,132,41,171,2,11,369,24,19,54,15
E02000252,17880,350,3509,1551,2200,27,260,8224,485,526,694,54
E02000253,1465,328,199,45,183,7,22,513,37,27,91,13
E02000254,1281,253,81,45,157,3,9,539,34,19,135,6
E02000255,1954,489,248,109,184,6,16,669,34,32,153,14
E02000256,6327,631,936,430,1046,16,52,2270,105,184,638,19
E02000257,7657,797,1420,613,1623,10,50,2088,143,159,729,25
E02000258,1106,335,211,50,87,7,10,280,12,21,82,11
E02000259,1584,328,195,126,171,6,12,529,22,28,154,13
E02000260,3412,262,142,160,603,3,21,1622,98,45,442,14
E02000261,2402,453,424,141,296,8,31,734,35,96,156,28
E02000262,3686,498,608,309,555,12,52,1092,60,116,363,21
E02000263,2398,317,111,98,374,7,15,1084,59,46,272,15
E02000264,2527,513,471,147,311,8,23,753,41,75,165,20
E02000265,3733,491,574,217,678,8,29,1275,60,70,310,21
E02000266,9321,409,459,337,2056,17,48,4624,344,226,762,39
E02000267,2928,318,333,108,485,13,20,1180,101,90,270,10
E02000268,3347,588,635,252,361,6,44,937,53,131,315,25
E02000269,3471,534,627,232,363,6,49,1237,48,84,271,20
E02000270,4009,300,825,334,468,9,58,1526,59,141,278,11
E02000271,3414,526,536,234,347,4,55,1207,51,174,264,16
E02000272,2075,351,306,104,194,8,25,773,56,63,191,4
E02000274,3798,368,151,145,728,9,17,1842,114,73,340,11
E02000275,1715,277,72,68,254,9,2,738,45,17,225,8
E02000276,1696,384,313,73,179,0,15,525,40,34,123,10
E02000277,1148,194,46,59,108,18,9,570,30,20,82,12
E02000278,1305,232,61,62,170,12,4,557,44,6,141,16
E02000279,3655,352,145,251,366,18,23,2048,134,59,234,25
E02000280,3308,425,85,157,245,26,24,1918,152,42,220,14
E02000281,2220,302,66,100,284,26,7,1087,82,29,225,12
E02000282,1841,224,61,61,244,5,10,967,52,33,172,12
E02000283,1627,242,57,84,207,18,16,803,60,40,91,9
E02000284,3451,401,101,204,415,18,23,1709,82,43,444,11
E02000285,3617,285,98,193,391,31,18,2002,128,66,397,8
E02000286,6148,423,165,404,873,18,30,3474,172,70,488,31
E02000287,3046,498,264,132,275,12,21,1569,89,40,134,12
E02000288,6738,298,190,283,1060,21,39,3905,237,115,559,31
E02000289,1156,346,79,22,60,17,1,536,25,10,51,9
E02000290,6847,181,320,540,664,21,82,4218,285,198,318,20
E02000291,4711,349,181,276,924,22,23,2083,211,95,536,11
E02000292,3546,369,126,158,444,30,30,1987,90,62,228,22
E02000293,1121,390,69,50,72,18,3,411,26,9,67,6
E02000294,1671,258,70,103,185,7,7,869,44,24,93,11
E02000295,1857,459,157,52,189,19,8,768,43,24,128,10
E02000296,6305,424,912,402,876,27,33,2930,127,80,479,15
E02000297,2047,479,91,60,212,32,17,890,65,24,168,9
E02000298,2148,533,139,138,207,22,14,857,58,21,148,11
E02000299,1970,309,102,100,361,15,11,793,62,19,188,10
E02000300,1341,252,115,76,161,6,15,559,29,23,94,11
E02000301,2111,226,105,106,316,6,10,1135,67,37,90,13
E02000302,1751,378,105,77,213,19,7,758,41,23,114,16
E02000303,2026,258,112,127,310,11,20,923,54,38,159,14
E02000304,1528,545,193,43,109,14,5,496,21,12,83,7
E02000305,2843,503,227,172,443,12,14,1141,76,26,215,14
E02000306,5044,199,204,314,871,14,47,2778,150,99,346,22
E02000307,1471,335,161,72,161,11,12,602,29,18,56,14
E02000308,2581,384,412,207,272,8,35,989,49,43,169,13
E02000309,3933,286,229,179,893,13,23,1802,146,78,255,29
E02000311,2216,316,248,92,256,9,27,979,46,22,207,14
E02000312,2795,495,440,143,399,9,16,1001,59,39,176,18
E02000313,784,175,65,75,102,8,3,270,26,5,49,6
E02000314,6011,454,254,332,1011,18,66,3204,202,94,349,27
E02000315,1545,249,73,167,191,8,2,664,41,13,124,13
E02000316,11386,455,751,945,2231,21,136,5362,346,208,883,48
E02000317,1386,253,141,139,244,4,5,462,21,14,92,11
E02000318,2703,363,123,246,467,7,28,1126,64,38,232,9
E02000319,2717,362,172,234,433,7,31,1111,69,27,258,13
E02000320,1208,193,47,122,162,12,4,537,20,5,93,13
E02000321,1476,209,122,124,244,7,5,553,50,17,132,13
E02000323,2744,353,185,284,605,11,18,944,69,34,222,19
E02000324,1735,241,151,152,303,10,8,634,61,15,153,7
E02000326,1158,300,111,118,148,8,9,353,21,21,58,11
E02000327,6047,325,244,311,1393,10,42,2581,168,164,752,57
E02000328,1303,320,74,130,181,3,8,400,31,28,109,19
E02000329,1012,178,32,86,97,11,7,454,31,8,103,5
E02000331,1334,278,105,94,162,20,14,505,40,21,92,3
E02000332,1814,364,100,91,217,22,13,814,35,32,118,8
E02000333,1990,368,173,250,278,7,9,644,35,36,178,12
E02000334,1095,252,64,80,113,10,14,421,27,30,75,9
E02000335,939,280,39,95,44,27,11,338,16,14,59,16
E02000337,1277,225,71,133,116,13,9,552,29,24,96,9
E02000339,2678,281,60,185,415,27,19,1295,76,32,279,9
E02000340,3539,278,95,259,558,28,34,1804,137,58,276,12
E02000341,1389,210,54,125,173,8,14,600,41,28,131,5
E02000342,1733,187,43,154,171,17,12,910,52,31,143,13
E02000343,1075,245,52,126,91,23,10,401,26,12,80,9
E02000344,2049,245,104,168,209,36,15,1026,68,36,121,21
E02000345,3248,342,256,132,524,22,26,910,66,100,854,16
E02000346,1297,171,236,123,258,7,3,267,23,56,143,10
E02000347,1908,333,199,69,330,29,5,335,43,49,508,8
E02000348,1414,255,125,75,262,16,7,306,14,54,289,11
E02000350,2157,563,169,99,297,8,19,394,35,119,433,21
E02000351,1494,439,326,86,194,7,16,213,19,90,88,16
E02000352,1349,361,130,89,213,9,10,238,10,122,151,16
E02000353,2699,594,195,190,480,13,19,556,44,221,374,13
E02000354,2187,427,234,198,381,12,12,507,39,146,221,10
E02000355,1974,529,204,125,341,4,16,377,21,141,202,14
E02000356,1792,480,141,76,321,6,15,371,11,175,183,13
E02000357,937,127,92,75,171,5,10,286,15,62,90,4
E02000358,3313,629,382,404,576,17,35,690,42,261,257,20
E02000359,1205,301,145,70,198,3,13,265,12,123,71,4
E02000360,2156,479,225,198,374,12,13,407,30,180,216,22
E02000361,6239,415,821,1001,1407,17,50,1360,72,419,662,15
E02000362,2618,256,283,327,421,11,26,917,40,174,158,5
E02000363,4856,289,619,574,1166,5,37,1264,48,315,524,15
E02000364,2882,629,298,284,567,18,15,559,35,184,273,20
E02000365,4999,853,741,531,1008,29,39,795,60,402,511,30
E02000366,1529,395,181,87,203,17,18,306,18,135,159,10
E02000367,4723,608,627,481,770,17,45,1035,71,542,502,25
E02000368,1522,358,192,123,241,7,15,255,12,153,155,11
E02000369,4167,526,639,501,727,12,39,753,57,389,499,25
E02000370,3999,328,964,969,509,18,63,341,31,419,341,16
E02000371,34404,784,9843,10490,3804,100,602,3131,198,2778,2583,91
E02000372,17198,318,5247,2518,2085,38,284,3960,187,1164,1362,35
E02000373,1201,185,254,97,163,4,9,261,11,45,167,5
E02000374,931,302,185,42,117,1,14,169,12,29,56,4
E02000375,14464,352,5460,2246,2052,42,212,2190,130,710,1029,41
E02000376,3354,370,812,373,504,5,50,724,64,130,308,14
E02000377,1967,443,423,151,255,4,28,374,28,106,143,12
E02000378,3130,432,904,427,426,7,57,407,28,153,275,14
E02000379,1512,433,280,61,123,3,22,288,10,75,203,14
E02000380,1974,438,416,128,154,6,29,421,31,168,168,15
E02000381,4431,627,1114,707,467,8,72,680,26,273,439,18
