GeographyCode,WP613EW0001,WP613EW0002,WP613EW0003,WP613EW0004,WP613EW0005
E02000412,5716,1150,1954,1036,1576
E02000413,1570,587,525,229,229
E02000414,1283,149,276,502,356
E02000415,1729,399,508,386,436
E02000416,1963,465,661,399,438
E02000417,2628,928,921,376,403
E02000418,1392,527,544,173,148
E02000419,2402,501,798,518,585
E02000420,1651,293,429,464,465
E02000421,3734,833,1131,878,892
E02000422,1616,393,359,404,460
E02000423,2734,727,1003,496,508
E02000424,1832,585,668,268,311
E02000425,1435,311,367,384,373
E02000426,2560,1053,835,367,305
E02000427,1582,327,491,341,423
E02000428,2142,345,626,504,667
E02000429,1611,674,544,229,164
E02000430,3071,897,1208,470,496
E02000431,1683,667,650,193,173
E02000432,1197,388,405,191,213
E02000433,4125,1368,1473,690,594
E02000434,2701,893,749,597,462
E02000435,1369,484,392,284,209
E02000436,1213,448,352,250,163
E02000437,1859,415,485,585,374
E02000438,2396,709,697,590,400
E02000439,2524,610,739,733,442
E02000440,1652,550,413,411,278
E02000441,1176,375,335,244,222
E02000442,1881,427,386,685,383
E02000443,2530,714,728,599,489
E02000444,1429,383,348,416,282
E02000445,3369,810,1047,878,634
E02000447,1205,500,306,245,154
E02000448,2801,1029,792,537,443
E02000449,1405,291,266,522,326
E02000451,1246,517,363,219,147
E02000452,5800,1563,1798,1306,1133
E02000453,1880,626,503,422,329
E02000454,1119,495,302,220,102
E02000455,8215,2686,2705,1524,1300
E02000456,1040,322,327,253,138
E02000457,2895,913,1022,512,448
E02000459,3012,949,1096,511,456
E02000460,1007,294,273,253,187
E02000461,3154,1109,974,609,462
E02000462,1372,317,410,324,321
E02000463,1079,280,286,302,211
E02000464,1035,184,257,368,226
E02000465,1388,300,374,434,280
E02000466,1648,331,475,514,328
E02000467,2321,397,695,712,517
E02000468,1624,230,474,518,402
E02000469,1347,203,372,439,333
E02000470,5949,1063,1922,1669,1295
E02000471,1184,220,354,413,197
E02000472,1869,314,451,745,359
E02000473,2524,758,684,680,402
E02000474,1841,318,523,583,417
E02000475,2152,467,724,576,385
E02000476,14052,2499,5391,3187,2975
E02000477,1479,337,430,453,259
E02000478,1020,319,294,240,167
E02000479,4703,1011,1598,1113,981
E02000480,8469,1999,2983,2229,1258
E02000481,1461,304,429,431,297
E02000482,1557,487,453,401,216
E02000483,3811,669,1285,1101,756
E02000484,1629,317,444,506,362
E02000485,3034,854,912,745,523
E02000486,1613,304,508,483,318
E02000487,1651,414,454,502,281
E02000488,1837,410,599,485,343
E02000489,1214,230,317,413,254
E02000490,1250,256,308,452,234
E02000491,3467,586,1032,1074,775
E02000492,3279,471,926,1106,776
E02000493,1445,215,339,484,407
E02000494,2745,1075,867,481,322
E02000495,4957,1601,1433,925,998
E02000496,4098,1245,1398,900,555
E02000497,1873,606,560,476,231
E02000498,1501,374,472,423,232
E02000499,1902,553,644,435,270
E02000500,3397,840,1145,824,588
E02000501,1758,465,526,512,255
E02000502,1838,405,556,592,285
E02000503,1310,316,418,407,169
E02000504,1710,569,511,422,208
E02000506,2275,721,703,490,361
E02000507,2173,330,493,919,431
E02000508,13021,4575,4518,2328,1600
E02000509,12670,4029,4352,2531,1758
E02000510,5076,1367,1834,1130,745
E02000511,2867,881,857,692,437
E02000512,1212,218,350,394,250
E02000513,1623,346,383,470,424
E02000514,1634,259,465,465,445
E02000515,3859,850,1333,935,741
E02000516,1018,175,276,296,271
E02000517,1458,292,472,405,289
E02000518,5425,1639,1543,1131,1112
E02000519,3303,604,947,846,906
E02000520,12250,3938,3721,2543,2048
E02000521,1978,372,567,524,515
E02000522,1778,343,558,510,367
E02000523,3664,943,1097,915,709
E02000524,45449,8505,16739,12462,7743
E02000525,4602,843,1594,1225,940
E02000526,5000,1754,1847,772,627
E02000528,6224,2276,1977,1148,823
E02000529,1392,322,368,371,331
E02000530,6333,1084,2092,1706,1451
E02000531,8668,3827,2449,1362,1030
E02000532,2966,1201,1014,428,323
E02000533,1738,694,606,273,165
E02000534,10003,3560,3778,1442,1223
E02000535,1181,257,323,359,242
E02000536,3492,1125,1113,697,557
E02000537,1580,467,422,390,301
E02000538,5391,1065,1775,1353,1198
E02000539,5611,1548,2004,1171,888
E02000540,3824,822,1199,1014,789
E02000541,2097,473,611,543,470
E02000542,3624,1124,1148,724,628
E02000543,6733,1408,2358,1531,1436
E02000544,1338,311,407,391,229
E02000545,2735,656,932,613,534
E02000546,2895,571,802,939,583
E02000547,7372,1038,2306,2218,1810
E02000548,6320,2533,1972,1015,800
E02000549,3081,689,966,846,580
E02000550,2278,413,620,626,619
E02000551,4134,886,1393,979,876
E02000552,4821,833,2049,1144,795
E02000553,946,202,234,332,178
E02000554,1712,426,608,383,295
E02000555,2185,669,871,337,308
E02000556,2809,783,975,505,546
E02000557,5985,1811,2269,1071,834
E02000558,2355,509,942,389,515
E02000559,10257,2854,3283,2097,2023
E02000560,3625,939,1321,529,836
E02000561,1719,541,667,308,203
E02000562,1862,742,601,230,289
E02000563,2290,593,870,473,354
E02000564,4008,1610,1267,575,556
E02000565,1697,522,539,297,339
E02000566,4692,1570,1766,647,709
E02000567,1927,602,658,294,373
E02000568,6195,1541,2538,1054,1062
E02000569,3906,1434,1440,540,492
E02000570,2406,896,858,335,317
E02000571,2376,823,812,355,386
E02000572,3014,930,945,562,577
E02000573,11089,4315,3876,1396,1502
E02000574,14354,6444,4934,1574,1402
E02000575,37330,18401,12514,3535,2880
E02000576,35684,18239,11240,3227,2978
E02000577,4426,1295,1584,716,831
E02000578,2785,910,1047,454,374
E02000579,2886,920,1090,458,418
E02000580,3783,1214,1454,536,579
E02000581,3653,1502,1210,445,496
E02000582,3948,1318,1450,638,542
E02000583,2866,1079,985,382,420
E02000584,7696,2846,2838,1014,998
E02000585,2999,1257,956,383,403
E02000586,9664,4021,3253,1141,1249
E02000587,4322,1468,1740,486,628
E02000588,18172,5581,6012,2899,3680
E02000589,4267,1292,1518,691,766
E02000590,6093,2089,2118,974,912
E02000591,2152,641,725,339,447
E02000592,7807,3142,2415,1133,1117
E02000593,2102,740,682,346,334
E02000594,5205,1914,1703,777,811
E02000595,7975,2925,2929,1073,1048
E02000596,6158,2324,2401,730,703
E02000597,3113,1218,1092,456,347
E02000598,1618,676,492,299,151
E02000599,2618,1096,862,382,278
E02000600,4595,1601,1757,707,530
E02000601,3063,1094,1075,487,407
E02000602,5132,1706,1773,944,709
E02000603,1634,329,511,462,332
E02000604,5101,1734,1780,831,756
E02000605,2041,700,675,407,259
E02000606,17731,5916,6743,2516,2556
E02000607,1297,465,392,265,175
E02000608,3325,1112,1250,517,446
E02000609,1352,483,392,306,171
E02000610,2665,936,955,421,353
E02000611,1174,414,307,305,148
E02000612,1544,520,418,355,251
E02000613,1743,590,540,366,247
E02000614,5213,1296,1851,1126,940
E02000615,2465,616,769,645,435
E02000616,1760,405,565,489,301
E02000617,3702,973,1264,884,581
E02000619,2940,1079,1109,373,379
E02000620,8283,3094,3036,1119,1034
E02000621,7647,2798,2639,1169,1041
E02000622,3263,1031,1262,527,443
E02000623,1282,313,396,296,277
E02000624,1345,340,473,248,284
E02000625,2579,404,815,812,548
E02000626,1638,368,547,336,387
E02000627,2213,619,802,389,403
E02000628,5182,1214,2205,781,982
E02000629,2813,933,990,469,421
E02000630,3449,1393,1114,519,423
E02000631,10332,3587,4186,1489,1070
E02000632,2092,697,697,357,341
E02000633,4218,1180,1679,629,730
E02000634,2709,987,889,422,411
E02000635,2216,708,732,376,400
E02000636,2404,806,748,429,421
E02000637,1849,598,634,346,271
E02000638,2646,554,1077,543,472
E02000639,1098,205,315,281,297
E02000640,1784,664,606,291,223
E02000641,1319,281,370,319,349
E02000642,1835,564,605,379,287
E02000643,1782,411,503,510,358
E02000644,1661,492,475,427,267
E02000645,3444,917,1163,778,586
E02000646,3137,808,1041,686,602
E02000647,1532,412,465,365,290
E02000648,1368,376,420,307,265
E02000649,3394,775,1247,776,596
E02000650,1456,354,520,307,275
E02000651,1735,431,503,473,328
E02000652,1184,223,263,407,291
E02000653,1432,347,444,324,317
E02000654,2278,497,702,590,489
E02000655,2643,456,848,746,593
E02000657,3470,1243,1159,573,495
E02000658,1872,411,633,526,302
E02000659,3069,818,1418,459,374
E02000660,2019,739,670,327,283
E02000661,2558,689,908,505,456
E02000662,1933,558,653,442,280
E02000663,1243,334,458,281,170
E02000664,8706,2090,3406,1558,1652
E02000665,1718,545,496,343,334
E02000666,1299,380,434,245,240
E02000667,1225,349,438,252,186
E02000668,1850,416,589,457,388
E02000669,1815,418,577,426,394
E02000670,1265,205,468,293,299
E02000671,2927,821,1108,535,463
E02000672,6211,1564,2383,1270,994
E02000673,2131,579,746,409,397
E02000674,1194,255,339,371,229
E02000675,1498,309,372,506,311
E02000676,1215,352,439,254,170
E02000677,2279,382,823,654,420
E02000678,773,131,228,232,182
E02000679,1620,472,504,383,261
E02000680,1530,447,486,336,261
E02000681,1852,341,555,432,524
E02000682,1561,356,514,421,270
E02000683,1013,199,312,282,220
E02000685,1441,411,447,317,266
E02000686,1683,397,490,450,346
E02000687,1874,443,662,423,346
E02000689,4524,1120,1418,1042,944
E02000690,2726,1217,819,417,273
E02000691,4500,1321,1779,712,688
E02000692,7761,3172,2646,1093,850
E02000693,3103,619,1002,659,823
E02000694,2781,739,773,876,393
E02000695,1630,261,383,622,364
E02000696,1855,289,548,519,499
E02000697,6963,2316,2371,1069,1207
E02000698,1852,832,543,293,184
E02000699,1811,699,573,358,181
E02000700,3501,763,1057,920,761
E02000701,1762,300,495,536,431
E02000702,999,185,234,349,231
E02000703,1391,509,440,270,172
E02000704,3580,971,1129,799,681
E02000705,1395,235,400,469,291
E02000706,1926,332,524,637,433
E02000707,1062,218,284,310,250
E02000708,2886,966,931,540,449
E02000709,1031,266,293,312,160
E02000710,5659,1198,1824,1483,1154
E02000711,3951,928,1343,981,699
E02000712,1964,520,528,594,322
E02000713,2163,395,628,776,364
E02000714,1532,337,414,357,424
E02000715,1251,209,307,343,392
E02000716,1217,175,379,279,384
E02000717,1795,349,497,447,502
E02000718,1046,227,284,247,288
E02000719,1830,311,496,538,485
E02000720,1402,302,412,315,373
E02000721,3120,587,1181,548,804
E02000722,2311,713,644,505,449
E02000723,2491,543,736,516,696
E02000724,1401,281,324,375,421
E02000725,8680,2099,3504,1414,1663
E02000726,6985,1557,2220,1905,1303
E02000727,1878,305,558,439,576
E02000728,982,175,274,248,285
E02000729,1189,214,253,404,318
E02000730,2302,536,652,472,642
E02000731,3983,902,1234,730,1117
E02000732,1807,309,448,556,494
E02000733,2328,447,628,653,600
E02000734,1070,150,281,309,330
E02000735,1927,425,529,428,545
E02000736,2019,309,520,575,615
E02000737,2845,450,807,809,779
E02000738,1341,258,316,311,456
E02000739,1662,308,409,433,512
E02000740,2643,417,698,799,729
E02000741,5522,1474,2015,1032,1001
E02000742,1206,226,311,358,311
E02000743,2686,488,816,606,776
E02000744,1657,234,493,468,462
E02000745,1162,177,246,410,329
E02000746,7331,1197,2046,1728,2360
E02000747,5783,974,1516,1974,1319
E02000748,5031,1829,1586,890,726
E02000749,2557,487,720,694,656
E02000750,6141,1191,1832,1634,1484
E02000751,3125,1004,997,653,471
E02000752,3124,591,1022,917,594
E02000753,669,124,152,248,145
E02000754,1087,235,320,304,228
E02000755,1359,260,476,333,290
E02000756,3883,934,1231,977,741
E02000757,3880,1141,1293,758,688
E02000758,1094,334,254,272,234
E02000759,2711,726,809,645,531
E02000760,1515,366,483,353,313
E02000762,925,257,260,202,206
E02000763,1940,492,585,475,388
E02000764,3488,1063,1158,672,595
E02000765,1406,418,400,277,311
E02000767,2485,658,765,487,575
E02000768,909,342,263,191,113
E02000769,2705,602,957,651,495
E02000770,1394,388,363,378,265
E02000772,5106,1306,1797,1056,947
E02000773,2242,609,704,471,458
E02000774,1318,282,406,364,266
E02000776,1877,496,545,436,400
E02000777,846,290,221,188,147
E02000779,3004,674,947,652,731
E02000780,8132,1708,2941,1739,1744
E02000781,2434,580,608,759,487
E02000782,2897,678,870,663,686
E02000783,988,220,240,247,281
E02000784,2894,1299,888,389,318
E02000785,4442,1921,1366,629,526
E02000786,3585,1324,1216,517,528
E02000787,3565,1378,1158,597,432
E02000788,2878,1127,911,445,395
E02000789,2225,1112,639,268,206
E02000790,1981,754,753,298,176
E02000791,8935,3750,3007,1044,1134
E02000792,1916,817,642,268,189
E02000793,1767,458,571,414,324
E02000794,2695,1003,896,422,374
E02000795,1864,778,637,251,198
E02000796,1767,463,534,492,278
E02000797,7314,2689,2755,1003,867
E02000798,2416,792,766,522,336
E02000799,2134,948,583,394,209
E02000800,805,261,256,175,113
E02000801,3940,1447,1311,837,345
E02000802,2509,811,863,499,336
E02000803,2410,853,686,488,383
E02000804,5623,2421,1835,829,538
E02000805,3043,1365,943,448,287
E02000806,4153,1406,1404,848,495
E02000807,1750,695,470,298,287
E02000808,54958,25816,18931,5684,4527
E02000809,34479,17678,10808,3392,2601
E02000810,2630,804,920,476,430
E02000812,6513,2154,2404,1060,895
E02000813,2891,710,920,524,737
E02000814,2254,591,659,519,485
E02000815,3624,1054,1534,510,526
E02000816,2944,646,881,696,721
E02000817,2202,445,678,618,461
E02000818,2309,463,774,449,623
E02000819,2277,326,765,574,612
E02000820,2689,650,1097,519,423
E02000821,2293,419,625,506,743
E02000822,1624,344,525,324,431
E02000823,2036,448,686,427,475
E02000824,3502,571,1053,939,939
E02000825,1584,322,503,353,406
E02000826,2275,544,781,467,483
E02000827,3939,738,1167,1130,904
E02000828,2782,473,1065,530,714
E02000829,1808,402,556,432,418
E02000830,5055,2032,1803,679,541
E02000831,2802,725,1056,549,472
E02000832,1832,371,559,486,416
E02000833,1520,446,465,283,326
E02000834,2361,739,912,381,329
E02000835,1122,350,360,240,172
E02000836,2412,796,831,405,380
E02000837,2523,1045,774,413,291
E02000838,1614,464,607,322,221
E02000839,2265,904,628,412,321
E02000840,1265,213,376,439,237
E02000841,4656,1187,1689,1108,672
E02000842,2745,526,839,777,603
E02000843,2555,697,825,649,384
E02000844,1628,349,410,559,310
E02000845,2101,458,599,622,422
E02000846,1490,349,466,434,241
E02000847,2455,597,809,671,378
E02000848,2342,480,718,686,458
E02000849,1533,363,419,503,248
E02000850,7155,1131,2040,2468,1516
E02000851,11152,2492,4221,2539,1900
E02000852,1865,400,624,561,280
E02000853,1623,323,429,610,261
E02000854,2468,797,762,603,306
E02000855,2793,792,935,683,383
E02000856,3728,836,1274,1024,594
E02000857,2414,766,719,538,391
E02000858,1823,428,543,493,359
E02000859,1918,590,563,460,305
E02000860,3680,1621,1102,596,361
E02000861,3064,1156,995,604,309
E02000863,1519,435,456,411,217
E02000864,2445,492,807,553,593
E02000865,2904,814,1046,461,583
E02000866,2049,548,736,327,438
E02000867,3450,844,1106,739,761
E02000868,2465,652,815,436,562
E02000869,1792,546,656,245,345
E02000870,2329,625,912,351,441
E02000871,2261,434,716,469,642
E02000872,2587,744,899,366,578
E02000873,5207,2140,1742,618,707
E02000874,1271,305,415,234,317
E02000875,2910,518,1104,642,646
E02000876,3226,784,1058,506,878
E02000877,2646,691,848,498,609
E02000878,23292,11734,7073,2062,2423
E02000879,1567,381,514,268,404
E02000880,3645,1152,1232,625,636
E02000881,1513,327,436,333,417
E02000882,1880,549,445,360,526
E02000883,1685,364,479,307,535
E02000884,14518,5670,5612,1528,1708
E02000885,1988,616,582,324,466
E02000886,1601,519,477,288,317
E02000887,3122,677,1240,621,584
E02000888,1715,477,473,300,465
E02000889,7812,3859,2460,759,734
E02000890,6893,3289,2193,792,619
E02000891,14411,5540,4955,2013,1903
E02000893,1191,378,315,253,245
E02000894,1398,583,393,205,217
E02000895,1713,391,558,432,332
E02000896,2619,663,857,601,498
E02000897,1629,374,428,476,351
E02000898,1372,247,455,382,288
E02000899,2292,402,680,606,604
E02000900,2556,401,760,712,683
E02000901,3457,790,906,1063,698
E02000902,1315,290,308,404,313
E02000903,1783,308,488,534,453
E02000904,2716,702,802,708,504
E02000905,3386,890,1054,694,748
E02000906,1917,419,542,543,413
E02000907,2710,650,941,558,561
E02000908,4446,804,1388,1197,1057
E02000909,2427,619,679,591,538
E02000910,3216,742,997,730,747
E02000911,4392,868,1367,1002,1155
E02000912,1751,359,415,522,455
E02000913,5600,1393,2123,1158,926
E02000914,3104,427,784,1005,888
E02000915,2095,508,566,488,533
E02000916,4801,729,1293,1245,1534
E02000917,2016,435,578,560,443
E02000918,3471,705,1154,802,810
E02000919,1601,243,389,478,491
E02000920,4386,597,1330,1122,1337
E02000921,2301,373,659,587,682
E02000922,2161,376,544,648,593
E02000923,4061,1636,1551,495,379
E02000924,10876,2477,3261,2721,2417
E02000925,1562,434,516,302,310
E02000926,4355,1582,1522,686,565
E02000927,1738,492,541,398,307
E02000928,2305,973,794,330,208
E02000929,896,210,272,219,195
E02000930,4622,1434,1641,781,766
E02000931,1577,720,481,203,173
E02000932,10244,3436,3709,1709,1390
E02000933,2801,1147,939,422,293
E02000934,6074,1785,2341,1001,947
E02000935,2985,1180,915,499,391
E02000936,2159,988,689,247,235
E02000937,1883,837,605,270,171
E02000938,2094,660,720,428,286
E02000939,1730,768,472,264,226
E02000940,4474,1225,1583,757,909
E02000941,2430,844,782,458,346
E02000942,1968,722,688,305,253
E02000943,3398,1076,1169,532,621
E02000944,1580,390,483,413,294
E02000945,1943,460,580,456,447
E02000946,2798,817,1057,497,427
E02000947,2581,906,836,488,351
E02000948,1445,492,497,280,176
E02000949,4938,1858,1851,694,535
E02000950,1518,514,473,354,177
E02000951,1442,466,479,265,232
E02000952,1209,364,463,208,174
E02000953,2010,538,702,458,312
E02000954,1341,370,455,271,245
E02000955,1239,307,383,278,271
E02000956,9676,3226,3946,1402,1102
E02000957,3644,855,1206,824,759
