GeographyCode,WP604EW0001,WP604EW0002,WP604EW0003,WP604EW0004,WP604EW0005,WP604EW0006,WP604EW0007
E02000209,2203,755,254,501,1448,1179,269
E02000210,1366,442,173,269,924,745,179
E02000211,1348,483,183,300,865,653,212
E02000212,3705,1387,449,938,2318,1953,365
E02000213,7010,2364,856,1508,4646,4052,594
E02000214,1451,469,145,324,982,790,192
E02000215,3623,885,315,570,2738,2300,438
E02000216,1241,424,156,268,817,653,164
E02000217,7813,2836,1121,1715,4977,4168,809
E02000218,1025,430,163,267,595,472,123
E02000219,2001,827,323,504,1174,899,275
E02000220,16751,3650,1000,2650,13101,11598,1503
E02000221,5359,1313,453,860,4046,3205,841
E02000222,2780,728,262,466,2052,1681,371
E02000223,756,286,87,199,470,374,96
E02000224,2862,813,241,572,2049,1625,424
E02000225,1529,516,174,342,1013,814,199
E02000226,2126,862,359,503,1264,985,279
E02000227,2109,694,243,451,1415,1125,290
E02000228,1584,637,241,396,947,714,233
E02000229,1626,630,204,426,996,781,215
E02000230,4058,1392,474,918,2666,2181,485
E02000231,2065,788,302,486,1277,942,335
E02000232,1325,539,250,289,786,608,178
E02000233,1455,477,174,303,978,734,244
E02000234,3422,917,346,571,2505,1992,513
E02000235,1688,500,158,342,1188,918,270
E02000236,1554,482,211,271,1072,808,264
E02000237,1712,608,218,390,1104,852,252
E02000238,3474,827,266,561,2647,2224,423
E02000239,1738,625,222,403,1113,899,214
E02000240,1669,590,196,394,1079,846,233
E02000241,2092,647,186,461,1445,1194,251
E02000242,2830,737,225,512,2093,1701,392
E02000243,6078,1394,461,933,4684,3827,857
E02000244,4066,1072,310,762,2994,2369,625
E02000245,1215,411,150,261,804,644,160
E02000246,1180,455,146,309,725,601,124
E02000247,1933,664,214,450,1269,985,284
E02000248,6059,1105,380,725,4954,4149,805
E02000249,3086,975,315,660,2111,1703,408
E02000250,1306,532,222,310,774,589,185
E02000251,1130,405,146,259,725,578,147
E02000252,17880,3015,914,2101,14865,11978,2887
E02000253,1465,535,213,322,930,704,226
E02000254,1281,482,165,317,799,655,144
E02000255,1954,677,237,440,1277,1002,275
E02000256,6327,1532,511,1021,4795,4173,622
E02000257,7657,2719,1028,1691,4938,4046,892
E02000258,1106,409,144,265,697,549,148
E02000259,1584,569,193,376,1015,747,268
E02000260,3412,1175,388,787,2237,1815,422
E02000261,2402,767,275,492,1635,1343,292
E02000262,3686,1204,373,831,2482,1970,512
E02000263,2398,881,286,595,1517,1261,256
E02000264,2527,784,293,491,1743,1303,440
E02000265,3733,1315,445,870,2418,2001,417
E02000266,9321,2007,602,1405,7314,6478,836
E02000267,2928,979,324,655,1949,1565,384
E02000268,3347,916,349,567,2431,1836,595
E02000269,3471,860,273,587,2611,2123,488
E02000270,4009,929,320,609,3080,2644,436
E02000271,3414,800,222,578,2614,2074,540
E02000272,2075,609,220,389,1466,1105,361
E02000274,3798,1212,369,843,2586,2104,482
E02000275,1715,561,175,386,1154,946,208
E02000276,1696,565,211,354,1131,897,234
E02000277,1148,312,95,217,836,666,170
E02000278,1305,603,192,411,702,585,117
E02000279,3655,880,265,615,2775,2172,603
E02000280,3308,1093,410,683,2215,1750,465
E02000281,2220,822,244,578,1398,1119,279
E02000282,1841,665,215,450,1176,924,252
E02000283,1627,492,178,314,1135,928,207
E02000284,3451,1388,453,935,2063,1716,347
E02000285,3617,992,262,730,2625,2295,330
E02000286,6148,1669,479,1190,4479,3948,531
E02000287,3046,1139,433,706,1907,1481,426
E02000288,6738,2270,716,1554,4468,3666,802
E02000289,1156,489,196,293,667,491,176
E02000290,6847,1130,312,818,5717,4469,1248
E02000291,4711,1980,754,1226,2731,2314,417
E02000292,3546,1089,367,722,2457,1972,485
E02000293,1121,441,202,239,680,512,168
E02000294,1671,566,170,396,1105,922,183
E02000295,1857,767,258,509,1090,831,259
E02000296,6305,2114,771,1343,4191,3468,723
E02000297,2047,751,258,493,1296,1023,273
E02000298,2148,796,298,498,1352,1016,336
E02000299,1970,823,276,547,1147,939,208
E02000300,1341,470,161,309,871,720,151
E02000301,2111,695,211,484,1416,1138,278
E02000302,1751,714,222,492,1037,825,212
E02000303,2026,763,233,530,1263,1026,237
E02000304,1528,657,246,411,871,658,213
E02000305,2843,1153,388,765,1690,1347,343
E02000306,5044,1504,430,1074,3540,2873,667
E02000307,1471,496,169,327,975,765,210
E02000308,2581,777,248,529,1804,1503,301
E02000309,3933,1578,506,1072,2355,1943,412
E02000311,2216,736,272,464,1480,1177,303
E02000312,2795,1007,304,703,1788,1445,343
E02000313,784,290,72,218,494,397,97
E02000314,6011,1614,458,1156,4397,3813,584
E02000315,1545,558,162,396,987,831,156
E02000316,11386,2995,888,2107,8391,7195,1196
E02000317,1386,520,132,388,866,724,142
E02000318,2703,962,251,711,1741,1355,386
E02000319,2717,866,279,587,1851,1510,341
E02000320,1208,429,109,320,779,629,150
E02000321,1476,545,179,366,931,741,190
E02000323,2744,905,276,629,1839,1590,249
E02000324,1735,698,270,428,1037,871,166
E02000326,1158,454,183,271,704,549,155
E02000327,6047,1488,390,1098,4559,3640,919
E02000328,1303,477,184,293,826,624,202
E02000329,1012,354,124,230,658,527,131
E02000331,1334,403,134,269,931,757,174
E02000332,1814,634,162,472,1180,973,207
E02000333,1990,639,223,416,1351,1022,329
E02000334,1095,356,92,264,739,589,150
E02000335,939,318,104,214,621,473,148
E02000337,1277,432,117,315,845,699,146
E02000339,2678,1029,363,666,1649,1319,330
E02000340,3539,1337,455,882,2202,1764,438
E02000341,1389,463,162,301,926,694,232
E02000342,1733,646,269,377,1087,887,200
E02000343,1075,373,120,253,702,554,148
E02000344,2049,518,169,349,1531,1195,336
E02000345,3248,1677,392,1285,1571,1304,267
E02000346,1297,535,149,386,762,588,174
E02000347,1908,1071,233,838,837,706,131
E02000348,1414,778,197,581,636,510,126
E02000350,2157,1080,296,784,1077,817,260
E02000351,1494,548,182,366,946,727,219
E02000352,1349,500,167,333,849,657,192
E02000353,2699,1059,334,725,1640,1264,376
E02000354,2187,771,260,511,1416,1143,273
E02000355,1974,712,216,496,1262,1000,262
E02000356,1792,681,204,477,1111,861,250
E02000357,937,260,85,175,677,570,107
E02000358,3313,1107,360,747,2206,1697,509
E02000359,1205,469,148,321,736,534,202
E02000360,2156,735,201,534,1421,1085,336
E02000361,6239,1532,432,1100,4707,4158,549
E02000362,2618,667,190,477,1951,1596,355
E02000363,4856,1201,340,861,3655,3170,485
E02000364,2882,1012,363,649,1870,1520,350
E02000365,4999,1655,523,1132,3344,2604,740
E02000366,1529,543,162,381,986,744,242
E02000367,4723,1206,365,841,3517,2838,679
E02000368,1522,461,141,320,1061,792,269
E02000369,4167,1163,351,812,3004,2396,608
E02000370,3999,673,212,461,3326,2671,655
E02000371,34404,4891,1515,3376,29513,22502,7011
E02000372,17198,2259,622,1637,14939,12496,2443
E02000373,1201,434,134,300,767,602,165
E02000374,931,308,128,180,623,464,159
E02000375,14464,4227,1788,2439,10237,8732,1505
E02000376,3354,973,294,679,2381,1837,544
E02000377,1967,598,203,395,1369,1044,325
E02000378,3130,716,247,469,2414,1855,559
E02000379,1512,521,196,325,991,772,219
E02000380,1974,566,200,366,1408,1033,375
E02000381,4431,1033,353,680,3398,2595,803
E02000382,3876,938,306,632,2938,2202,736
E02000383,7398,1194,413,781,6204,4919,1285
E02000384,20591,3331,1139,2192,17260,14001,3259
E02000385,1705,521,179,342,1184,910,274
E02000386,4440,752,238,514,3688,3297,391
E02000387,5081,926,302,624,4155,3469,686
E02000388,3616,931,318,613,2685,2053,632
E02000389,3756,687,241,446,3069,2433,636
E02000390,1986,532,183,349,1454,1089,365
E02000391,4522,1396,677,719,3126,2343,783
E02000392,4578,1159,410,749,3419,2591,828
E02000393,1185,358,140,218,827,575,252
E02000394,4654,962,279,683,3692,2816,876
E02000395,3945,1095,483,612,2850,2101,749
E02000396,3035,735,270,465,2300,1754,546
E02000397,1757,642,209,433,1115,867,248
E02000398,3079,926,275,651,2153,1641,512
E02000400,2331,693,228,465,1638,1323,315
E02000401,1083,410,134,276,673,572,101
E02000402,1099,451,160,291,648,528,120
E02000403,5783,1330,355,975,4453,3891,562
E02000404,1552,573,204,369,979,788,191
E02000405,1654,626,232,394,1028,761,267
E02000406,1048,402,129,273,646,536,110
E02000407,2071,805,255,550,1266,1037,229
E02000408,2148,745,242,503,1403,1172,231
E02000409,1602,612,181,431,990,821,169
E02000410,2023,714,284,430,1309,996,313
E02000411,3606,903,260,643,2703,2241,462
E02000412,5848,2439,818,1621,3409,2952,457
E02000413,1664,671,271,400,993,786,207
E02000414,1309,398,119,279,911,708,203
E02000415,1782,669,245,424,1113,937,176
E02000416,2018,740,275,465,1278,999,279
E02000417,2756,1076,329,747,1680,1314,366
E02000418,1474,555,191,364,919,713,206
E02000419,2445,922,297,625,1523,1228,295
E02000420,1684,658,182,476,1026,806,220
E02000421,3822,1350,436,914,2472,2097,375
E02000422,1658,696,218,478,962,753,209
E02000423,2812,841,265,576,1971,1710,261
E02000424,1890,671,197,474,1219,932,287
E02000425,1455,645,160,485,810,671,139
E02000426,2700,878,337,541,1822,1312,510
E02000427,1624,689,263,426,935,728,207
E02000428,2211,848,214,634,1363,1121,242
E02000429,1686,661,233,428,1025,785,240
E02000430,3167,1094,386,708,2073,1565,508
E02000431,1802,613,239,374,1189,883,306
E02000432,1235,433,133,300,802,628,174
E02000433,4418,1386,501,885,3032,2483,549
E02000434,2824,912,304,608,1912,1446,466
E02000435,1481,535,227,308,946,766,180
E02000436,1327,535,206,329,792,625,167
E02000437,1970,732,286,446,1238,996,242
E02000438,2501,929,329,600,1572,1214,358
E02000439,2597,830,269,561,1767,1416,351
E02000440,1745,726,272,454,1019,767,252
E02000441,1260,497,196,301,763,584,179
E02000442,1930,604,194,410,1326,1063,263
E02000443,2630,781,249,532,1849,1464,385
E02000444,1479,521,189,332,958,731,227
E02000445,3456,1092,345,747,2364,2036,328
E02000447,1261,488,174,314,773,555,218
E02000448,2970,1194,430,764,1776,1396,380
E02000449,1440,498,178,320,942,749,193
E02000451,1313,521,192,329,792,622,170
E02000452,6005,1911,676,1235,4094,3498,596
E02000453,1963,620,243,377,1343,1069,274
E02000454,1197,444,180,264,753,556,197
E02000455,8448,2741,996,1745,5707,4892,815
E02000456,1074,385,138,247,689,545,144
E02000457,2963,924,256,668,2039,1647,392
E02000459,3114,888,317,571,2226,1730,496
E02000460,1037,404,128,276,633,515,118
E02000461,3339,1132,390,742,2207,1690,517
E02000462,1418,617,211,406,801,633,168
E02000463,1122,420,154,266,702,529,173
E02000464,1073,378,104,274,695,562,133
E02000465,1433,552,190,362,881,711,170
E02000466,1730,638,216,422,1092,864,228
E02000467,2377,567,177,390,1810,1446,364
E02000468,1691,719,243,476,972,741,231
E02000469,1407,567,175,392,840,675,165
E02000470,6153,1601,513,1088,4552,3618,934
E02000471,1253,429,188,241,824,633,191
E02000472,1921,573,217,356,1348,1084,264
E02000473,2634,968,382,586,1666,1304,362
E02000474,1890,573,181,392,1317,1004,313
E02000475,2240,749,265,484,1491,1151,340
E02000476,14394,5635,1993,3642,8759,7712,1047
E02000477,1557,591,221,370,966,708,258
E02000478,1099,405,179,226,694,510,184
E02000479,4844,1616,561,1055,3228,2690,538
E02000480,8683,2159,530,1629,6524,5488,1036
E02000481,1538,585,220,365,953,722,231
E02000482,1637,517,239,278,1120,861,259
E02000483,3976,1731,611,1120,2245,1826,419
E02000484,1693,572,206,366,1121,848,273
E02000485,3142,1275,514,761,1867,1443,424
E02000486,1668,607,229,378,1061,829,232
E02000487,1744,620,217,403,1124,827,297
E02000488,1906,623,223,400,1283,1095,188
E02000489,1256,465,158,307,791,623,168
E02000490,1296,456,157,299,840,660,180
E02000491,3583,747,239,508,2836,2125,711
E02000492,3410,664,227,437,2746,2074,672
E02000493,1498,709,253,456,789,643,146
E02000494,2919,1177,384,793,1742,1452,290
E02000495,5144,1532,527,1005,3612,3019,593
E02000496,4326,1036,329,707,3290,2591,699
E02000497,1962,670,251,419,1292,1037,255
E02000498,1562,433,145,288,1129,825,304
E02000499,2003,762,276,486,1241,974,267
E02000500,3543,1417,568,849,2126,1679,447
E02000501,1827,725,255,470,1102,847,255
E02000502,1896,568,190,378,1328,1061,267
E02000503,1402,346,149,197,1056,806,250
E02000504,1794,651,269,382,1143,853,290
E02000506,2407,796,313,483,1611,1272,339
E02000507,2232,643,212,431,1589,1185,404
E02000508,13602,3969,1653,2316,9633,8268,1365
E02000509,13056,2400,825,1575,10656,8410,2246
E02000510,5219,1426,431,995,3793,3227,566
E02000511,2927,689,204,485,2238,1733,505
E02000512,1264,367,115,252,897,715,182
E02000513,1659,634,240,394,1025,822,203
E02000514,1661,617,169,448,1044,854,190
E02000515,3974,1171,376,795,2803,2278,525
E02000516,1046,346,114,232,700,573,127
E02000517,1492,493,156,337,999,837,162
E02000518,5562,854,237,617,4708,3790,918
E02000519,3368,1340,486,854,2028,1734,294
E02000520,12505,2027,716,1311,10478,8183,2295
E02000521,2019,477,123,354,1542,1242,300
E02000522,1853,575,166,409,1278,1011,267
E02000523,3759,718,225,493,3041,2513,528
E02000524,46243,8537,1840,6697,37706,32083,5623
E02000525,4705,999,286,713,3706,3115,591
E02000526,5175,1167,398,769,4008,3062,946
E02000528,6364,1078,344,734,5286,4201,1085
E02000529,1435,546,204,342,889,707,182
E02000530,6452,1352,397,955,5100,4098,1002
E02000531,8922,1518,480,1038,7404,5722,1682
E02000532,3100,897,332,565,2203,1664,539
E02000533,1829,609,233,376,1220,864,356
E02000534,10186,1506,553,953,8680,7061,1619
E02000535,1212,478,179,299,734,598,136
E02000536,3591,964,310,654,2627,2307,320
E02000537,1626,565,216,349,1061,835,226
E02000538,5483,946,288,658,4537,3780,757
E02000539,5771,1510,436,1074,4261,3549,712
E02000540,3939,1192,380,812,2747,2258,489
E02000541,2135,715,250,465,1420,1178,242
E02000542,3700,1026,313,713,2674,2264,410
E02000543,6885,2426,843,1583,4459,3807,652
E02000544,1370,411,149,262,959,766,193
E02000545,2874,978,505,473,1896,1515,381
E02000546,2995,786,194,592,2209,1809,400
E02000547,7542,1221,405,816,6321,4999,1322
E02000548,6416,812,246,566,5604,4003,1601
E02000549,3179,955,319,636,2224,1792,432
E02000550,2326,882,305,577,1444,1253,191
E02000551,4237,956,334,622,3281,2715,566
E02000552,4954,886,255,631,4068,3286,782
E02000553,974,341,120,221,633,499,134
E02000554,1768,575,186,389,1193,974,219
E02000555,2278,680,220,460,1598,1287,311
E02000556,2883,988,310,678,1895,1498,397
E02000557,6174,1568,431,1137,4606,3931,675
E02000558,2408,841,257,584,1567,1348,219
E02000559,10488,3497,1271,2226,6991,5665,1326
E02000560,3741,1444,486,958,2297,1950,347
E02000561,1827,612,229,383,1215,956,259
E02000562,1926,556,191,365,1370,1048,322
E02000563,2393,768,229,539,1625,1384,241
E02000564,4122,1294,490,804,2828,2315,513
E02000565,1758,584,248,336,1174,919,255
E02000566,4842,1386,443,943,3456,2903,553
E02000567,1975,586,197,389,1389,1059,330
E02000568,6422,1156,379,777,5266,4483,783
E02000569,3996,987,294,693,3009,2561,448
E02000570,2503,785,298,487,1718,1277,441
E02000571,2441,660,199,461,1781,1368,413
E02000572,3092,780,254,526,2312,1879,433
E02000573,11341,2539,839,1700,8802,6931,1871
E02000574,14582,2161,601,1560,12421,10085,2336
E02000575,37979,4862,1456,3406,33117,26371,6746
E02000576,36220,4006,1190,2816,32214,23879,8335
E02000577,4541,1202,341,861,3339,2611,728
E02000578,2861,643,222,421,2218,1764,454
E02000579,2989,901,363,538,2088,1609,479
E02000580,3923,1122,370,752,2801,2089,712
E02000581,3743,715,255,460,3028,2473,555
E02000582,4174,1279,497,782,2895,2150,745
E02000583,3033,936,352,584,2097,1483,614
E02000584,8092,1751,588,1163,6341,4970,1371
E02000585,3180,825,294,531,2355,1713,642
E02000586,9960,1705,562,1143,8255,6402,1853
E02000587,4510,1192,431,761,3318,2664,654
E02000588,18774,3956,1396,2560,14818,12134,2684
E02000589,4504,1115,357,758,3389,2698,691
E02000590,6259,1298,453,845,4961,3795,1166
E02000591,2242,619,198,421,1623,1283,340
E02000592,8075,1821,567,1254,6254,5127,1127
E02000593,2212,681,243,438,1531,1070,461
E02000594,5499,1452,538,914,4047,3123,924
E02000595,8384,1669,580,1089,6715,5306,1409
E02000596,6363,1369,453,916,4994,3968,1026
E02000597,3228,784,318,466,2444,1795,649
E02000598,1690,656,294,362,1034,802,232
E02000599,2830,973,382,591,1857,1473,384
E02000600,4799,1547,455,1092,3252,2742,510
E02000601,3158,1070,399,671,2088,1692,396
E02000602,5281,1647,583,1064,3634,2988,646
E02000603,1696,599,234,365,1097,866,231
E02000604,5250,1578,627,951,3672,3096,576
E02000605,2152,769,287,482,1383,1076,307
E02000606,18275,6310,2740,3570,11965,10359,1606
E02000607,1376,403,187,216,973,781,192
E02000608,3460,1193,494,699,2267,1769,498
E02000609,1431,518,198,320,913,661,252
E02000610,2775,943,306,637,1832,1480,352
E02000611,1231,485,215,270,746,549,197
E02000612,1612,607,219,388,1005,756,249
E02000613,1844,646,230,416,1198,887,311
E02000614,5378,1348,439,909,4030,3303,727
E02000615,2563,799,286,513,1764,1405,359
E02000616,1814,349,119,230,1465,1208,257
E02000617,3835,1136,517,619,2699,2100,599
E02000619,3029,677,231,446,2352,1837,515
E02000620,8479,1539,418,1121,6940,5714,1226
E02000621,7785,1483,471,1012,6302,5303,999
E02000622,3329,748,240,508,2581,2101,480
E02000623,1320,428,150,278,892,673,219
E02000624,1373,512,167,345,861,658,203
E02000625,2621,681,203,478,1940,1488,452
E02000626,1670,561,178,383,1109,880,229
E02000627,2282,631,216,415,1651,1369,282
E02000628,5258,1486,491,995,3772,3274,498
E02000629,2870,722,253,469,2148,1617,531
E02000630,3520,842,248,594,2678,2108,570
E02000631,10550,1993,573,1420,8557,7128,1429
E02000632,2145,558,191,367,1587,1262,325
E02000633,4313,1122,349,773,3191,2750,441
E02000634,2791,804,253,551,1987,1605,382
E02000635,2270,690,230,460,1580,1225,355
E02000636,2490,783,262,521,1707,1228,479
E02000637,1880,606,184,422,1274,993,281
E02000638,2745,820,278,542,1925,1588,337
E02000639,1116,420,137,283,696,555,141
E02000640,1833,460,152,308,1373,1054,319
E02000641,1350,485,132,353,865,700,165
E02000642,1907,638,212,426,1269,1038,231
E02000643,1830,591,170,421,1239,978,261
E02000644,1713,560,192,368,1153,848,305
E02000645,3557,1053,340,713,2504,2012,492
E02000646,3224,1081,313,768,2143,1696,447
