GeographyCode,WP206WA0001,WP206WA0002,WP206WA0003,WP206WA0004,WP206WA0005,WP206WA0006,WP206WA0007,WP206WA0008
W35002147,300,258,35,27,30,22,34,1
W35002148,590,498,74,58,63,42,71,3
W35002149,283,235,39,30,33,25,36,0
W35002150,308,271,32,24,24,19,29,0
W35002151,639,556,55,36,45,29,51,13
W35002152,730,650,63,38,39,31,42,6
W35002153,654,528,105,77,85,68,94,5
W35002154,294,257,29,22,19,17,26,1
W35002155,409,358,40,26,29,23,32,8
W35002156,392,362,25,20,18,16,22,0
W35002157,425,366,53,42,47,43,49,0
W35002158,344,284,54,43,47,37,49,0
W35002159,370,337,30,16,16,13,20,0
W35002160,522,461,46,40,44,30,48,2
W35002161,292,250,37,22,25,18,27,0
W35002162,419,377,37,22,24,19,27,0
W35002163,298,254,39,26,31,22,35,0
W35002164,301,266,27,22,24,19,27,2
W35002165,368,323,24,15,23,16,24,16
W35002166,351,320,25,18,19,17,21,1
W35002167,366,335,23,22,21,17,24,3
W35002168,1451,1194,91,62,65,47,75,151
W35002169,314,293,14,16,15,13,17,2
W35002170,419,353,59,47,48,44,50,1
W35002171,331,282,25,23,25,21,28,16
W35002172,295,274,17,13,14,10,15,2
W35002173,228,200,18,17,17,13,19,4
W35002174,325,269,42,39,38,33,44,7
W35002175,312,183,118,119,121,111,125,0
W35002176,327,291,25,23,23,20,27,3
W35002177,415,351,53,37,47,33,47,3
W35002178,853,757,71,54,64,51,68,8
W35002179,279,250,25,19,19,15,22,0
W35002180,464,409,49,37,39,32,42,1
W35002181,294,264,23,24,21,17,27,0
W35002182,371,338,24,20,23,17,24,1
W35002183,302,250,44,32,34,22,38,0
W35002184,344,326,15,8,10,7,11,1
W35002185,359,325,30,20,19,15,23,0
W35002186,422,377,31,24,24,17,28,3
W35002187,538,494,29,22,22,17,24,9
W35002188,295,262,32,25,24,22,28,0
W35002189,488,413,67,46,49,38,51,1
W35002190,346,288,34,25,31,23,35,11
W35002191,1790,1611,138,85,97,59,110,10
W35002192,392,341,40,31,37,24,42,3
W35002193,748,600,107,79,81,68,92,26
W35002194,562,473,75,48,59,39,64,3
W35002195,285,239,34,31,32,24,37,4
W35002196,232,185,32,22,29,21,31,7
W35002197,506,423,66,50,61,51,63,1
W35002198,303,257,38,31,35,26,39,0
W35002199,367,321,31,24,29,24,31,8
W35002200,541,493,42,31,31,24,36,0
W35002201,249,225,17,11,11,8,13,5
W35002202,950,881,49,33,35,29,36,15
W35002203,310,257,44,37,38,33,42,1
W35002204,253,239,9,4,6,5,7,2
W35002205,371,310,42,33,31,25,36,9
W35002206,327,305,14,15,13,11,17,3
W35002207,335,307,19,16,13,11,17,4
W35002208,343,304,31,25,25,20,29,0
W35002209,280,250,22,14,13,11,15,4
W35002210,276,245,25,20,21,18,21,4
W35002211,355,324,22,17,21,13,23,3
W35002212,709,638,51,44,46,36,52,7
W35002213,602,451,128,109,109,87,128,0
W35002214,262,213,45,34,36,28,39,0
W35002215,396,336,49,41,46,37,48,1
W35002216,485,432,48,31,34,24,36,0
W35002217,364,308,45,33,40,31,43,0
W35002218,449,384,57,38,43,32,48,2
W35002219,320,277,32,28,28,20,33,0
W35002220,282,243,30,21,23,19,26,2
W35002221,457,399,55,45,42,34,48,0
W35002222,681,586,82,60,60,53,68,1
W35002223,687,602,70,56,60,45,67,0
W35002224,326,278,43,26,26,20,30,0
W35002225,341,267,63,51,59,51,60,1
W35002226,514,410,84,59,67,50,74,4
W35002227,243,204,33,18,24,14,27,0
W35002228,388,312,66,54,60,52,62,2
W35002229,589,493,66,42,45,37,52,20
W35002230,380,317,50,34,37,32,42,2
W35002231,702,596,87,63,73,52,78,3
W35002232,636,522,76,53,52,41,62,28
W35002233,384,309,64,42,49,38,51,2
W35002234,553,464,63,42,56,38,59,10
W35002235,647,560,60,38,47,37,52,13
W35002236,301,249,44,31,31,23,35,3
W35002237,255,199,45,31,33,22,39,0
W35002238,323,295,22,12,11,10,14,2
W35002239,405,366,29,19,21,14,25,2
W35002240,1881,1744,92,76,76,61,89,18
W35002241,433,385,37,23,24,20,28,6
W35002242,307,286,21,11,10,8,12,0
W35002243,583,526,49,28,27,22,36,2
W35002244,479,439,30,21,21,14,25,5
W35002245,283,249,28,15,15,13,20,1
W35002246,2016,1867,93,79,76,60,90,27
W35002247,244,221,20,15,14,13,18,1
W35002248,286,240,28,26,27,25,28,10
W35002249,960,855,48,42,44,35,54,42
W35002250,246,209,27,27,23,20,29,0
W35002251,348,314,22,20,20,16,22,5
W35002252,482,455,17,15,16,12,20,1
W35002253,696,614,50,41,44,35,53,12
W35002254,382,330,39,26,24,21,33,2
W35002255,804,717,71,51,44,35,55,3
W35002256,355,331,16,9,10,10,11,4
W35002257,372,311,47,38,35,27,44,3
W35002258,638,560,63,44,54,43,59,1
W35002259,228,201,22,17,17,14,20,1
W35002260,580,536,29,21,20,18,27,3
W35002261,435,383,31,28,27,25,30,15
W35002262,286,268,15,12,7,4,12,2
W35002263,335,310,11,5,12,4,13,6
W35002264,260,236,18,15,17,14,18,2
W35002265,503,463,26,19,16,13,21,7
W35002266,305,278,16,16,16,11,20,3
W35002267,585,519,53,45,45,35,50,3
W35002268,523,475,37,27,32,26,36,1
W35002269,286,264,20,15,16,11,18,0
W35002270,819,764,36,19,16,14,22,12
W35002271,363,331,23,8,10,9,13,5
W35002272,301,276,21,17,16,15,19,0
W35002273,316,292,21,13,13,10,14,0
W35002274,291,269,18,6,7,5,9,1
W35002275,312,282,26,23,19,16,25,0
W35002276,654,610,26,25,21,21,28,7
W35002277,348,323,17,11,11,5,16,1
W35002278,268,239,26,20,20,18,21,1
W35002279,303,247,49,38,46,41,47,1
W35002280,427,388,35,20,20,16,23,0
W35002281,465,423,34,31,31,24,37,1
W35002282,258,235,16,12,16,12,18,2
W35002283,418,309,101,93,96,91,97,0
W35002284,547,514,23,14,15,11,21,1
W35002285,302,275,13,12,9,9,12,9
W35002286,443,389,36,33,29,25,38,4
W35002287,486,424,47,48,44,40,51,4
W35002288,311,272,31,26,24,22,30,1
W35002289,745,696,31,26,21,14,30,6
W35002290,388,345,33,31,26,22,34,2
W35002291,226,206,14,11,14,13,14,2
W35002292,382,365,13,12,9,6,13,1
W35002293,324,296,27,22,19,17,22,0
W35002294,1097,1027,44,30,37,25,40,14
W35002295,942,882,35,25,30,21,35,15
W35002296,304,281,17,13,15,13,17,0
W35002297,578,525,30,21,20,18,25,17
W35002298,605,562,29,24,19,16,25,8
W35002299,294,266,21,16,15,12,20,2
W35002300,399,362,24,19,21,18,23,7
W35002301,516,480,23,23,21,16,25,4
W35002302,271,248,18,16,17,15,17,2
W35002303,227,202,19,19,18,15,20,2
W35002304,227,204,18,16,16,15,18,1
W35002305,426,374,40,27,33,26,36,4
W35002306,313,276,29,27,23,17,30,1
W35002307,365,335,23,21,21,14,23,2
W35002308,820,769,23,13,16,9,21,18
W35002309,369,301,49,44,43,39,55,2
W35002310,336,293,36,31,29,27,34,1
W35002311,577,513,50,41,41,31,49,2
W35002312,383,346,29,21,17,14,22,5
W35002313,708,647,50,37,31,22,40,2
W35002314,312,286,18,18,18,13,22,1
W35002315,726,660,50,39,35,24,43,9
W35002316,604,545,34,21,21,16,24,22
W35002317,251,228,18,9,9,6,11,5
W35002318,286,252,20,11,10,7,12,13
W35002319,320,291,18,11,15,12,16,9
W35002320,593,536,35,17,21,16,26,14
W35002321,2235,2008,148,95,109,81,126,50
W35002322,534,456,43,28,33,28,37,26
W35002323,259,232,21,13,15,11,16,3
W35002324,473,413,47,31,32,22,39,5
W35002325,311,270,25,19,21,17,23,10
W35002326,325,289,25,16,19,15,20,6
W35002327,282,254,23,18,15,14,22,2
W35002328,332,266,55,47,45,40,50,6
W35002329,355,310,33,22,29,19,31,3
W35002330,552,525,25,14,12,10,15,1
W35002331,708,622,59,39,43,32,49,19
W35002332,253,227,22,15,17,14,19,2
W35002333,283,240,29,21,27,20,30,6
W35002334,254,238,13,10,8,5,13,0
W35002335,355,266,8,9,13,6,17,71
W35002336,339,293,18,15,14,12,17,25
W35002337,321,277,18,12,7,6,14,22
W35002338,279,237,13,7,9,7,9,29
W35002339,334,262,17,14,16,10,17,52
W35002340,755,521,56,42,44,29,50,165
W35002341,444,356,19,7,10,6,11,65
W35002342,395,335,36,27,26,20,33,15
W35002343,247,220,15,8,8,9,12,6
W35002344,328,272,14,13,9,8,13,41
W35002345,253,218,21,15,16,9,17,11
W35002346,261,234,10,8,9,7,10,14
W35002347,604,525,52,27,30,26,35,24
W35002348,303,264,21,15,12,7,17,15
W35002349,371,333,19,12,13,9,16,13
W35002350,276,224,26,24,19,17,26,19
W35002351,601,562,26,23,26,22,31,3
W35002352,304,273,19,24,24,18,27,1
W35002353,382,341,28,22,21,15,25,9
W35002354,417,368,33,28,30,30,33,9
W35002355,448,402,29,20,24,13,28,8
W35002356,235,211,14,12,12,10,14,6
W35002357,268,243,18,13,18,12,18,3
W35002358,257,223,13,9,11,7,12,17
W35002359,474,380,27,18,20,19,22,63
W35002360,414,336,30,22,22,16,25,44
W35002361,287,223,18,8,11,10,11,43
W35002362,415,378,19,13,10,10,13,17
W35002363,268,207,17,14,11,10,15,42
W35002364,239,205,9,8,8,8,8,23
W35002365,290,236,15,12,14,11,15,34
W35002366,589,498,11,9,10,10,13,72
W35002367,279,232,26,18,20,13,23,18
W35002368,331,241,11,7,10,7,10,76
W35002369,459,378,27,23,21,15,27,47
W35002370,460,321,23,13,12,11,15,112
W35002371,310,273,22,21,20,18,24,9
W35002372,399,335,24,17,12,10,17,37
W35002373,663,489,41,40,39,32,46,120
W35002374,362,317,29,28,24,17,30,8
W35002375,341,319,10,9,12,7,13,7
W35002376,295,276,10,8,5,6,9,5
W35002377,542,483,40,35,34,30,36,14
W35002378,579,478,54,44,46,32,52,35
W35002379,313,221,19,16,17,15,19,70
W35002380,483,411,23,17,16,13,20,39
W35002381,255,214,23,14,16,13,17,14
W35002382,329,297,26,19,18,16,23,2
W35002383,720,651,25,16,21,15,22,36
W35002384,396,323,38,26,27,24,31,25
W35002385,291,260,17,15,11,6,17,9
W35002386,298,269,18,9,12,10,13,5
W35002387,830,696,88,71,65,54,82,30
W35002388,360,339,13,13,15,13,16,3
W35002389,337,309,21,17,16,14,18,4
W35002390,550,498,29,17,21,12,23,18
W35002391,641,544,72,63,66,54,73,11
W35002392,252,231,16,9,10,7,12,2
W35002393,301,275,20,18,15,8,20,0
W35002394,322,305,11,8,9,8,10,4
W35002395,405,353,36,27,37,26,40,4
W35002396,532,496,28,24,22,20,28,3
W35002397,344,296,41,30,29,29,32,3
W35002398,361,331,23,20,20,15,23,1
W35002399,291,277,11,5,10,5,11,0
W35002400,1231,1143,57,39,37,27,48,18
W35002401,270,247,16,12,13,12,16,2
W35002402,2198,2082,61,43,41,30,55,34
W35002403,315,276,20,17,18,13,23,11
W35002404,354,312,24,15,18,16,19,13
W35002405,237,218,14,8,12,8,13,1
W35002406,570,514,43,32,29,23,41,1
W35002407,520,472,27,23,24,23,31,7
W35002408,307,284,15,11,9,7,12,4
W35002409,325,291,15,6,3,3,6,18
W35002410,370,328,21,20,22,17,25,11
W35002411,535,475,33,23,25,19,31,19
W35002412,406,362,23,22,25,19,26,14
W35002413,405,370,21,9,12,8,14,10
W35002414,343,290,41,27,23,17,32,3
W35002415,369,327,30,19,21,13,24,5
W35002416,437,404,24,17,17,13,22,4
W35002417,250,234,9,5,9,6,9,2
W35002418,458,416,23,26,32,26,34,4
W35002419,255,226,24,15,15,14,17,4
W35002420,354,325,24,17,17,15,19,0
W35002421,259,231,22,17,20,17,22,0
W35002422,276,210,14,7,9,7,10,50
W35002423,266,249,15,12,12,12,13,1
W35002424,587,482,57,48,50,44,55,36
W35002425,278,222,45,42,41,38,45,7
W35002426,255,236,15,7,6,6,9,3
W35002427,352,320,21,18,19,14,22,2
W35002428,416,370,22,25,26,21,31,10
W35002429,297,283,9,10,8,8,11,0
W35002430,451,417,26,20,18,13,22,3
W35002431,446,428,9,6,9,6,11,2
W35002432,248,223,17,12,16,12,19,0
W35002433,1449,1265,133,104,98,79,124,23
W35002434,268,246,17,14,17,11,18,1
W35002435,261,233,20,12,13,11,16,4
W35002436,358,334,9,11,14,12,15,8
W35002437,288,263,12,4,6,6,7,9
W35002438,296,267,23,16,13,12,17,3
W35002439,540,478,36,27,37,25,40,12
W35002440,510,487,13,11,14,7,16,4
W35002441,263,238,17,14,12,8,17,3
W35002442,366,328,27,20,17,14,23,3
W35002443,367,331,26,27,21,16,29,4
W35002444,250,231,12,3,6,4,6,4
W35002445,3407,3077,225,177,181,137,207,50
W35002446,268,247,14,9,9,7,12,3
W35002447,642,582,45,36,36,23,41,6
W35002448,276,256,13,12,11,8,14,3
W35002449,506,460,31,20,20,16,23,10
W35002450,457,381,68,43,43,32,49,1
W35002451,263,241,17,7,10,7,10,2
W35002452,701,638,48,33,39,26,47,3
W35002453,318,291,21,17,16,13,19,0
W35002454,253,228,13,8,9,8,9,11
W35002455,272,258,7,4,3,3,4,5
W35002456,222,198,14,15,13,12,17,3
W35002457,320,275,31,29,24,17,34,4
W35002458,274,248,20,11,16,8,17,2
W35002459,346,321,9,8,6,4,10,10
W35002460,794,706,61,57,55,44,66,4
W35002461,287,266,13,9,9,6,11,6
W35002462,662,617,24,23,20,15,24,15
W35002463,573,536,19,12,15,9,15,15
W35002464,324,304,16,14,14,9,16,1
W35002465,239,214,18,9,13,9,13,1
W35002466,1489,1407,50,39,42,32,48,14
W35002467,2979,2577,217,169,197,143,216,138
W35002468,217,204,11,2,5,2,5,2
W35002469,354,305,39,27,25,22,28,8
W35002470,339,295,38,26,31,24,33,3
W35002471,646,552,78,57,61,44,73,1
W35002472,324,279,39,30,28,24,33,1
W35002473,881,772,84,63,72,58,83,4
W35002474,528,474,37,29,33,22,39,4
W35002475,554,510,31,23,25,19,31,5
W35002476,293,242,44,32,38,28,40,0
W35002477,384,329,46,39,42,34,45,0
W35002478,283,240,35,25,25,20,28,1
W35002479,471,398,62,41,49,38,52,0
W35002480,739,630,88,61,71,49,76,7
W35002481,814,667,100,81,90,69,97,23
W35002482,1096,934,125,89,104,76,113,11
W35002483,420,343,61,55,59,49,64,3
W35002484,1267,1108,131,87,98,77,110,4
W35002485,301,264,31,18,24,14,26,1
W35002486,429,353,70,41,48,39,51,0
W35002487,481,378,90,62,71,56,74,3
W35002488,336,292,39,33,35,26,37,0
W35002489,820,609,168,130,139,112,149,24
W35002490,319,278,34,19,22,17,27,0
W35002491,310,268,29,18,22,13,25,5
W35002492,360,312,34,23,28,20,34,2
W35002493,321,279,34,22,22,19,26,3
W35002494,269,230,30,22,23,17,27,4
W35002495,340,310,21,17,18,13,23,1
W35002496,452,393,39,29,30,25,36,9
W35002497,329,246,73,69,68,66,73,0
W35002498,1583,1387,154,108,115,86,137,13
W35002499,619,517,81,57,68,52,72,2
W35002500,385,325,53,42,44,31,47,1
W35002501,460,409,33,24,26,21,27,11
W35002502,314,286,27,18,17,13,20,0
W35002503,523,474,37,22,24,18,27,5
W35002504,295,261,23,12,18,10,22,1
W35002505,333,278,41,26,31,25,35,3
W35002506,353,287,58,41,49,39,50,0
W35002507,272,233,34,26,26,17,30,2
W35002508,554,492,45,31,41,27,44,4
W35002509,484,318,147,135,134,122,140,4
W35002510,370,265,90,69,78,64,83,3
W35002511,534,428,91,65,71,60,75,4
W35002512,327,272,43,27,29,18,34,4
W35002513,396,313,62,50,50,45,55,19
W35002514,511,457,48,35,33,28,40,1
W35002515,651,545,82,49,63,43,69,5
W35002516,376,329,37,20,30,20,33,2
W35002517,282,252,24,20,22,20,23,1
W35002518,547,457,77,63,61,47,73,0
W35002519,362,321,37,16,17,14,19,2
W35002520,272,237,29,23,21,21,26,0
W35002521,1162,987,151,106,96,77,116,4
W35002522,285,248,32,19,19,15,21,1
W35002523,321,260,54,35,39,26,44,0
W35002524,251,204,36,27,28,25,29,6
W35002525,660,517,119,88,90,76,100,11
W35002526,691,585,85,68,75,54,83,5
W35002527,317,285,28,21,23,19,25,0
W35002528,746,608,120,95,104,81,111,3
W35002529,368,248,106,82,90,77,95,1
W35002530,534,454,72,46,57,46,58,3
W35002531,668,585,65,48,48,37,59,6
W35002532,318,279,29,21,27,19,27,1
W35002533,627,542,73,39,51,36,55,3
W35002534,270,252,17,10,13,11,15,0
W35002535,257,234,21,14,14,12,15,1
W35002536,259,224,30,24,25,21,29,0
W35002537,357,322,30,22,23,21,26,0
W35002538,279,232,35,22,25,20,28,6
W35002539,261,227,31,25,27,22,29,1
W35002540,322,284,25,19,19,15,23,6
W35002541,361,205,141,132,131,123,137,4
W35002542,348,287,52,30,37,24,38,1
W35002543,298,261,30,22,23,16,26,1
W35002544,299,255,41,27,32,24,33,0
W35002545,495,422,54,41,50,32,55,0
W35002546,251,211,29,27,26,24,28,7
W35002547,364,326,30,17,22,13,24,2
W35002548,364,311,40,27,29,25,32,8
W35002549,262,229,29,19,22,14,25,0
W35002550,264,224,22,20,22,16,26,9
W35002551,326,289,30,25,27,21,29,0
W35002552,353,268,69,58,58,44,65,5
W35002553,330,279,43,39,37,28,42,3
W35002554,341,280,54,47,47,42,54,1
W35002555,1864,1048,707,614,622,561,649,62
W35002556,291,241,44,31,31,26,35,4
W35002557,416,339,67,58,56,49,62,2
W35002558,412,359,44,38,36,30,46,0
W35002559,636,561,57,37,48,29,54,2
W35002560,258,216,36,29,31,25,33,1
W35002561,822,699,88,59,65,43,76,19
W35002562,381,322,48,40,38,36,45,1
W35002563,291,258,24,19,24,15,26,1
W35002564,391,340,33,22,22,18,26,9
W35002565,307,259,41,33,34,25,36,0
W35002566,331,272,50,36,42,35,42,1
W35002567,403,373,25,17,19,15,20,1
W35002568,287,241,43,32,31,27,34,2
W35002569,331,271,48,34,33,28,39,4
W35002570,307,266,39,27,28,25,29,0
W35002571,563,498,53,40,42,33,47,7
W35002572,243,216,24,17,18,13,20,0
W35002573,431,291,132,125,124,115,127,0
W35002574,369,325,37,27,28,22,30,2
W35002575,399,358,37,22,29,25,29,1
W35002576,291,234,50,37,39,28,42,1
W35002577,303,274,18,15,20,11,23,0
W35002578,719,604,84,62,71,53,76,16
W35002579,323,277,36,33,33,26,36,5
W35002580,3198,2324,727,578,616,502,662,72
W35002581,294,266,21,14,16,14,19,2
W35002582,693,537,107,87,104,77,108,36
W35002583,973,838,103,85,91,75,104,10
W35002584,278,215,49,29,34,23,36,11
W35002585,309,266,35,28,29,25,32,2
W35002586,692,596,69,49,57,37,65,5
W35002587,257,235,14,12,13,10,15,4
W35002588,262,226,27,20,23,16,27,1
W35002589,407,358,43,27,28,24,31,1
W35002590,377,332,33,29,29,24,32,4
W35002591,240,200,35,21,24,17,27,0
W35002592,542,422,93,65,71,57,76,17
W35002593,334,281,45,34,33,26,39,0
W35002594,486,316,155,121,125,109,134,2
W35002595,313,221,83,73,78,66,81,4
W35002596,229,184,38,25,28,21,30,1
W35002597,235,189,42,34,37,28,39,1
W35002598,568,494,60,43,44,33,52,3
W35002599,244,216,22,15,17,12,20,1
W35002600,319,229,77,58,66,53,71,3
W35002601,403,332,57,49,52,45,56,1
W35002602,284,241,33,28,32,21,36,3
W35002603,303,262,34,22,25,20,25,3
W35002604,294,263,28,21,24,19,26,0
W35002605,254,229,18,13,18,14,19,1
W35002606,561,483,66,41,44,34,50,1
W35002607,468,388,51,34,43,34,44,21
W35002608,267,225,34,22,29,20,32,1
W35002609,473,420,32,19,19,15,24,16
W35002610,214,190,20,13,13,10,16,1
W35002611,653,552,70,52,50,45,58,23
W35002612,692,607,65,52,48,38,58,12
W35002613,362,302,51,40,42,38,45,0
W35002614,284,248,25,14,14,13,14,10
W35002615,333,292,34,23,23,17,28,0
W35002616,604,540,48,42,46,38,52,1
W35002617,779,690,54,34,40,26,45,18
W35002618,281,234,43,34,34,32,35,1
W35002619,324,285,32,25,28,23,29,0
W35002620,949,789,131,115,117,97,129,8
W35002621,666,537,105,90,93,77,105,7
W35002622,409,336,60,53,56,50,60,1
W35002623,247,209,23,18,29,16,32,0
W35002624,410,347,49,40,36,25,47,0
W35002625,542,454,67,41,51,39,56,7
W35002626,266,237,25,22,22,16,25,0
W35002627,486,414,54,33,35,16,39,9
W35002628,290,239,29,27,30,25,30,14
W35002629,322,291,20,8,19,6,19,1
W35002630,283,247,32,19,22,16,24,0
W35002631,298,264,30,20,21,19,22,1
W35002632,354,311,35,28,32,22,36,2
W35002633,340,294,32,28,37,27,39,0
W35002634,294,250,36,25,22,14,29,0
W35002635,415,351,57,41,41,33,46,0
W35002636,519,468,40,30,32,28,36,4
W35002637,308,269,28,26,26,20,31,4
W35002638,421,382,34,18,22,18,24,2
W35002639,403,332,62,51,55,44,59,0
W35002640,328,295,26,21,18,14,22,0
W35002641,339,298,31,16,16,12,20,6
W35002642,642,553,68,58,63,44,70,6
W35002643,535,478,51,34,35,28,39,1
W35002644,291,203,80,48,46,34,56,0
W35002645,323,260,48,29,33,17,43,0
W35002646,495,390,78,44,53,37,65,11
W35002647,319,224,78,53,51,35,63,1
W35002648,277,156,109,73,67,54,79,0
W35002649,229,193,28,18,17,14,20,3
W35002650,302,225,66,35,37,28,44,2
W35002651,298,249,41,22,27,20,31,1
W35002652,355,315,30,19,23,19,25,3
W35002653,2142,1838,232,145,187,124,204,20
W35002654,299,131,149,102,94,77,116,3
W35002655,429,216,196,124,108,84,140,3
W35002656,310,185,118,66,51,37,72,0
W35002657,261,138,105,63,61,51,74,6
W35002658,311,151,149,103,79,64,106,0
W35002659,313,160,133,95,70,54,102,5
W35002660,455,215,216,158,136,108,169,0
W35002661,356,160,180,119,98,81,128,2
W35002662,464,166,262,229,193,168,236,2
W35002663,385,199,163,144,133,109,154,1
W35002664,453,191,239,201,185,166,207,5
W35002665,292,103,167,139,115,98,145,0
W35002666,305,140,138,124,112,97,133,0
W35002667,295,124,160,117,122,99,129,0
W35002668,336,137,178,158,145,128,168,0
W35002669,720,299,377,295,277,235,319,1
W35002670,279,133,128,99,87,71,110,0
W35002671,387,172,180,152,143,122,162,14
W35002672,471,251,189,146,128,113,151,3
W35002673,382,159,202,176,160,138,185,1
W35002674,356,213,131,68,69,49,76,4
W35002675,396,219,150,103,98,80,114,9
W35002676,261,85,156,135,129,108,142,1
W35002677,382,269,95,61,63,50,71,4
W35002678,341,252,78,45,42,32,53,0
W35002679,453,269,158,127,128,112,139,4
W35002680,478,389,70,43,44,32,53,8
W35002681,247,206,31,24,23,21,24,8
W35002682,281,220,25,17,15,12,18,34
W35002683,258,189,32,23,21,14,26,27
W35002684,299,220,23,16,11,7,19,51
W35002685,672,524,97,61,67,55,75,38
W35002686,739,563,87,53,51,37,61,82
W35002687,364,276,49,30,31,25,36,32
W35002688,878,666,96,57,68,51,77,96
W35002689,509,375,47,37,32,27,44,76
W35002690,356,277,48,34,36,23,43,26
W35002691,286,224,34,26,27,26,33,18
W35002692,485,221,245,193,180,154,206,0
W35002693,358,120,216,201,190,174,204,0
W35002694,450,103,313,303,280,264,306,2
W35002695,277,92,163,147,144,125,152,3
W35002696,286,94,163,168,162,149,174,1
W35002697,261,107,139,128,122,114,130,1
W35002698,221,97,111,100,91,81,104,1
W35002699,364,116,221,219,208,187,222,0
W35002700,288,99,168,161,154,137,164,0
W35002701,262,89,160,142,127,112,143,0
W35002702,588,506,71,53,60,49,62,0
W35002703,624,518,62,40,44,37,50,33
W35002704,735,647,62,34,36,32,43,18
W35002705,303,278,17,10,10,7,11,8
W35002706,174,149,20,16,14,13,16,3
W35002707,281,211,62,56,57,50,59,5
W35002708,440,347,73,52,60,45,64,13
W35002709,699,635,47,43,48,34,52,5
W35002710,428,361,58,39,41,28,44,5
