GeographyCode,WP201EW0001,WP201EW0002,WP201EW0003,WP201EW0004,WP201EW0005,WP201EW0006,WP201EW0007,WP201EW0008,WP201EW0009,WP201EW0010,WP201EW0011,WP201EW0012,WP201EW0013,WP201EW0014,WP201EW0015,WP201EW0016,WP201EW0017,WP201EW0018,WP201EW0019
E08000020,91882,86263,327,35,1740,144,90,186,97,689,406,204,476,461,359,57,24,75,249
E08000021,169652,152503,1023,50,4272,334,228,558,327,2290,1759,921,1443,1589,1274,175,72,285,549
E08000022,84221,78969,312,17,1419,161,120,166,144,648,322,338,395,480,411,66,32,66,155
E08000023,50317,47698,126,6,440,71,58,128,100,356,172,370,146,208,108,14,19,158,139
E08000024,126089,119675,291,35,1564,218,91,232,146,1002,286,448,475,686,442,72,30,137,259
E08000025,488095,323894,8543,132,15981,6518,842,2686,1994,33422,33104,6291,3932,10318,8458,20449,5465,1959,4107
E08000026,148246,110904,2577,46,7108,969,236,578,412,11763,2826,760,820,2624,3263,1544,381,244,1191
E08000027,123197,108757,541,72,1842,877,58,290,207,3598,2534,317,410,806,622,1388,280,194,404
E08000028,125467,89798,728,31,4526,1380,117,422,328,12845,3762,1056,424,2415,1333,3828,785,211,1478
E08000029,99967,81773,1676,21,2539,876,111,361,262,4230,2597,577,437,1165,716,1609,371,160,486
E08000030,105000,84188,505,50,2469,986,71,383,193,6760,3160,784,393,1501,758,1536,449,79,735
E08000031,108004,80347,607,44,2768,1769,84,493,308,10721,1362,299,573,2033,1105,3038,1027,133,1293
E08000032,213515,160021,1114,92,7430,1385,241,1148,539,6338,24170,1475,846,2824,1926,1595,308,558,1505
E08000033,94704,83685,665,28,2273,444,71,302,194,1061,4058,189,254,472,283,372,90,59,204
E08000034,166882,137960,1004,49,4035,1280,156,574,312,5803,10148,225,537,1053,865,1802,368,171,540
E08000035,409815,345147,3514,178,13628,2674,775,1639,1151,9526,10926,1113,2290,3877,5605,3468,1636,750,1918
E08000036,151142,137658,517,59,5096,442,122,262,202,1301,2316,138,444,658,987,318,136,139,347
E09000001,356706,222245,7810,104,51515,1749,1198,3233,3139,20003,3746,2704,6958,9423,8482,6154,2254,2050,3939
E09000002,58444,34372,599,24,5519,416,228,215,260,3433,2028,1389,478,1585,5088,1601,486,163,560
E09000003,129112,60632,3554,36,23156,854,661,1171,1308,11168,1852,1034,2100,6952,6143,2968,1140,956,3427
E09000004,74670,58383,845,109,3444,360,179,311,315,2373,232,452,654,1568,3497,922,329,110,587
E09000005,115221,30782,4528,69,20446,1040,694,903,1157,21049,3767,779,1474,9268,6496,6623,2006,2057,2083
E09000006,111405,84865,1585,78,6670,943,298,730,722,2537,475,653,886,2296,3875,2858,813,228,893
E09000007,272367,147506,7293,105,43995,2027,1372,2704,3262,12568,3146,4307,4688,9870,12014,7508,3067,2017,4918
E09000008,120398,66609,1937,52,9698,1643,615,1147,1142,7335,2557,825,1438,5274,7614,8036,2534,468,1474
E09000009,132461,47141,3892,56,23686,924,556,999,1147,20649,4279,765,1500,9936,5295,4982,1565,2049,3040
E09000010,105493,51832,2659,86,18170,931,443,781,1042,4512,1280,1526,909,3957,6755,5135,1678,402,3395
E09000011,86199,50322,1497,89,7851,811,424,542,770,3273,863,769,1295,3484,8636,2964,1166,240,1203
E09000012,103604,47756,2283,85,17405,1091,750,1030,1497,4286,1305,2000,1387,3084,7991,5942,2121,566,3025
E09000013,124530,62233,3420,59,21402,1163,718,1190,1500,6080,1845,1163,1837,5642,5969,4617,1533,1677,2482
E09000014,81001,30288,2204,48,19303,907,482,743,1155,3120,1070,1341,936,2860,6037,5568,1508,515,2916
E09000015,73804,28825,2628,18,8912,504,233,536,529,16208,1708,379,733,5925,2279,2190,798,468,931
E09000016,84726,67126,1063,47,3798,452,176,299,302,2618,845,770,585,1651,2760,1142,344,165,583
E09000017,164963,92184,3349,76,15718,891,440,1204,1056,22508,4695,916,1544,8657,4315,2859,1151,917,2483
E09000018,128880,63805,2663,34,17386,771,481,982,1080,18116,4076,733,1162,7148,3989,2433,851,1039,2131
E09000019,167159,90928,4687,86,25443,1480,862,1660,2066,6855,1923,2447,2584,5160,8133,6184,2440,1135,3086
E09000020,116546,52706,2627,44,26692,1052,660,1215,1627,4504,1390,1318,1879,6419,5110,3352,1267,1818,2866
E09000021,72450,47811,1246,25,7589,467,223,627,580,3124,1037,465,926,4156,1647,944,289,566,728
E09000022,137664,64203,3213,68,20901,1856,1053,1192,1886,4978,1813,1229,1757,4453,12582,9997,3282,784,2417
E09000023,78895,38530,1660,41,8512,1355,510,500,872,2002,621,619,1262,2811,8282,7326,2101,292,1599
E09000024,75223,40976,1600,56,11661,673,318,649,716,2901,1893,653,873,4250,3223,2716,741,420,904
E09000025,103887,33623,1309,77,15934,906,612,571,822,11983,6408,6335,1223,5043,9905,4999,1494,634,2009
E09000026,78894,36988,1309,30,7228,544,221,429,515,10290,5472,2344,801,3989,3614,2590,667,326,1537
E09000027,78387,52389,1795,29,10275,435,224,649,618,3318,733,477,829,2489,1532,916,341,426,912
E09000028,183496,97793,3968,76,23290,1786,1012,1469,2183,7327,1953,2027,3242,5005,15886,9068,3336,983,3092
E09000029,72286,50881,1248,44,5175,550,229,551,503,2415,827,436,766,3083,2612,1579,469,290,628
E09000030,234726,120010,4977,88,34097,1565,1041,1986,2152,15694,3926,15542,5241,6246,9216,5841,2373,1664,3067
E09000031,79221,32347,1457,62,13981,804,341,462,741,3870,5490,1672,750,3291,5310,4735,1368,644,1896
E09000032,117924,59618,2710,59,19068,1251,590,1013,1352,4596,2828,910,1372,5228,6989,5914,1938,761,1727
E09000033,579739,321180,12507,185,98494,4152,2662,5604,6694,27336,6677,6094,10525,19937,20798,14688,5730,6863,9613
W06000001,24405,23576,149,19,263,40,9,56,21,66,12,30,77,22,16,9,5,18,17
W06000002,57626,54916,246,51,1012,127,47,106,99,221,86,92,157,189,85,30,6,98,58
W06000003,45201,42850,304,19,951,97,41,78,66,150,51,56,164,191,47,25,15,41,55
W06000004,41357,39277,202,6,692,66,25,69,46,195,69,55,163,305,75,16,8,31,57
W06000005,72020,67453,346,30,2715,108,46,112,91,233,89,104,206,187,119,49,18,35,79
W06000006,60837,56196,258,20,2535,102,30,99,75,424,117,103,167,348,190,41,23,46,63
W06000008,32426,30335,204,25,971,54,24,76,57,157,30,43,94,96,83,41,5,51,80
W06000009,52951,50435,375,78,951,74,18,88,60,211,48,55,101,266,57,24,12,18,80
W06000010,73870,69764,347,54,2099,104,27,87,67,312,69,120,164,355,82,49,14,59,97
W06000011,110469,102813,514,21,2386,222,85,218,172,816,221,436,539,744,620,104,39,241,278
W06000012,51434,49257,164,21,656,112,18,84,59,222,62,113,153,209,106,67,19,39,73
W06000013,60466,57616,201,19,1049,101,43,88,91,280,76,80,204,311,82,84,24,38,79
W06000014,45574,42479,228,4,892,208,73,90,100,320,120,128,194,339,116,135,32,57,59
W06000015,199702,174016,1402,60,7156,1318,525,821,762,3348,1937,1194,1409,1596,1612,662,394,786,704
W06000016,82073,78288,289,18,962,142,56,118,103,429,174,134,400,395,319,63,29,77,77
W06000018,58647,56214,173,6,718,132,31,89,57,239,120,89,301,212,87,64,13,43,59
W06000019,22021,21126,43,8,335,41,9,25,15,103,33,21,84,55,37,13,2,16,55
W06000020,38863,37186,140,8,441,75,24,57,54,159,84,68,99,225,71,69,19,31,53
W06000021,38064,36163,178,8,755,69,19,64,53,180,44,67,80,208,65,35,12,36,28
W06000022,73360,66030,328,29,2056,330,110,195,172,715,765,399,275,676,511,253,94,249,173
W06000023,60142,57279,236,28,1545,76,26,87,78,122,21,61,97,343,24,44,12,18,45
W06000024,24856,23164,51,9,837,46,15,47,29,146,38,17,103,192,51,19,14,26,52
E02000001,356706,222245,7810,104,51515,1749,1198,3233,3139,20003,3746,2704,6958,9423,8482,6154,2254,2050,3939
E02000002,1130,697,11,0,123,6,3,3,7,58,19,18,19,31,87,29,9,5,5
E02000003,3620,2199,50,1,236,16,13,10,22,285,147,73,22,127,242,108,30,8,31
E02000004,1508,1124,20,1,89,7,3,8,3,27,13,10,4,36,102,40,9,4,8
E02000005,1545,932,18,2,164,9,5,7,3,73,50,40,18,46,124,35,4,2,13
E02000007,3664,2553,56,1,218,43,19,9,23,92,34,45,29,47,337,99,35,5,19
E02000008,2356,1483,25,0,276,24,13,8,11,83,45,24,11,39,202,62,20,8,22
E02000009,1168,554,12,1,207,12,4,5,8,38,41,32,22,40,132,30,9,16,5
E02000010,1504,970,14,0,194,13,0,9,7,26,12,14,2,31,156,34,10,3,9
E02000011,2785,1953,25,0,231,19,9,14,14,110,22,31,19,54,201,51,20,2,10
E02000012,1900,879,24,1,218,14,8,12,5,136,109,178,23,50,124,64,23,9,23
E02000013,1289,729,10,2,194,8,4,4,5,49,26,25,15,31,149,17,8,1,12
E02000014,1836,1098,18,0,246,12,6,5,13,43,27,41,10,46,201,44,12,2,12
E02000015,1333,723,11,0,118,12,5,4,2,46,31,19,8,32,247,30,14,3,28
E02000016,7136,3651,80,5,548,55,35,37,33,574,442,193,59,226,741,267,68,25,97
E02000017,1704,598,16,3,302,10,9,9,10,156,185,77,17,72,142,62,10,2,24
E02000018,1206,574,5,1,200,10,4,1,9,59,33,29,15,37,168,26,12,10,13
E02000019,4262,2817,44,0,370,23,19,6,16,179,101,92,18,92,323,94,31,10,27
E02000020,4988,2855,45,1,425,35,19,13,17,392,281,209,39,162,290,98,37,12,58
E02000021,6053,4048,47,3,367,30,15,20,15,530,122,44,28,106,361,211,38,5,63
E02000022,2425,1097,17,2,283,20,18,7,19,181,93,71,19,84,344,90,37,19,24
E02000023,2634,1522,16,0,283,20,9,11,9,147,83,83,11,87,237,56,30,9,21
E02000024,5670,3637,148,0,615,32,19,37,49,324,43,50,74,227,184,82,28,14,107
E02000025,1870,1164,38,0,275,17,7,15,8,84,15,16,21,57,84,20,7,9,33
E02000026,1104,666,26,0,206,6,3,5,10,47,11,6,13,34,24,6,10,2,29
E02000027,4111,2010,149,0,375,20,25,32,44,345,33,16,65,297,413,131,47,25,84
E02000028,2254,1397,73,0,261,9,5,20,34,121,20,17,30,71,87,39,18,9,43
E02000029,2668,1715,75,2,341,11,11,27,21,143,21,12,44,75,74,40,12,14,30
E02000030,2495,1512,56,1,314,18,14,21,23,127,24,16,29,118,97,33,21,15,56
E02000031,3976,2110,118,0,645,40,25,32,33,317,36,35,52,169,157,89,32,17,69
E02000032,1432,733,38,1,325,6,11,10,15,73,17,15,23,59,26,19,6,5,50
E02000033,3970,2098,137,2,537,37,15,25,33,266,39,40,41,135,222,185,59,18,81
E02000034,2040,1026,58,1,376,14,9,19,22,145,28,14,30,88,77,38,24,9,62
E02000035,2504,1254,89,1,481,14,11,15,34,188,32,7,49,115,72,43,14,14,71
E02000036,2026,831,47,1,412,7,6,11,18,173,40,36,37,141,155,26,22,11,52
E02000037,2010,1114,41,0,282,10,18,13,12,198,24,6,18,84,89,32,8,8,53
E02000038,2799,1321,70,0,513,25,14,39,31,199,32,35,33,143,136,88,36,9,75
E02000039,2855,1564,77,0,399,22,12,27,21,210,43,14,50,154,117,53,13,14,65
E02000040,4021,2206,124,0,697,43,29,47,48,216,47,17,64,150,131,55,38,25,84
E02000041,4515,1692,113,2,743,19,25,29,36,784,122,40,94,314,215,99,52,25,111
E02000042,4995,2254,125,0,941,40,30,47,49,512,64,44,113,219,238,114,51,21,133
E02000043,1202,548,32,0,243,10,3,18,5,118,16,6,24,55,43,21,10,8,42
E02000044,1683,765,89,0,345,14,12,7,26,100,21,5,17,79,111,37,15,9,31
E02000045,2481,1190,75,3,448,27,11,26,19,220,26,23,30,103,102,65,19,23,71
E02000046,3090,1237,66,1,581,17,12,30,32,407,37,40,85,243,136,45,22,20,79
E02000047,3399,1059,136,3,655,15,25,20,15,434,70,17,54,286,347,125,36,23,79
E02000048,2281,1102,49,2,467,7,6,21,29,152,37,20,33,132,79,25,8,7,105
E02000049,2586,1169,91,1,379,22,30,18,29,150,47,22,38,134,255,79,35,31,56
E02000050,3095,1507,113,0,603,20,13,33,36,243,20,18,49,126,121,73,26,14,80
E02000051,4881,2330,130,0,878,30,25,51,53,421,51,33,76,233,211,116,45,35,163
E02000052,3361,1808,95,0,662,32,19,35,37,180,41,42,36,118,94,54,18,18,72
E02000053,6353,3131,177,2,810,46,37,38,87,654,120,40,165,350,284,179,56,62,115
E02000054,2394,888,46,1,651,14,10,24,34,160,30,15,61,119,138,48,26,56,73
E02000055,5792,2495,152,4,1289,19,28,63,59,467,90,44,108,319,249,116,39,52,199
E02000056,2679,1333,67,2,551,10,4,27,22,127,24,16,25,232,87,23,16,13,100
E02000057,2107,864,23,0,574,13,9,18,14,156,22,15,49,134,71,29,15,15,86
E02000058,3616,1781,66,1,841,9,11,39,31,201,41,24,43,200,102,42,16,27,141
E02000059,3873,1215,93,1,811,32,25,57,36,639,86,35,61,304,174,119,42,60,83
E02000060,2819,1185,35,0,759,16,19,22,24,173,40,10,29,144,123,67,14,15,144
E02000061,3668,1419,60,0,857,13,16,48,31,300,48,42,108,262,158,80,38,36,152
E02000062,7652,2396,248,2,1209,85,52,75,104,1250,243,104,79,537,507,374,123,89,175
E02000063,1338,385,61,1,418,10,2,16,17,61,27,11,29,91,81,27,12,43,46
E02000064,1447,521,48,1,387,3,3,14,27,83,24,16,21,101,72,32,11,36,47
E02000065,2874,1609,25,5,314,22,18,7,19,118,11,9,31,114,456,52,29,7,28
E02000066,1626,999,19,2,132,7,10,5,6,45,5,2,24,27,269,39,20,1,14
E02000067,3267,2228,35,11,285,16,7,14,18,174,5,27,33,97,231,29,22,5,30
E02000068,4939,3566,51,11,295,38,19,21,12,232,20,27,28,141,299,96,33,6,44
E02000069,1292,996,15,2,58,4,4,9,1,61,4,4,8,13,89,9,5,0,10
E02000070,1027,814,11,3,31,3,1,7,6,47,1,8,10,17,42,6,10,2,8
E02000071,2018,1573,24,4,73,5,4,14,6,116,7,16,22,48,66,17,10,0,13
E02000072,3509,2806,38,14,139,5,9,7,12,61,9,3,32,46,252,39,16,3,18
E02000073,1520,1260,10,2,38,3,1,5,2,70,8,10,17,22,39,12,4,0,17
E02000074,1554,1139,9,5,101,4,8,3,6,96,6,2,6,28,104,17,8,3,9
E02000075,1366,1145,19,0,45,5,3,5,2,40,3,4,12,24,31,15,2,0,11
E02000077,1408,1108,23,0,59,6,1,5,2,45,8,7,18,31,54,21,4,3,13
E02000078,1137,963,16,2,17,4,1,5,5,23,2,13,17,25,26,6,4,1,7
E02000079,8226,6414,79,8,298,60,15,38,39,280,32,55,79,208,373,128,40,19,61
E02000080,3239,2371,40,5,148,19,9,23,21,137,12,33,34,115,141,44,18,10,59
E02000081,2584,2180,42,4,81,15,3,14,10,62,3,5,22,36,55,19,11,2,20
E02000082,2001,1620,33,2,84,12,3,5,6,70,4,11,24,31,46,24,7,6,13
E02000083,5895,5038,41,4,216,20,5,21,21,112,15,45,30,78,120,59,14,3,53
E02000084,2139,1839,21,3,67,3,1,6,7,52,8,3,22,40,37,15,3,1,11
E02000085,1760,1441,20,2,73,6,5,6,10,44,1,39,17,36,25,8,9,3,15
E02000086,1472,1299,15,0,60,4,3,5,6,30,3,1,12,11,11,5,1,1,5
E02000087,2112,1746,26,2,85,6,3,6,9,52,4,25,15,39,47,23,4,2,18
E02000088,1175,983,13,0,42,1,2,4,4,31,5,10,15,20,28,9,0,1,7
E02000089,1204,1030,14,1,42,5,1,8,4,15,5,2,2,17,36,9,3,3,7
E02000090,6096,4915,64,7,270,46,15,29,36,139,22,53,54,128,173,81,21,4,39
E02000091,3887,2926,76,2,159,16,12,13,24,129,17,27,35,111,232,56,13,19,20
E02000092,4545,3736,51,8,182,21,15,20,17,69,12,9,28,48,197,80,16,4,32
E02000093,3553,795,95,1,624,18,20,18,25,1052,86,32,34,324,166,129,38,39,57
E02000094,3622,966,184,0,671,29,25,36,16,718,147,41,67,291,146,128,44,42,71
E02000095,2888,597,97,1,504,17,14,14,26,924,112,24,25,236,80,101,33,45,38
E02000096,1926,507,102,1,243,3,3,12,8,696,45,8,22,137,34,56,22,13,14
E02000097,2024,474,139,0,464,8,9,15,14,421,62,6,23,162,52,77,21,39,38
E02000098,1861,490,38,1,444,9,41,10,14,312,60,6,14,167,79,69,20,53,34
E02000099,2772,447,67,0,655,23,17,17,29,642,104,6,44,302,100,178,35,53,53
E02000100,6410,1993,287,1,602,32,24,48,42,1184,202,30,105,868,404,334,73,89,92
E02000101,3090,699,122,0,436,33,22,23,35,611,96,26,44,273,214,268,71,78,39
E02000102,1708,346,98,2,473,12,3,10,19,307,72,7,22,100,63,90,19,32,33
E02000103,4955,1469,237,1,958,37,20,45,63,757,176,46,144,246,258,215,88,91,104
E02000104,1811,463,56,2,346,20,7,15,19,346,69,6,15,162,66,107,41,36,35
E02000105,2006,344,60,0,344,12,7,11,15,518,110,10,21,250,91,125,21,27,40
E02000106,3903,1077,215,5,903,31,13,39,47,522,150,20,35,232,209,221,55,68,61
E02000107,2721,743,158,4,709,25,19,23,33,225,135,17,18,193,139,98,37,81,64
E02000108,823,122,34,1,200,2,2,5,4,204,63,4,2,83,34,34,14,7,8
E02000109,8614,2389,395,3,1111,67,46,67,80,1933,246,60,100,636,557,558,151,102,113
E02000110,1356,359,78,3,421,12,14,21,24,95,58,8,17,54,61,57,14,29,31
E02000111,3337,800,82,2,257,20,14,26,17,1074,152,17,26,413,148,165,60,30,34
E02000112,5163,1234,172,4,723,57,29,57,44,1125,206,41,43,358,346,464,110,81,69
E02000113,3579,796,120,1,654,32,32,14,34,795,89,22,15,235,277,238,99,61,65
E02000114,2261,576,145,1,568,38,11,25,28,236,92,14,25,154,116,84,42,57,49
E02000115,1414,537,58,3,330,21,7,11,20,61,19,8,34,81,82,44,20,30,48
E02000116,3123,669,134,1,605,53,20,27,57,337,120,14,51,216,240,343,101,67,68
E02000117,2801,705,140,12,496,49,19,23,27,289,82,17,13,166,261,318,109,35,40
E02000118,3321,638,77,0,582,29,7,14,29,969,109,20,43,365,169,147,34,40,49
E02000119,11908,3425,350,5,1943,95,58,77,105,2027,375,57,205,1128,811,718,206,131,192
E02000120,2756,984,130,1,569,37,20,33,42,175,63,37,21,196,142,104,45,94,63
E02000121,5186,1175,130,5,624,42,27,35,31,1602,168,45,91,525,182,239,71,100,94
E02000122,1987,793,70,1,420,19,15,28,34,143,37,18,28,85,85,86,21,54,50
E02000123,4155,941,160,5,927,50,53,37,54,323,111,31,47,259,404,411,143,89,110
E02000124,4590,2079,143,1,927,53,27,37,65,251,94,55,55,179,187,164,55,101,117
E02000125,1928,754,71,0,403,22,26,15,40,118,24,5,11,94,77,102,39,75,52
E02000126,1669,396,84,1,310,33,23,15,17,57,33,21,14,98,216,151,54,88,58
E02000127,1415,1056,24,3,122,10,2,8,5,20,4,8,11,36,54,34,11,0,7
E02000128,1913,1506,27,0,113,11,5,18,11,34,5,18,16,37,71,18,2,0,21
E02000130,3516,2305,59,2,362,35,13,27,29,75,36,26,23,92,173,184,42,8,25
E02000131,2056,1132,48,2,254,32,14,18,35,56,15,16,16,72,148,139,33,6,20
E02000132,4125,2904,91,1,377,50,18,36,34,96,20,12,38,80,135,149,35,11,38
E02000133,2512,2015,35,0,148,6,3,15,11,52,5,16,27,47,59,42,9,6,16
E02000134,6331,4667,84,4,443,68,21,56,65,139,33,53,60,116,216,197,45,7,57
E02000135,2342,1159,48,1,275,40,20,15,27,97,18,28,15,82,245,172,56,13,31
E02000136,1795,1439,18,0,118,9,2,11,11,44,5,13,8,33,37,17,8,2,20
E02000137,1372,946,25,0,113,20,7,12,10,35,8,4,10,50,67,42,5,4,14
E02000138,2203,1643,56,1,156,26,2,19,20,46,7,9,21,41,73,41,18,4,20
E02000139,1983,1403,48,0,163,17,4,18,16,38,10,13,14,51,50,88,32,2,16
E02000140,3070,2589,35,2,129,17,1,13,12,33,13,19,22,31,75,39,17,8,15
E02000141,1472,899,33,1,131,27,4,15,17,55,15,3,10,44,95,91,21,1,10
E02000142,4012,3022,44,4,207,45,12,26,22,110,17,16,24,92,138,149,38,12,34
E02000144,14700,10887,216,8,864,157,50,119,125,406,87,79,146,236,521,502,146,37,114
E02000145,3359,2683,30,11,182,34,6,14,19,78,9,18,15,39,133,42,14,3,29
E02000146,3044,2285,43,2,162,39,8,20,19,73,10,29,22,93,132,71,20,5,11
E02000147,1250,1006,15,2,66,4,1,5,5,29,6,4,10,23,24,29,6,2,13
E02000148,2010,1659,18,0,129,11,2,10,5,41,6,15,22,29,22,17,2,5,17
E02000149,3243,2715,25,4,142,16,9,15,12,58,4,15,23,51,75,45,13,3,18
E02000150,3044,1966,68,0,200,21,6,31,22,66,18,12,17,78,316,131,48,10,34
E02000151,1177,1023,14,0,55,2,1,4,4,15,1,3,12,13,17,4,0,2,7
E02000152,1831,1460,18,2,95,15,6,12,15,24,3,5,13,22,59,47,14,5,16
E02000153,1181,1018,15,0,44,8,5,5,5,16,1,7,4,17,9,18,5,1,3
E02000154,5507,4511,47,13,193,30,11,26,32,120,21,44,63,113,132,67,26,9,49
E02000155,1112,925,11,1,56,4,1,3,2,21,0,1,8,19,32,14,7,0,7
E02000156,3703,2939,41,1,196,29,6,38,20,104,9,35,27,73,55,71,22,4,33
E02000157,1459,1246,16,2,60,2,1,8,4,39,9,1,8,19,15,7,0,5,17
E02000158,1093,925,13,3,55,3,1,6,10,12,4,0,5,12,30,7,2,1,4
E02000159,3078,2503,31,1,139,19,3,11,15,66,6,13,21,71,82,45,21,2,29
E02000160,2798,2224,47,1,145,17,7,10,9,49,10,25,24,41,95,52,19,3,20
E02000161,1477,1235,24,1,53,6,4,3,7,18,1,4,23,32,34,15,4,4,9
E02000162,4595,3336,82,3,201,32,8,20,16,128,31,21,39,208,276,99,29,33,33
E02000163,2866,2456,21,0,118,12,8,7,10,45,6,16,21,60,35,19,7,2,23
E02000165,1541,1379,8,0,51,15,4,5,6,17,3,0,5,13,6,11,2,0,16
E02000166,3101,1680,125,2,515,17,20,25,40,97,18,31,34,97,184,86,31,32,67
E02000167,3845,1984,74,3,906,17,18,49,50,163,19,35,42,169,112,63,37,27,77
E02000168,5494,2942,396,1,884,63,23,50,71,172,55,80,63,153,182,159,63,35,102
E02000169,2121,1041,58,2,463,14,19,24,27,94,16,9,29,165,47,34,14,9,56
E02000170,2264,1037,109,2,503,21,7,19,39,89,42,34,27,103,61,42,34,26,69
E02000171,2314,1226,65,1,455,17,9,20,36,87,22,81,17,64,67,56,16,17,58
E02000172,4975,2542,150,1,698,60,39,32,61,163,53,162,52,136,361,234,88,39,104
E02000173,10765,4461,432,2,1736,64,70,107,151,731,131,95,257,808,811,354,130,105,320
E02000174,3056,1586,116,8,498,28,22,26,43,160,24,70,49,80,113,102,33,32,66
E02000175,3949,1706,97,0,736,39,19,37,51,262,78,75,69,220,191,145,62,67,95
E02000176,2045,973,45,1,523,19,6,23,28,65,24,35,35,89,37,41,31,12,58
E02000177,2355,1111,69,3,540,23,11,21,37,51,31,55,39,83,126,55,28,20,52
E02000178,2190,833,106,5,435,21,5,22,36,117,47,44,33,108,144,76,50,44,64
E02000179,1483,684,40,0,339,10,6,19,18,80,11,28,34,70,68,28,12,17,19
E02000180,2218,1017,87,1,378,24,10,25,54,72,12,74,39,86,159,73,40,18,49
